baseClass,baseLabel,superClass,superLabel
HP:0011979,Elevated urinary dopamine,HP:0011976,Elevated urinary catecholamines
UBERON:0013277,remnant of processus vaginalis,UBERON:0005156,reproductive structure
UBERON:2001688,palatine cartilage,UBERON:0011004,pharyngeal arch cartilage
HP:0002751,Kyphoscoliosis,HP:0002650,Scoliosis
DOID:10972,salpingo-oophoritis,DOID:5733,salpingitis
UBERON:0010929,stapedius pre-muscle condensation,UBERON:0005865,pre-muscle condensation
HP:0100299,Muscle fiber inclusion bodies,HP:0004303,Abnormality of muscle fibers
HP:0009211,Small epiphysis of the middle phalanx of the 5th finger,HP:0009390,Small epiphyses of the 5th finger
UBERON:0009478,associated mesenchyme of midgut,UBERON:0007524,dense mesenchyme tissue
CL:0002421,nucleated reticulocyte,CL:0002242,nucleate cell
HP:0011159,Epigastric auras,HP:0011157,Auras
HP:0003103,Abnormal cortical bone morphology,HP:0003330,Abnormal bone structure
HP:0200029,Vasculitis in the skin,HP:0011276,Vascular skin abnormality
UBERON:0010745,sacral vertebra cartilage element,UBERON:2001457,postcranial axial cartilage
HP:0010204,Broad proximal phalanges of the toes,HP:0010184,Abnormality of the proximal phalanges of the toes
HP:0012288,Neoplasm of head and neck,HP:0011793,Neoplasm by anatomical site
UBERON:4200027,supraglenoid buttress,UBERON:0004530,bony projection
UBERON:0015350,saphenous artery,UBERON:0001637,artery
UBERON:0006640,crus of clitoris,UBERON:0000064,organ part
UBERON:0004877,visceral endoderm,UBERON:0004119,endoderm-derived structure
HP:0002629,Gastrointestinal arteriovenous malformation,HP:0100026,Arteriovenous malformation
UBERON:0002446,patella,UBERON:0005893,leg bone
UBERON:2007040,forebrain midbrain boundary neural tube,UBERON:0006800,anatomical line
HP:0100192,Bracket epiphysis of the proximal phalanx of the 4th toe,HP:0100067,Bracket epiphyses of the 4th toe
UBERON:3000115,crista lateralis of premaxilla,UBERON:0004120,mesoderm-derived structure
UBERON:0004871,somatic layer of lateral plate mesoderm,UBERON:0005423,developing anatomical structure
HP:0011805,Abnormality of muscle morphology,HP:0003011,Abnormality of the musculature
DOID:11034,contact lens corneal edema,DOID:11030,corneal edema
UBERON:0007688,anlage,UBERON:0000479,tissue
UBERON:3000451,posterior ramus of pterygoid,UBERON:0005913,zone of bone organ
HP:0001976,Reduced antithrombin III activity,HP:0003256,Abnormality of the coagulation cascade
UBERON:0004179,prostate glandular acinus,UBERON:0009842,acinus
UBERON:0007378,egg yolk,UBERON:0002050,embryonic structure
HP:0009633,Osteolytic defects of the proximal phalanx of the thumb,HP:0009847,Osteolytic defects of the middle phalanges of the hand
HP:0100349,Contractures of the proximal interphalangeal joint of the 3rd toe,HP:0010333,Flexion contracture of 3rd toe
HP:0006758,Malignant genitourinary tract tumor,HP:0007379,Neoplasm of the genitourinary tract
UBERON:0002678,regional part of medulla oblongata,UBERON:0010314,structure with developmental contribution from neural crest
UBERON:0000041,odontode scale,UBERON:0007380,dermal scale
HP:0011091,Gemination,HP:0011089,Double tooth
HP:0001862,Acral ulceration and osteomyelitis leading to autoamputation of the digits (feet),HP:0001868,Autoamputation (feet)
UBERON:2002232,presumptive cardiac ventricle primitive heart tube,UBERON:0000481,multi-tissue structure
HP:0010355,Duplication of the phalanges of the 2nd toe,HP:0010324,Abnormality of phalanx of the 2nd toe
HP:0004581,Increased anterior vertebral height,HP:0004570,Increased vertebral height
UBERON:0003249,epithelium of otic placode,UBERON:0005291,embryonic tissue
DOID:4257,Caffey disease,DOID:3342,bone inflammation disease
HP:0009173,Curved middle phalanx of the 5th finger,HP:0004219,Abnormality of the middle phalanx of the 5th finger
UBERON:0005492,hyaloid vessel,UBERON:0003496,head blood vessel
UBERON:0005310,pronephric nephron tubule,UBERON:0012275,meso-epithelium
UBERON:0012081,patella pre-cartilage condensation,UBERON:0010882,limb bone pre-cartilage condensation
HP:0009729,Cardiac rhabdomyoma,HP:0009730,Rhabdomyoma
UBERON:0002704,metathalamus,UBERON:0015233,nucleus of dorsal thalamus
UBERON:0015432,accessory olfactory bulb mitral cell layer,UBERON:0004001,olfactory bulb layer
UBERON:0002352,atrioventricular node,UBERON:0004493,cardiac muscle tissue of myocardium
HP:0011608,Type II truncus arteriosus,HP:0001660,Truncus arteriosus
UBERON:0011770,mentomeckelian,UBERON:0004768,bone of lower jaw
NCBITaxon:10294,Simplexvirus,NCBITaxon:10293,Alphaherpesvirinae
HP:0007950,Peripapillary chorioretinal atrophy,HP:0000533,Chorioretinal atrophy
HP:0005505,Refractory anemia,HP:0001903,Anemia
UBERON:0004906,ectodermal part of digestive tract,UBERON:0004121,ectoderm-derived structure
DOID:1414,ovarian dysfunction,DOID:1100,ovarian disease
UBERON:2001589,propterygium cartilage,UBERON:4300083,propterygium element
UBERON:0011984,pedal digit 6,UBERON:0001466,pedal digit
DOID:6559,ethmoid sinus Schneiderian papilloma,DOID:1364,ethmoidal sinus neoplasm
HP:0008249,Thyroid hyperplasia,HP:0011772,Abnormality of thyroid morphology
UBERON:4200044,articular surface for the calcaneum on the astragalus,UBERON:4100003,articular surface
DOID:5207,monodermal teratoma,DOID:5563,malignant teratoma
UBERON:0004601,rib 1,UBERON:0002228,rib
UBERON:2000362,hypaxialis,UBERON:0001774,muscle of trunk
HP:0100594,Esophageal web,HP:0002031,Abnormality of the esophagus
UBERON:0007367,surface of tongue,UBERON:0006984,anatomical surface
UBERON:0002781,caudal part of ventral posterolateral nucleus of thalamus,UBERON:0003528,brain grey matter
HP:0003275,Narrow pelvis,HP:0002644,Abnormality of pelvic girdle bone morphology
DOID:0050702,neonatal period electroclinical syndrome,DOID:0050701,electroclinical syndrome
UBERON:0002595,orbital sulcus,UBERON:0003022,cerebral cortex lobe
HP:0012619,Multiple bladder diverticula,HP:0000015,Bladder diverticulum
DOID:13453,gonococcal bursitis,DOID:2965,bursitis
UBERON:0004642,third ventricle ependyma,UBERON:0005357,brain ependyma
UBERON:0006496,external acoustic meatus osseus part,UBERON:0000477,anatomical cluster
UBERON:0004406,distal epiphysis of femur,UBERON:0004379,distal epiphysis
UBERON:0014712,carapacial ridge ectoderm,UBERON:0010371,ecto-epithelium
CL:0000847,ciliated olfactory receptor neuron,CL:0000207,olfactory receptor cell
UBERON:0010378,mesenchyme from splanchnopleure,UBERON:0007524,dense mesenchyme tissue
HP:0010337,Aplasia/Hypoplasia of the 4th toe,HP:0010321,Abnormality of the 4th toe
UBERON:3000774,ilial shaft,UBERON:0004120,mesoderm-derived structure
DOID:13072,acquired hyperkeratosis,DOID:161,keratosis
UBERON:4200124,sternal trabecula,UBERON:0004120,mesoderm-derived structure
HP:0006944,Abolished vibration sense,HP:0002495,Impaired vibratory sensation
HP:0100673,Vaginal hydrocele,HP:0100672,Vaginal hernia
HP:0012056,Cutaneous melanoma,HP:0002861,Melanoma
HP:0011224,Ablepharon,HP:0011226,Aplasia/Hypoplasia affecting the eyelid
HP:0007281,Developmental stagnation,HP:0002376,Developmental regression
HP:0000050,Hypoplastic genitalia,HP:0003241,Genital hypoplasia
DOID:10518,beach ear,DOID:9463,otitis externa
UBERON:0002080,heart right ventricle,UBERON:0015212,lateral structure
HP:0009165,Stippling of the epiphysis of the distal phalanx of the 5th finger,HP:0009391,Stippling of the epiphyses of the 5th finger
UBERON:0015280,pancreas left lobe,UBERON:0007324,pancreatic lobe
DOID:11100,Q fever,DOID:0050338,primary bacterial infectious disease
HP:0008929,Asymmetric short stature,HP:0004322,Short stature
UBERON:0011308,pars reflexa of masseter,UBERON:0004120,mesoderm-derived structure
UBERON:3010557,triangular process,UBERON:0004529,anatomical projection
DOID:13403,cerebral sarcoidosis,DOID:936,brain disease
UBERON:0010582,pedal digit 3 phalanx pre-cartilage condensation,UBERON:0010585,pedal digit phalanx pre-cartilage condensation
UBERON:3000646,margo libera,UBERON:0000064,organ part
HP:0011245,Abnormality of superior crus of antihelix,HP:0009738,Abnormality of the antihelix
UBERON:0010515,brille,UBERON:1000021,skin of face
DOID:6256,malignant growth hormone secreting neoplasm of pituitary,DOID:5716,hormone producing pituitary cancer
HP:0010962,Extralobar sequestration,HP:0010960,Bronchopulmonary sequestration
UBERON:0005122,metanephric macula densa,UBERON:0002335,macula densa
HP:0009557,Aplasia/Hypoplasia of the distal phalanx of the 2nd finger,HP:0009552,Aplasia/Hypoplasia of the phalanges of the 2nd finger
UBERON:4200126,supraacetabular rim,UBERON:0004120,mesoderm-derived structure
HP:0012014,EEG with central focal spikes,HP:0011193,EEG with focal spikes
UBERON:0004253,skin muscle,UBERON:0001630,muscle organ
DOID:3342,bone inflammation disease,DOID:0080001,bone disease
DOID:6827,pancreatic solid pseudopapillary carcinoma,DOID:4905,pancreatic carcinoma
DOID:14768,Saethre-Chotzen syndrome,DOID:12960,acrocephalosyndactylia
DOID:4895,rete ovarii neoplasm,DOID:0060086,female reproductive organ benign neoplasm
HP:0006529,Abnormal pulmonary lymphatics,HP:0100763,Abnormality of the lymphatic system
UBERON:0015796,liver blood vessel,UBERON:0003497,abdomen blood vessel
HP:0004408,Abnormality of the sense of smell,HP:0000759,Abnormality of the peripheral nervous system
HP:0008353,Neutral hyperaminoaciduria,HP:0003355,Aminoaciduria
NCBITaxon:2037,Actinomycetales,NCBITaxon:85003,Actinobacteridae
DOID:2135,temporal lobe neoplasm,DOID:368,cerebrum cancer
UBERON:0004687,lieno-renal ligament,UBERON:0008845,nonskeletal ligament
HP:0100831,Abnormality of vitamin K metabolism,HP:0100508,Abnormality of vitamin metabolism
HP:0100696,Bone cysts,HP:0011842,Abnormality of skeletal morphology
HP:0009172,Abnormality of the phalanges of the 4th finger,HP:0004188,Abnormality of the 4th finger
HP:0009228,Bullet-shaped proximal phalanx of the 5th finger,HP:0009375,Bullet-shaped phalanges of the 5th finger
HP:0010652,Abnormality of the dura mater,HP:0010651,Abnormality of the meninges
CL:0000625,"CD8-positive, alpha-beta T cell",CL:0000791,mature alpha-beta T cell
DOID:326,ischemia,DOID:178,vascular disease
UBERON:3000793,anomocoelous,UBERON:0001075,vertebral centrum
UBERON:0003551,midbrain pia mater,UBERON:0003288,meninx of midbrain
CL:0000674,interfollicle cell,CL:0000075,columnar/cuboidal epithelial cell
UBERON:0003230,epithelium of carpal region,UBERON:0010371,ecto-epithelium
UBERON:0001296,myometrium,UBERON:0001135,smooth muscle tissue
CL:0002238,male gonocyte,CL:0000670,primordial germ cell
UBERON:0008320,common penile artery,UBERON:0014403,male anatomical structure
NCBITaxon:6946,Acariformes,NCBITaxon:6933,Acari
DOID:11294,arteriovenous malformation,DOID:255,hemangioma
HP:0010200,Symphalangism affecting the middle phalanges of the toes,HP:0010183,Abnormality of the middle phalanges of the toes
DOID:3578,ovarian gonadoblastoma,DOID:0060112,ovarian benign neoplasm
UBERON:0001406,ulnar artery,UBERON:0001637,artery
CL:0002577,placental epithelial cell,CL:0000066,epithelial cell
DOID:7048,vulvar basaloid squamous cell carcinoma,DOID:2101,vulva squamous cell carcinoma
UBERON:0003639,manual digit 5 phalanx,UBERON:0001436,phalanx of manus
DOID:7017,lumbosacral lipoma,DOID:0060094,bone benign neoplasm
CL:0000856,neuromast hair cell,CL:0000855,sensory hair cell
UBERON:0000999,ejaculatory duct,UBERON:0015212,lateral structure
HP:0100159,Cone-shaped epiphysis of the proximal phalanx of the 3rd toe,HP:0100093,Abnormality of the epiphysis of the proximal phalanx of the 3rd toe
UBERON:3000807,carina distalis,UBERON:0004120,mesoderm-derived structure
DOID:5299,endometrial clear cell adenocarcinoma,DOID:2870,endometrial adenocarcinoma
DOID:9164,achalasia,DOID:6050,esophageal disease
DOID:8743,erythema infectiosum,DOID:8672,viral exanthem
DOID:12557,Duane retraction syndrome,DOID:540,strabismus
HP:0008293,Long-chain dicarboxylic aciduria,HP:0003215,Dicarboxylic aciduria
UBERON:2001239,ceratobranchial 5 bone,UBERON:2001903,ceratobranchial 5 element
DOID:2142,urethra leiomyoma,DOID:730,urethral benign neoplasm
DOID:5877,endocardium cancer,DOID:117,heart cancer
HP:0012345,Abnormal glycosylation,HP:0011013,Abnormality of carbohydrate metabolism/homeostasis
CL:1000379,type 1 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth,CL:0002070,type I vestibular sensory cell
DOID:2129,atypical teratoid rhabdoid tumor,DOID:1319,brain cancer
DOID:14793,hypohidrotic ectodermal dysplasia,DOID:0050177,monogenic disease
DOID:8618,oral cavity cancer,DOID:3119,gastrointestinal system cancer
DOID:14756,autosomal dominant type IV Ehlers-Danlos syndrome,DOID:13359,Ehlers-Danlos syndrome
DOID:11241,appendix lymphoma,DOID:11239,appendix cancer
CL:0000165,neuroendocrine cell,CL:0000393,electrically responsive cell
DOID:7160,rectum leiomyoma,DOID:5143,large bowel leiomyoma
HP:0009700,Synostosis involving bones of the fingers,HP:0100262,Synostosis involving digits
HP:0003093,Limited hip extension,HP:0008800,Limited hip movement
DOID:701,dentin dysplasia,DOID:214,teeth hard tissue disease
HP:0001518,Small for gestational age,HP:0004325,Decreased body weight
UBERON:3000448,posterior maxillary process,UBERON:0004529,anatomical projection
UBERON:0002956,granular layer of cerebellar cortex,UBERON:0004130,cerebellar layer
UBERON:0012424,brush border layer,UBERON:0012423,layer of microvilli
UBERON:0006514,pallidum,UBERON:0003528,brain grey matter
UBERON:0002205,manubrium of sternum,UBERON:0005181,thoracic segment organ
UBERON:2105375,dorsal fin distal radial element 4,UBERON:2100936,dorsal fin distal radial element
CL:0000680,muscle precursor cell,CL:0002371,somatic cell
DOID:11504,autonomic neuropathy,DOID:11465,autonomic nervous system disease
HP:0009852,Broad proximal phalanges of the hand,HP:0009768,Broad phalanges of the hand
UBERON:2002021,ascending process of the parasphenoid,UBERON:4100000,skeletal element projection
DOID:0050674,congenital bile acid synthesis defect,DOID:1701,steroid inherited metabolic disorder
UBERON:0010403,cortical marginal zone,UBERON:0002301,layer of neocortex
UBERON:2005114,middle lateral line system,UBERON:0002540,lateral line system
DOID:4022,ureterocele,DOID:1426,ureteral disease
DOID:3393,coronary artery disease,DOID:0050828,artery disease
UBERON:0001658,middle temporal vein,UBERON:0001671,temporal vein
HP:0000591,Abnormality of the sclera,HP:0012374,Abnormality of the globe
CL:0005014,auditory epithelial support cell,CL:0000630,supportive cell
HP:0009350,Fragmentation of the epiphysis of the proximal phalanx of the 3rd finger,HP:0009414,Fragmentation of the epiphyses of the 3rd finger
UBERON:0001107,sternohyoid muscle,UBERON:0003897,axial muscle
UBERON:2001749,dentary-anguloarticular joint,UBERON:0000982,skeletal joint
HP:0001338,Partial agenesis of the corpus callosum,HP:0001274,Agenesis of corpus callosum
UBERON:3000717,amphicoelous,UBERON:0001075,vertebral centrum
CL:1001224,interlobulary vein smooth muscle cell,CL:1001145,interlobular vein cell
HP:0011195,EEG with focal sharp slow waves,HP:0011185,EEG with focal epileptiform discharges
HP:0004872,Incisional hernia,HP:0004299,Hernia of the abdominal wall
UBERON:0002301,layer of neocortex,UBERON:0010314,structure with developmental contribution from neural crest
UBERON:2000185,"commissura rostral, pars ventralis",UBERON:0002437,cerebral hemisphere white matter
DOID:9396,acute laryngitis,DOID:3437,laryngitis
UBERON:0014930,perivascular space,UBERON:0000464,anatomical space
DOID:14099,acquired gastric outlet stenosis,DOID:12639,pyloric stenosis
CL:0000788,naive B cell,CL:0000785,mature B cell
HP:0010146,Small epiphysis of the distal phalanx of the hallux,HP:0010124,Abnormality of the epiphysis of the distal phalanx of the hallux
UBERON:0007198,hermaphrodite anatomical structure,UBERON:0000061,anatomical structure
HP:0008008,Progressive central visual loss,HP:0000529,Progressive visual loss
DOID:361,cervix endometriosis,DOID:288,endometriosis of uterus
HP:0009437,Aplasia/Hypoplasia of the middle phalanx of the 3rd finger,HP:0009447,Aplasia/Hypoplasia of the phalanges of the 3rd finger
UBERON:0003840,hindlimb joint,UBERON:0003657,limb joint
HP:0100433,Broad distal phalanx of the 5th toe,HP:0010384,Broad phalanges of the 5th toe
UBERON:2000804,myotome somite 20,UBERON:0003082,myotome
UBERON:0013778,skin of sole of pes,UBERON:0001513,skin of pes
HP:0012127,Uraciluria,HP:0004353,Abnormality of pyrimidine metabolism
HP:0006152,Proximal symphalangism (hands),HP:0009773,Symphalangism affecting the phalanges of the hand
UBERON:0010847,ulna pre-cartilage condensation,UBERON:0003327,mesenchyme of forearm
DOID:8295,scabies,DOID:7894,mite infestation
UBERON:0015593,frontal gyrus,UBERON:0000200,gyrus
HP:0010349,Bullet-shaped phalanges of the 2nd toe,HP:0010175,Bullet-shaped phalanges of the toes
UBERON:0010027,dorsal part of pharyngeal pouch 4,UBERON:0000490,unilaminar epithelium
HP:0003461,Increased urinary O-linked sialopeptides,HP:0012067,Glycopeptiduria
HP:0200083,Severe limb shortening,HP:0002983,Micromelia
UBERON:0001479,sesamoid bone,UBERON:0001474,bone element
HP:0010685,Low alkaline phosphatase of renal origin,HP:0010683,Low tissue non-specific alkaline phosphatase
HP:0003912,Frayed humeral metaphyses,HP:0003907,Abnormality of the humeral metaphyses
HP:0006600,Progressive calcification of costochondral cartilage,HP:0100593,Calcification of cartilage
HP:0004760,Congenital septal defect,HP:0001671,Abnormality of the cardiac septa
UBERON:3000830,margo vertebralis,UBERON:0000064,organ part
UBERON:0010745,sacral vertebra cartilage element,UBERON:0015010,sacral vertebra endochondral element
UBERON:0004684,raphe nuclei,UBERON:0000073,regional part of nervous system
UBERON:0013280,diaphysis of tibia,UBERON:0004769,diaphysis
HP:0010037,Aplasia of the 2nd metacarpal,HP:0010036,Aplasia/Hypoplasia of the 2nd metacarpal
UBERON:2000576,pterotic,UBERON:0010313,neural crest-derived structure
HP:0000377,Abnormality of the pinna,HP:0000356,Abnormality of the outer ear
HP:0006491,Abnormality of the tibial metaphysis,HP:0006490,Abnormality of lower-limb metaphyses
HP:0010233,Irregular epiphyses of the phalanges of the hand,HP:0005920,Abnormality of the epiphyses of the phalanges of the hand
DOID:5678,nerve fibre bundle defect,DOID:1393,visual pathway disease
CL:1000682,kidney medulla interstitial cell,CL:1000504,kidney medulla cell
UBERON:3000539,recessus marsupiatus of premaxilla,UBERON:0000464,anatomical space
DOID:3136,scalp dermatosis,DOID:37,skin disease
UBERON:0003727,intercostal nerve,UBERON:0001780,spinal nerve
HP:0005815,Supernumerary ribs,HP:0000772,Abnormality of the ribs
HP:0012637,Renal calcium wasting,HP:0004363,Abnormality of calcium homeostasis
UBERON:0010300,epithelial scleral papilla layer,UBERON:0000483,epithelium
UBERON:0012247,cervical gland,UBERON:0005398,female reproductive gland
HP:0004439,Craniofacial dysostosis,HP:0000271,Abnormality of the face
NCBITaxon:91493,Exserohilum,NCBITaxon:117568,mitosporic Pleosporaceae
DOID:5697,liposarcoma of the ovary,DOID:3382,liposarcoma
CL:0000508,type G enteroendocrine cell,CL:0000506,enkephalin secreting cell
UBERON:0005236,osseus labyrinth vestibule,UBERON:0000064,organ part
DOID:11254,Brill-Zinsser disease,DOID:0050480,epidemic typhus
UBERON:0014896,transversely striated somatic muscle,UBERON:0014895,somatic muscle
DOID:2945,severe acute respiratory syndrome,DOID:934,viral infectious disease
UBERON:0010029,dorsal part of pharyngeal pouch 5,UBERON:0000490,unilaminar epithelium
UBERON:0012312,maxillary process ectoderm,UBERON:0010314,structure with developmental contribution from neural crest
HP:0002797,Osteolysis,HP:0003330,Abnormal bone structure
CL:0000381,neurosecretory neuron,CL:0000527,efferent neuron
UBERON:0009022,right uterine horn,UBERON:0002247,uterine horn
UBERON:0004425,proximal epiphysis of fourth metacarpal bone,UBERON:0004394,epiphysis of fourth metacarpal bone
HP:0006262,Aplasia/Hypoplasia of the 5th finger,HP:0006265,Aplasia/Hypoplasia of fingers
DOID:1089,tethered spinal cord syndrome,DOID:319,spinal cord disease
UBERON:0001219,ileocolic vein,UBERON:0002017,portal vein
UBERON:0008802,cheek pouch,UBERON:0008803,skin of cheek
UBERON:2007035,spinal cord neural rod,UBERON:0004121,ectoderm-derived structure
HP:0009561,Osteolytic defects of the distal phalanx of the 2nd finger,HP:0009542,Abnormality of the distal phalanx of the 2nd finger
UBERON:0009758,abdominal ganglion,UBERON:0007134,trunk ganglion
UBERON:0002105,vestibulo-auditory system,UBERON:0007037,mechanosensory system
HP:0005400,Reduction of neutrophil motility,HP:0011990,Abnormality of neutrophil physiology
UBERON:0015455,accessory hepatic vein,UBERON:0001143,hepatic vein
CL:1001108,kidney loop of henle medullary thick ascending limb epithelial cell,CL:1000616,kidney outer medulla cell
HP:0007403,Hypertrophy of skin of soles,HP:0100872,Abnormality of the plantar skin of foot
UBERON:0003967,cutaneous elastic tissue,UBERON:0002521,elastic tissue
UBERON:0015055,pubic endochondral element,UBERON:0004120,mesoderm-derived structure
UBERON:0010903,tibiotarsus pre-cartilage condensation,UBERON:0015011,tibiotarsus endochondral element
DOID:2366,West Nile fever,DOID:934,viral infectious disease
UBERON:2001684,ossified transcapular ligament,UBERON:0007842,membrane bone
HP:0100941,Sclerosis of the distal phalanx of the 4th toe,HP:0100928,Sclerosis of the phalanges of the 4th toe
UBERON:0000428,prostate epithelium,UBERON:0014403,male anatomical structure
HP:0007780,Cortical pulverulent cataract,HP:0010693,Pulverulent Cataract
DOID:11219,conjunctival folliculosis,DOID:11184,acute conjunctivitis
HP:0010084,Duplication of the distal phalanx of the hallux,HP:0010066,Duplication of phalanx of hallux
DOID:11990,ulceroglandular tularemia,DOID:2123,tularemia
HP:0010945,Fetal pyelectasis,HP:0010946,Dilatation of the renal pelvis
HP:0009434,Patchy sclerosis of the middle phalanx of the 3rd finger,HP:0009848,Patchy sclerosis of the middle phalanges of the hand
UBERON:0003372,pectoral appendage bud ectoderm,UBERON:0005291,embryonic tissue
UBERON:0003970,placental labyrinth vasculature,UBERON:0000077,mixed endoderm/mesoderm-derived structure
UBERON:0005162,multi cell component structure,UBERON:0000477,anatomical cluster
UBERON:3010721,limb villosities,UBERON:3000981,limb external integument structure
UBERON:0014664,nucleus recessus posterioris,UBERON:0006568,hypothalamic nucleus
HP:0100751,Esophageal neoplasm,HP:0002031,Abnormality of the esophagus
UBERON:0001256,wall of urinary bladder,UBERON:0000060,anatomical wall
UBERON:0003120,aortic arch 3,UBERON:0004363,aortic arch
HP:0100187,Pseudoepiphysis of the middle phalanx of the 4th toe,HP:0100073,Pseudoepiphyses of the 4th toe
UBERON:0000207,compound eye corneal lens,UBERON:0000476,acellular anatomical structure
HP:0009417,Pseudoepiphyses of the 3rd finger,HP:0009320,Abnormality of the epiphyses of the 3rd finger
HP:0002823,Abnormality of the femur,HP:0002814,Abnormality of the lower limb
HP:0012057,Superficial spreading melanoma,HP:0012056,Cutaneous melanoma
UBERON:0001481,distal carpal bone,UBERON:0001435,carpal bone
HP:0100695,Lipedema,HP:0000969,Edema
UBERON:2001019,myotome somite 28,UBERON:0003082,myotome
DOID:12191,splenic flexure cancer,DOID:12190,descending colon cancer
HP:0012076,Borderline personality disorder,HP:0012075,Personality disorder
UBERON:0010995,deep part of masseter muscle,UBERON:0004120,mesoderm-derived structure
HP:0012337,Abnormal homeostasis,HP:0001939,Abnormality of metabolism/homeostasis
DOID:1733,cryptosporidiosis,DOID:2113,coccidiosis
UBERON:0003490,respiratory system reticular lamina,UBERON:0001967,reticular lamina of epithelium
CL:0012000,astrocyte of the forebrain,CL:2000005,brain macroglial cell
CL:0002104,IgG-negative double negative memory B cell,CL:0000981,double negative memory B cell
DOID:0050605,acrodermatitis enteropathica,DOID:896,metal metabolism disorder
DOID:9445,cervix squamous papilloma,DOID:0060110,cervical benign neoplasm
DOID:0050597,intestinal schistosomiasis,DOID:1395,schistosomiasis
HP:0006298,Prolonged bleeding after dental extraction,HP:0011890,Prolonged bleeding following procedure
UBERON:0016477,zygomatic process of maxilla,UBERON:0004529,anatomical projection
HP:0008739,Labial pseudohypertrophy,HP:0000065,Labial hypertrophy
DOID:4449,macular retinal edema,DOID:6929,retinal edema
UBERON:0013588,fused metatarsal bones 3 and 4,UBERON:0013586,fused metapodial bones 3 and 4
HP:0008117,Shortening of the talar neck,HP:0008365,Abnormality of the talus
CL:0002290,Y chromosome-bearing sperm cell,CL:0000019,sperm
CL:0000588,odontoclast,CL:0000092,osteoclast
UBERON:0001869,cerebral hemisphere,UBERON:0004121,ectoderm-derived structure
CL:0000822,B-2 B cell,CL:0000785,mature B cell
HP:0005387,Combined immunodeficiency,HP:0002721,Immunodeficiency
CL:1000481,transitional myocyte of atrioventricular bundle,CL:0010005,atrioventricular bundle cell
DOID:11729,Lyme disease,DOID:37,skin disease
DOID:11905,labium majus cancer,DOID:1245,vulva cancer
HP:0011253,Type I cryptotia,HP:0011252,Cryptotia
UBERON:2002242,scale primordium,UBERON:0004120,mesoderm-derived structure
DOID:203,exostosis,DOID:205,hyperostosis
DOID:13654,stenosis of lacrimal passage,DOID:530,eyelid disease
UBERON:0011664,posterior plastron-carapace bridge,UBERON:0011662,plastron-carapace bridge
DOID:6501,brain stem angioblastoma,DOID:4203,brain stem cancer
HP:0002664,Neoplasm,HP:0000118,Phenotypic abnormality
HP:0001760,Abnormality of the foot,HP:0002814,Abnormality of the lower limb
HP:0004817,Drug-sensitive hemolytic anemia,HP:0001878,Hemolytic anemia
NCBITaxon:8287,Sarcopterygii,NCBITaxon:117571,Euteleostomi
HP:0012121,Panuveitis,HP:0000554,Uveitis
DOID:135,benign vaginal carcinosarcoma,DOID:0060114,vaginal benign neoplasm
UBERON:0009907,sensory root of trigeminal nerve,UBERON:0010313,neural crest-derived structure
UBERON:0010183,liver trabecula,UBERON:0004119,endoderm-derived structure
UBERON:0006630,left atrium auricular region,UBERON:0006618,atrium auricular region
UBERON:3000052,braincase and otic capsule skeleton,UBERON:3000050,braincase and auditory apparatus
HP:0008845,Mesomelic short stature,HP:0008873,Disproportionate short-limb short stature
DOID:11299,vertebral artery occlusion,DOID:5976,occlusion precerebral artery
HP:0004689,Short fourth metatarsal,HP:0010743,Short metatarsal
UBERON:3010013,larval chondrocranium,UBERON:0010323,cranial skeletal system
DOID:8353,epithelioid malignant peripheral nerve sheath tumor,DOID:5940,malignant peripheral nerve sheath tumor
UBERON:3010744,M. flexor antibrachii lateralis profundus,UBERON:0010891,pectoral complex muscle
UBERON:0002249,median artery,UBERON:0001637,artery
DOID:13619,extrahepatic cholestasis,DOID:13580,cholestasis
NCBITaxon:37296,Human herpesvirus 8,NCBITaxon:10379,Rhadinovirus
UBERON:0007690,early pharyngeal endoderm,UBERON:0000925,endoderm
DOID:9841,hypotropia,DOID:540,strabismus
CL:0000473,defensive cell,CL:0000003,native cell
UBERON:0004277,eye muscle,UBERON:0004121,ectoderm-derived structure
DOID:11320,Kyasanur forest disease,DOID:934,viral infectious disease
CL:0002286,type II taste cell,CL:0000209,taste receptor cell
UBERON:2001783,supraoccipital crest,UBERON:0010314,structure with developmental contribution from neural crest
HP:0010921,Coralliform cataract,HP:0010920,Zonular cataract
UBERON:2000614,abductor profundus,UBERON:0014794,pectoral appendage muscle
CL:0000915,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CL:0000797,alpha-beta intraepithelial T cell
UBERON:0004892,lobar bronchus alveolar system,UBERON:0004119,endoderm-derived structure
HP:0003851,Lytic defects in metaphyses of the upper limbs,HP:0009809,Abnormality of upper limb metaphysis
DOID:7045,basaloid lung carcinoma,DOID:3907,lung squamous cell carcinoma
HP:0002110,Bronchiectasis,HP:0002109,Abnormality of the bronchi
UBERON:0001555,digestive tract,UBERON:0000025,tube
UBERON:2001999,posterior cleithral process,UBERON:4100000,skeletal element projection
HP:0100127,Irregular epiphysis of the proximal phalanx of the 2nd toe,HP:0100090,Abnormality of the epiphysis of the proximal phalanx of the 2nd toe
DOID:305,carcinoma,DOID:0050687,cell type cancer
