baseClass,baseLabel,superClass,superLabel
OMIM:615420,"Myopia 22, Autosomal Dominant",DOID:11830,myopia
OMIM:121070,"Arthrogryposis, Distal, Type 2e",DOID:0050646,distal arthrogryposis
OMIM:602459,"Deafness, Autosomal Dominant 15",DOID:0050564,autosomal dominant nonsyndromic deafness
OMIM:613268,"Corneal Dystrophy, Fuchs Endothelial, 4",DOID:11555,Fuchs' endothelial dystrophy
OMIM:614376,Short-Rib Thoracic Dysplasia 5 With Or Without Polydactyly,DOID:0050592,asphyxiating thoracic dystrophy
OMIM:300071,"Night Blindness, Congenital Stationary, Type 2a",DOID:0050534,congenital stationary night blindness
OMIM:610003,"Ceroid Lipofuscinosis, Neuronal, 8, Northern Epilepsy Variant",DOID:14503,neuronal ceroid lipofuscinosis
OMIM:612925,"Hemolytic Uremic Syndrome, Atypical, Susceptibility To, 5",DOID:12554,hemolytic-uremic syndrome
OMIM:614408,"Myopathy, Centronuclear, 3",DOID:14717,centronuclear myopathy
OMIM:613757,"Macular Degeneration, Age-Related, 6",DOID:10871,age related macular degeneration
OMIM:615550,Diamond-Blackfan Anemia 12,DOID:1339,Diamond-Blackfan anemia
OMIM:182212,Shprintzen-Goldberg Craniosynostosis Syndrome,DOID:2340,craniosynostosis
OMIM:106100,"Angioedema, Hereditary, Type I",DOID:14735,hereditary angioedema
OMIM:608565,"Deafness, Autosomal Recessive 35",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:108500,"Episodic Ataxia, Type 2",DOID:963,episodic ataxia
OMIM:108120,"Arthrogryposis, Distal, Type 1a",DOID:0050646,distal arthrogryposis
OMIM:187600,"Thanatophoric Dysplasia, Type I",DOID:13481,thanatophoric dysplasia
OMIM:132400,"Epiphyseal Dysplasia, Multiple, 1",DOID:12721,multiple epiphyseal dysplasia
OMIM:300495,"Autism, Susceptibility To, X-Linked 2",DOID:12849,autistic disorder
OMIM:613100,"Glaucoma 1, Open Angle, O",DOID:1067,open-angle glaucoma
OMIM:607634,"Osteopetrosis, Autosomal Dominant 1",DOID:13533,osteopetrosis
OMIM:236680,Hydrolethalus Syndrome 1,DOID:0050779,hydrolethalus syndrome
OMIM:612924,"Hemolytic Uremic Syndrome, Atypical, Susceptibility To, 4",DOID:12554,hemolytic-uremic syndrome
OMIM:613087,Atrial Septal Defect 6,DOID:1882,atrial heart septal defect
OMIM:174500,"Polydactyly, Preaxial Ii",DOID:1148,polydactyly
OMIM:611377,"Brachydactyly, Type B2",DOID:0050581,brachydactyly
OMIM:300496,"Autism, Susceptibility To, X-Linked 3",DOID:12849,autistic disorder
OMIM:607084,"Deafness, Autosomal Recessive 31",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:610476,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 11",DOID:0050431,arrhythmogenic right ventricular cardiomyopathy
OMIM:204500,"Ceroid Lipofuscinosis, Neuronal, 2",DOID:14503,neuronal ceroid lipofuscinosis
OMIM:222765,"Rhizomelic Chondrodysplasia Punctata, Type 2",DOID:2580,rhizomelic chondrodysplasia punctata
OMIM:300855,Ogden Syndrome,DOID:0050781,Ogden syndrome
OMIM:609968,"Hyperinsulinemic Hypoglycemia, Familial, 5",DOID:13317,hyperinsulinemic hypoglycemia
OMIM:613287,"Charcot-Marie-Tooth Disease, Axonal, Type 2n",DOID:0050539,Charcot-Marie-Tooth disease type 2
OMIM:121050,"Arthrogryposis, Distal, Type 9",DOID:0050646,distal arthrogryposis
OMIM:143465,Attention Deficit-Hyperactivity Disorder,DOID:1094,attention deficit hyperactivity disorder
OMIM:612541,"Neutropenia, Severe Congenital, 4, Autosomal Recessive",DOID:0050590,severe congenital neutropenia
OMIM:605820,Nonaka Myopathy,DOID:3429,inclusion body myositis
OMIM:607821,"Deafness, Autosomal Recessive 37",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:608673,"Charcot-Marie-Tooth Disease, Axonal, Type 2l",DOID:0050539,Charcot-Marie-Tooth disease type 2
OMIM:608758,"Cardiomyopathy, Familial Hypertrophic, 10",DOID:11984,hypertrophic cardiomyopathy
OMIM:306400,"Granulomatous Disease, Chronic, X-Linked",DOID:3265,chronic granulomatous disease
OMIM:160980,"Carney Complex, Type 1",DOID:0050471,Carney complex
OMIM:612923,"Hemolytic Uremic Syndrome, Atypical, Susceptibility To, 3",DOID:12554,hemolytic-uremic syndrome
OMIM:613216,"Night Blindness, Congenital Stationary, Type 1c",DOID:0050534,congenital stationary night blindness
OMIM:614129,Perrault Syndrome 3,DOID:0050857,Perrault syndrome
OMIM:186500,Multiple Synostoses Syndrome 1,DOID:0050794,multiple synostoses syndrome
OMIM:227646,"Fanconi Anemia, Complementation Group D2",DOID:13636,Fanconi's anemia
OMIM:614816,Loeys-Dietz Syndrome 4,DOID:0050466,Loeys-Dietz syndrome
OMIM:615065,"Arthrogryposis, Distal, Type 5d",DOID:0050646,distal arthrogryposis
OMIM:614018,"Epilepsy, Progressive Myoclonic 6",DOID:891,progressive myoclonus epilepsy
OMIM:610508,"Maturity-Onset Diabetes Of The Young, Type 7",DOID:0050524,maturity-onset diabetes of the young
OMIM:230350,Galactose Epimerase Deficiency,DOID:9870,galactosemia
OMIM:610021,"Hyperinsulinemic Hypoglycemia, Familial, 7",DOID:13317,hyperinsulinemic hypoglycemia
OMIM:184840,"Stickler Syndrome, Type Iii",DOID:0080046,Stickler syndrome
OMIM:181350,"Emery-Dreifuss Muscular Dystrophy 2, Autosomal Dominant",DOID:11726,Emery-Dreifuss muscular dystrophy
OMIM:608088,"Neuropathy, Hereditary Sensory And Autonomic, Type I, With Cough And Gastroesophageal Reflux",DOID:0050548,hereditary sensory neuropathy
OMIM:607677,"Charcot-Marie-Tooth Disease, Axonal, Type 2i",DOID:0050539,Charcot-Marie-Tooth disease type 2
OMIM:612922,"Hemolytic Uremic Syndrome, Atypical, Susceptibility To, 2",DOID:12554,hemolytic-uremic syndrome
OMIM:104310,Alzheimer Disease 2,DOID:10652,Alzheimer's disease
OMIM:227645,"Fanconi Anemia, Complementation Group C",DOID:13636,Fanconi's anemia
OMIM:604250,"Hemochromatosis, Type 3",DOID:2352,hemochromatosis
OMIM:611498,Nephronophthisis 7,DOID:12712,nephronophthisis
OMIM:605472,"Usher Syndrome, Type Iic",DOID:0050439,Usher syndrome
OMIM:108800,Atrial Septal Defect 1,DOID:1882,atrial heart septal defect
OMIM:271630,"Brachyolmia Type 1, Toledo Type",DOID:0050690,brachyolmia
OMIM:614900,Diamond-Blackfan Anemia 11,DOID:1339,Diamond-Blackfan anemia
OMIM:609404,Preeclampsia/Eclampsia 4,DOID:10591,pre-eclampsia
OMIM:615191,Lissencephaly 5,DOID:0050453,lissencephaly
OMIM:104300,Alzheimer Disease,DOID:10652,Alzheimer's disease
OMIM:608996,Premature Ovarian Failure 3,DOID:5426,premature ovarian failure
OMIM:231200,Bernard-Soulier Syndrome,DOID:2217,Bernard-Soulier syndrome
OMIM:614504,"Usher Syndrome, Type Iiib",DOID:0050439,Usher syndrome
OMIM:312780,"Russell-Silver Syndrome, X-Linked",DOID:14744,Partington syndrome
OMIM:608328,Weill-Marchesani Syndrome 2,DOID:0050475,Weill-Marchesani syndrome
OMIM:610878,Vesicoureteral Reflux 2,DOID:9620,vesicoureteral reflux
OMIM:613982,"Osteogenesis Imperfecta, Type Vi",DOID:12347,osteogenesis imperfecta
OMIM:203300,Hermansky-Pudlak Syndrome 1,DOID:3753,Hermansky-Pudlak syndrome
OMIM:613832,"Epilepsy, Progressive Myoclonic 5",DOID:891,progressive myoclonus epilepsy
OMIM:607554,"Atrial Fibrillation, Familial, 3",DOID:0050650,familial atrial fibrillation
OMIM:166210,"Osteogenesis Imperfecta, Type Ii",DOID:12347,osteogenesis imperfecta
OMIM:614990,"Usher Syndrome, Type Ik",DOID:0050439,Usher syndrome
OMIM:261750,Glycogen Storage Disease Ixb,DOID:0050594,glycogen storage disease IX
OMIM:614131,Focal Segmental Glomerulosclerosis 6,DOID:1312,focal segmental glomerulosclerosis
OMIM:613251,"Cardiomyopathy, Familial Hypertrophic, 14",DOID:11984,hypertrophic cardiomyopathy
OMIM:210600,Seckel Syndrome 1,DOID:0050569,Seckel syndrome
OMIM:146550,Hypotrichosis 4,DOID:4535,hypotrichosis
OMIM:613554,"Von Willebrand Disease, Type 2",DOID:12531,von Willebrand's disease
DOID:7173,cloacogenic carcinoma,OMIM:105580,Anal Canal Carcinoma
OMIM:122600,"Spondylocostal Dysostosis 5, Autosomal Dominant",DOID:0050568,spondylocostal dysostosis
OMIM:601631,"Iridogoniodysgenesis, Type 1",DOID:0050786,iridogoniodysgenesis syndrome
OMIM:300210,"Mental Retardation, X-Linked 58",DOID:0050776,non-specific X-linked mental retardation
OMIM:300367,"Thrombocytopenia, X-Linked, With Or Without Dyserythropoietic Anemia",DOID:1588,thrombocytopenia
OMIM:600971,"Deafness, Autosomal Recessive 6",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:254770,"Epilepsy, Myoclonic Juvenile",DOID:4890,juvenile myoclonic epilepsy
OMIM:613737,"Acne Inversa, Familial, 3",DOID:2280,hidradenitis suppurativa
OMIM:133780,Exudative Vitreoretinopathy 1,DOID:0050535,exudative vitreoretinopathy
OMIM:259710,"Osteopetrosis, Autosomal Recessive 2",DOID:13533,osteopetrosis
OMIM:614847,"Epilepsy, Idiopathic Generalized, Susceptibility To, 12",DOID:1827,idiopathic generalized epilepsy
OMIM:613285,"Deafness, Autosomal Recessive 25",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:600121,"Rhizomelic Chondrodysplasia Punctata, Type 3",DOID:2580,rhizomelic chondrodysplasia punctata
OMIM:613312,"Hypophosphatemic Rickets, Autosomal Recessive, 2",DOID:0050445,X-linked hypophosphatemia
OMIM:278740,"Xeroderma Pigmentosum, Complementation Group E",DOID:0050427,xeroderma pigmentosum
OMIM:224900,"Ectodermal Dysplasia 10b, Hypohidrotic/Hair/Tooth Type, Autosomal Recessive",DOID:14793,hypohidrotic ectodermal dysplasia
OMIM:104290,Alternating Hemiplegia Of Childhood 1,DOID:0050635,alternating hemiplegia of childhood
OMIM:610733,Noonan Syndrome 4,DOID:3490,Noonan syndrome
OMIM:613065,"Leukemia, Acute Lymphoblastic",DOID:9952,acute lymphocytic leukemia
OMIM:300273,"Goiter, Multinodular 2",DOID:0050489,multinodular goiter
OMIM:600884,"Cardiomyopathy, Dilated, 1b",DOID:12930,dilated cardiomyopathy
OMIM:251200,"Microcephaly 1, Primary, Autosomal Recessive",DOID:10907,microcephaly
OMIM:613308,Diamond-Blackfan Anemia 9,DOID:1339,Diamond-Blackfan anemia
OMIM:610265,"Deafness, Autosomal Recessive 67",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:613812,"Bile Acid Synthesis Defect, Congenital, 3",DOID:0050674,congenital bile acid synthesis defect
OMIM:607432,Lissencephaly 1,DOID:0050453,lissencephaly
OMIM:609533,"Deafness, Autosomal Recessive 23",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:101800,Acrodysostosis 1 With Or Without Hormone Resistance,DOID:14669,acrodysostosis
OMIM:612462,"Pseudohypoparathyroidism, Type Ic",DOID:4184,pseudohypoparathyroidism
OMIM:604801,"Muscular Dystrophy, Congenital, 1b",DOID:0050557,congenital muscular dystrophy
OMIM:613493,"Immunodeficiency, Common Variable, 3",DOID:12177,common variable immunodeficiency
OMIM:601144,Brugada Syndrome 1,DOID:0050451,Brugada syndrome
OMIM:607678,"Charcot-Marie-Tooth Disease, Demyelinating, Type 1d",DOID:0050538,Charcot-Marie-Tooth disease type 1
OMIM:614856,"Osteogenesis Imperfecta, Type Xiii",DOID:12347,osteogenesis imperfecta
OMIM:613558,"Deafness, Autosomal Dominant 51",DOID:0050564,autosomal dominant nonsyndromic deafness
OMIM:249900,Metachromatic Leukodystrophy Due To Saposin B Deficiency,DOID:10581,metachromatic leukodystrophy
OMIM:605583,"Deafness, Autosomal Dominant 25",DOID:0050564,autosomal dominant nonsyndromic deafness
OMIM:606595,"Charcot-Marie-Tooth Disease, Axonal, Type 2f",DOID:0050539,Charcot-Marie-Tooth disease type 2
OMIM:123155,"Hydrocephalus, Autosomal Dominant",DOID:10908,hydrocephalus
OMIM:612240,"Atrial Fibrillation, Familial, 7",DOID:0050650,familial atrial fibrillation
OMIM:243300,"Cholestasis, Benign Recurrent Intrahepatic, 1",DOID:1852,intrahepatic cholestasis
OMIM:201750,Antley-Bixler Syndrome With Genital Anomalies And Disordered Steroidogenesis,DOID:0050462,Antley-Bixler syndrome
OMIM:306000,Glycogen Storage Disease Ixa1,DOID:0050594,glycogen storage disease IX
DOID:11514,fissured tongue,OMIM:137400,Geographic Tongue And Fissured Tongue
OMIM:614065,"Myopathy, Distal, 4",DOID:11720,distal muscular dystrophy
OMIM:608265,"Deafness, Autosomal Recessive 39",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:118220,"Charcot-Marie-Tooth Disease, Demyelinating, Type 1a",DOID:0050538,Charcot-Marie-Tooth disease type 1
OMIM:601386,"Deafness, Autosomal Recessive 12",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:613375,"Maturity-Onset Diabetes Of The Young, Type 11",DOID:0050524,maturity-onset diabetes of the young
OMIM:614823,Aortic Valve Disease 2,DOID:1712,aortic valve stenosis
OMIM:613780,"Aortic Aneurysm, Familial Thoracic 7",DOID:14004,thoracic aortic aneurysm
OMIM:613080,"46,Xy Sex Reversal 5",DOID:14448,46 XY gonadal dysgenesis
OMIM:613736,"Acne Inversa, Familial, 2",DOID:2280,hidradenitis suppurativa
OMIM:153200,"Lymphedema, Hereditary, Ii",DOID:0050580,hereditary lymphedema
OMIM:400044,"46,Xy Sex Reversal 1",DOID:14448,46 XY gonadal dysgenesis
OMIM:600155,"Hirschsprung Disease, Susceptibility To, 2",DOID:10487,Hirschsprung's disease
OMIM:610205,Alagille Syndrome 2,DOID:9245,Alagille syndrome
OMIM:601764,"Seizures, Benign Familial Infantile, 1",DOID:0060169,benign familial infantile epilepsy
OMIM:611263,Short-Rib Thoracic Dysplasia 2 With Or Without Polydactyly,DOID:0050592,asphyxiating thoracic dystrophy
OMIM:611383,"Usher Syndrome, Type Iid",DOID:0050439,Usher syndrome
OMIM:603720,"Deafness, Autosomal Recessive 16",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:612692,"Agammaglobulinemia 6, Autosomal Recessive",DOID:2583,agammaglobulinemia
OMIM:614815,Joubert Syndrome 18,DOID:0050777,Joubert syndrome
OMIM:600995,"Nephrotic Syndrome, Type 2",DOID:1184,nephrotic syndrome
OMIM:603786,Stargardt Disease 4,DOID:0050817,Stargardt disease
OMIM:614807,"Myopathy, Centronuclear, 4",DOID:14717,centronuclear myopathy
OMIM:256100,Nephronophthisis 1,DOID:12712,nephronophthisis
OMIM:608636,Chromosome 15q11-Q13 Duplication Syndrome,DOID:12849,autistic disorder
OMIM:108900,Atrial Septal Defect 7 With Or Without Atrioventricular Conduction Defects,DOID:1882,atrial heart septal defect
OMIM:300758,"Hypospadias 2, X-Linked",DOID:10892,hypospadias
OMIM:601650,Paragangliomas 2,DOID:0050773,paraganglioma
OMIM:613496,"Immunodeficiency, Common Variable, 6",DOID:12177,common variable immunodeficiency
OMIM:604321,"Microcephaly 4, Primary, Autosomal Recessive",DOID:10907,microcephaly
OMIM:120300,Coloboma Of Macula,DOID:12270,coloboma
OMIM:174700,"Polydactyly, Preaxial Iv",DOID:1148,polydactyly
OMIM:267700,"Hemophagocytic Lymphohistiocytosis, Familial, 1",DOID:0050120,hemophagocytic lymphohistiocytosis
OMIM:613204,"Muscular Dystrophy, Congenital, Due To Integrin Alpha-7 Deficiency",DOID:0050557,congenital muscular dystrophy
OMIM:614049,"Atrial Fibrillation, Familial, 11",DOID:0050650,familial atrial fibrillation
OMIM:118450,Alagille Syndrome 1,DOID:9245,Alagille syndrome
OMIM:300321,Fg Syndrome 2,DOID:14711,FG syndrome
OMIM:613370,"Maturity-Onset Diabetes Of The Young, Type 10",DOID:0050524,maturity-onset diabetes of the young
OMIM:609812,"Maturity-Onset Diabetes Of The Young, Type 8, With Exocrine Dysfunction",DOID:0050524,maturity-onset diabetes of the young
OMIM:233710,"Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type Ii",DOID:3265,chronic granulomatous disease
OMIM:300804,Joubert Syndrome 10,DOID:0050777,Joubert syndrome
OMIM:610427,"Night Blindness, Congenital Stationary, Type 2b",DOID:0050534,congenital stationary night blindness
OMIM:132900,"Aortic Aneurysm, Familial Thoracic 4",DOID:14004,thoracic aortic aneurysm
OMIM:609636,Alzheimer Disease 10,DOID:10652,Alzheimer's disease
OMIM:612444,"Ciliary Dyskinesia, Primary, 9",DOID:9562,primary ciliary dyskinesia
OMIM:153840,"Macular Dystrophy, Atypical Vitelliform",DOID:0050661,vitelliform macular dystrophy
OMIM:608091,Joubert Syndrome 2,DOID:0050777,Joubert syndrome
OMIM:613205,"Muscular Dystrophy, Congenital, Lmna-Related",DOID:0050557,congenital muscular dystrophy
OMIM:609310,"Colorectal Cancer, Hereditary Nonpolyposis, Type 2",DOID:3883,Lynch syndrome
OMIM:613092,"Hyperuricemic Nephropathy, Familial Juvenile, 2",DOID:0060062,familial juvenile hyperuricemic nephropathy
OMIM:614779,"Heterotaxy, Visceral, 6, Autosomal",DOID:0050545,visceral heterotaxy
OMIM:609942,Noonan Syndrome 3,DOID:3490,Noonan syndrome
OMIM:137100,Immunoglobulin A Deficiency 1,DOID:0060025,immunoglobulin alpha deficiency
OMIM:613494,"Immunodeficiency, Common Variable, 4",DOID:12177,common variable immunodeficiency
OMIM:611277,"Generalized Epilepsy With Febrile Seizures Plus, Type 3",DOID:0060170,generalized epilepsy with febrile seizures plus
DOID:9256,colorectal cancer,OMIM:114500,Colorectal Cancer
OMIM:117550,Sotos Syndrome 1,DOID:14748,Sotos syndrome
OMIM:615008,"Nephrotic Syndrome, Type 7",DOID:1184,nephrotic syndrome
OMIM:611876,Brugada Syndrome 4,DOID:0050451,Brugada syndrome
OMIM:615234,"Anemia, Hypochromic Microcytic, With Iron Overload 2",DOID:0050642,hypochromic microcytic anemia
OMIM:102300,"Restless Legs Syndrome, Susceptibility To, 1",DOID:0050425,restless legs syndrome
OMIM:603513,"Cerebral Palsy, Spastic Quadriplegic, 1",DOID:10970,spastic quadriplegia
OMIM:613495,"Immunodeficiency, Common Variable, 5",DOID:12177,common variable immunodeficiency
OMIM:615548,"Neuropathy, Hereditary Sensory And Autonomic, Type Vii",DOID:0050548,hereditary sensory neuropathy
OMIM:277600,Weill-Marchesani Syndrome 1,DOID:0050475,Weill-Marchesani syndrome
OMIM:166200,"Osteogenesis Imperfecta, Type I",DOID:12347,osteogenesis imperfecta
OMIM:113500,Brachyolmia Type 3,DOID:0050690,brachyolmia
OMIM:300833,"46,Xx Sex Reversal 3",DOID:14450,46 XX gonadal dysgenesis
OMIM:230800,"Gaucher Disease, Type I",DOID:1926,Gaucher's disease
OMIM:604379,Hypotrichosis 7,DOID:4535,hypotrichosis
OMIM:615512,Triosephosphate Isomerase Deficiency,DOID:0050884,triosephosphate isomerase deficiency
OMIM:611875,Brugada Syndrome 3,DOID:0050451,Brugada syndrome
OMIM:100070,"Aortic Aneurysm, Familial Abdominal, 1",DOID:7693,abdominal aortic aneurysm
OMIM:612649,"Ciliary Dyskinesia, Primary, 11",DOID:9562,primary ciliary dyskinesia
OMIM:202370,Peroxisome Biogenesis Disorder 2b,DOID:10588,adrenoleukodystrophy
OMIM:607078,"Epiphyseal Dysplasia, Multiple, 5",DOID:12721,multiple epiphyseal dysplasia
OMIM:608097,"Periventricular Heterotopia With Microcephaly, Autosomal Recessive",DOID:0050454,periventricular nodular heterotopia
OMIM:612310,Premature Ovarian Failure 6,DOID:5426,premature ovarian failure
OMIM:611465,Gallbladder Disease 4,DOID:0000000,gallbladder disease
OMIM:614300,Hypermethioninemia Due To Adenosine Kinase Deficiency,DOID:0050544,hypermethioninemia
OMIM:613254,Tuberous Sclerosis 2,DOID:13515,tuberous sclerosis
OMIM:613955,"Amyloidosis, Primary Localized Cutaneous, 2",DOID:0050639,primary cutaneous amyloidosis
OMIM:606483,"Charcot-Marie-Tooth Disease, Dominant Intermediate A",DOID:0050543,Charcot-Marie-Tooth disease intermediate type
OMIM:256800,"Insensitivity To Pain, Congenital, With Anhidrosis",DOID:0050548,hereditary sensory neuropathy
OMIM:309510,Partington X-Linked Mental Retardation Syndrome,DOID:14744,Partington syndrome
OMIM:176807,Prostate Cancer,DOID:10283,prostate cancer
OMIM:236730,Urofacial Syndrome 1,DOID:0050816,urofacial syndrome
OMIM:260300,"Parkinson Disease 15, Autosomal Recessive Early-Onset",DOID:14330,Parkinson's disease
OMIM:613101,"Hemophagocytic Lymphohistiocytosis, Familial, 5",DOID:0050120,hemophagocytic lymphohistiocytosis
OMIM:615238,"Lipodystrophy, Familial Partial, Type 5",DOID:0050440,familial partial lipodystrophy
OMIM:300872,Epsilon-Trimethyllysine Hydroxylase Deficiency,DOID:12849,autistic disorder
OMIM:612422,"Cardiomyopathy, Familial Restrictive, 3",DOID:397,restrictive cardiomyopathy
OMIM:300716,"Mental Retardation, X-Linked 95",DOID:0050776,non-specific X-linked mental retardation
OMIM:613095,Polycystic Kidney Disease 2,DOID:898,polycystic kidney disease
OMIM:614926,Perrault Syndrome 2,DOID:0050857,Perrault syndrome
OMIM:157300,"Migraine With Or Without Aura, Susceptibility To, 1",DOID:6364,migraine
OMIM:611788,"Aortic Aneurysm, Familial Thoracic 6",DOID:14004,thoracic aortic aneurysm
OMIM:612838,Brugada Syndrome 5,DOID:0050451,Brugada syndrome
OMIM:181000,"Sarcoidosis, Susceptibility To, 1",DOID:11335,sarcoidosis
OMIM:607364,"Bartter Syndrome, Type 3",DOID:445,Bartter disease
OMIM:612961,Multiple Synostoses Syndrome 3,DOID:0050794,multiple synostoses syndrome
OMIM:606482,"Charcot-Marie-Tooth Disease, Dominant Intermediate B",DOID:0050543,Charcot-Marie-Tooth disease intermediate type
OMIM:614175,"Meckel Syndrome, Type 10",DOID:0050778,Meckel syndrome
OMIM:607453,"Deafness, Autosomal Dominant 44",DOID:0050564,autosomal dominant nonsyndromic deafness
OMIM:112910,"Brachydactyly, Type A6",DOID:0050581,brachydactyly
OMIM:312750,Rett Syndrome,DOID:1206,Rett syndrome
OMIM:136800,"Corneal Dystrophy, Fuchs Endothelial, 1",DOID:11555,Fuchs' endothelial dystrophy
OMIM:251110,"Methylmalonic Aciduria, Cblb Type",DOID:14749,methylmalonic acidemia
OMIM:611490,"Osteopetrosis,  Autosomal Recessive 4",DOID:13533,osteopetrosis
OMIM:610968,"Osteogenesis Imperfecta, Type Xi",DOID:12347,osteogenesis imperfecta
OMIM:180500,"Axenfeld-Rieger Syndrome, Type 1",DOID:14686,Axenfeld-Rieger syndrome
OMIM:277480,"Von Willebrand Disease, Type 3",DOID:12531,von Willebrand's disease
OMIM:278720,"Xeroderma Pigmentosum, Complementation Group C",DOID:0050427,xeroderma pigmentosum
OMIM:278150,Hypotrichosis 8,DOID:4535,hypotrichosis
OMIM:610181,Aicardi-Goutieres Syndrome 2,DOID:0050629,Aicardi-Goutieres syndrome
OMIM:400045,"46,Xx Sex Reversal 1",DOID:14450,46 XX gonadal dysgenesis
OMIM:614213,"Neuropathy, Hereditary Sensory, Type Iic",DOID:0050548,hereditary sensory neuropathy
OMIM:613090,"Bartter Syndrome, Type 4b",DOID:445,Bartter disease
OMIM:612370,Hypogonadotropic Hypogonadism 5 With Or Without Anosmia,DOID:3614,Kallmann syndrome
OMIM:168600,"Parkinson Disease, Late-Onset",DOID:14330,Parkinson's disease
OMIM:600785,"Vitamin D-Dependent Rickets, Type 2b, With Normal Vitamin D Receptor",DOID:10609,rickets
OMIM:613255,"Cardiomyopathy, Familial Hypertrophic, 15",DOID:11984,hypertrophic cardiomyopathy
OMIM:230600,"Gm1-Gangliosidosis, Type Ii",DOID:3322,gangliosidosis GM1
OMIM:207500,"Anus, Imperforate",DOID:10488,imperforate anus
OMIM:610967,"Osteogenesis Imperfecta, Type V",DOID:12347,osteogenesis imperfecta
OMIM:300514,"Fanconi Anemia, Complementation Group B",DOID:13636,Fanconi's anemia
OMIM:610688,Joubert Syndrome 6,DOID:0050777,Joubert syndrome
OMIM:124900,"Deafness, Autosomal Dominant 1",DOID:0050564,autosomal dominant nonsyndromic deafness
OMIM:204200,"Ceroid Lipofuscinosis, Neuronal, 3",DOID:14503,neuronal ceroid lipofuscinosis
OMIM:605362,"Cardiomyopathy, Dilated, 1j",DOID:12930,dilated cardiomyopathy
OMIM:613640,"Neuropathy, Hereditary Sensory And Autonomic, Type Ic",DOID:0050548,hereditary sensory neuropathy
OMIM:233400,Perrault Syndrome 1,DOID:0050857,Perrault syndrome
OMIM:613122,"Cardiomyopathy, Dilated, 1cc",DOID:12930,dilated cardiomyopathy
OMIM:613454,"Rett Syndrome, Congenital Variant",DOID:1206,Rett syndrome
OMIM:614378,Cranioectodermal Dysplasia 4,DOID:0080033,craniometaphyseal dysplasia
OMIM:614173,Joubert Syndrome 13,DOID:0050777,Joubert syndrome
OMIM:160500,"Myopathy, Distal, 1",DOID:11720,distal muscular dystrophy
OMIM:613079,"Deafness, Autosomal Recessive 77",DOID:0050565,autosomal recessive nonsyndromic deafness
OMIM:609161,"Striatal Degeneration, Autosomal Dominant",DOID:4751,striatonigral degeneration
OMIM:607941,Atrial Septal Defect 2,DOID:1882,atrial heart septal defect
OMIM:609055,"Ceroid Lipofuscinosis, Neuronal, 9",DOID:14503,neuronal ceroid lipofuscinosis
OMIM:613390,"Fanconi Anemia, Complementation Group O",DOID:13636,Fanconi's anemia
OMIM:606612,"Muscular Dystrophy-Dystroglycanopathy (Congenital With Or Without Mental Retardation), Type B, 5",DOID:0050557,congenital muscular dystrophy
OMIM:235200,"Hemochromatosis, Type 1",DOID:2352,hemochromatosis
OMIM:614972,"Cholestasis, Intrahepatic, Of Pregnancy 3",DOID:1852,intrahepatic cholestasis
OMIM:202010,"Adrenal Hyperplasia, Congenital, Due To Steroid 11-Beta-Hydroxylase Deficiency",DOID:0050811,congenital adrenal hyperplasia
OMIM:248200,Stargardt Disease 1,DOID:0050817,Stargardt disease
OMIM:208085,"Arthrogryposis, Renal Dysfunction, And Cholestasis 1",DOID:0050763,ARC syndrome
OMIM:613705,Orofacial Cleft 10,DOID:0050567,orofacial cleft
OMIM:236100,Holoprosencephaly,DOID:4621,holoprosencephaly
OMIM:257270,"Night Blindness, Congenital Stationary, Type 1b",DOID:0050534,congenital stationary night blindness
OMIM:613074,"Deafness, Autosomal Dominant 50",DOID:0050564,autosomal dominant nonsyndromic deafness
OMIM:612284,"Meckel Syndrome, Type 6",DOID:0050778,Meckel syndrome
OMIM:274900,Thyroid Dyshormonogenesis 5,DOID:0050328,congenital hypothyroidism
OMIM:608233,Hermansky-Pudlak Syndrome 2,DOID:3753,Hermansky-Pudlak syndrome
OMIM:310460,"Myopia 1, X-Linked",DOID:11830,myopia
OMIM:606685,"Cardiomyopathy, Dilated, 1l",DOID:12930,dilated cardiomyopathy
OMIM:167210,Pachyonychia Congenita 2,DOID:0050449,pachyonychia congenita
OMIM:600496,"Maturity-Onset Diabetes Of The Young, Type 3",DOID:0050524,maturity-onset diabetes of the young
OMIM:605387,"Cataract 31, Multiple Types",DOID:0050537,posterior polar cataract
OMIM:613237,Focal Segmental Glomerulosclerosis 5,DOID:1312,focal segmental glomerulosclerosis
OMIM:608634,"Neuronopathy, Distal Hereditary Motor, Type Iib",DOID:0050582,distal hereditary motor neuropathy
OMIM:601544,"Deafness, Autosomal Dominant 3a",DOID:0050564,autosomal dominant nonsyndromic deafness
