cls,def,xrefs
DOID:2233,,UMLS_CUI:C0553587 SNOMEDCT_2010_1_31:193005007 SNOMEDCT_2010_1_31:192999003
CL:0002469,,
UBERON:2000251,,
HP:0011714,,
UBERON:0015777,,
CL:0002586,,
DOID:1406,,UMLS_CUI:C0022081 SNOMEDCT_2010_1_31:65074000 NCI:C50621 MSH:D007500
DOID:11000,,ICD9CM:364.51 UMLS_CUI:C0271111 SNOMEDCT_2010_1_31:25913001
CL:0000233,,
UBERON:0005994,,
UBERON:0013420,,
HP:0006380,,
UBERON:0011827,,
UBERON:2000749,,
DOID:12341,A malignant retroperitoneal cancer and sarcoma that is located_in the retroperitoneal space.,NCI:C4832 UMLS_CUI:C0585129 SNOMEDCT_2010_1_31:307219002
DOID:172,,SNOMEDCT_2010_1_31:65540008 SNOMEDCT_2010_1_31:254670002 MSH:D049309 UMLS_CUI:C0333992
HP:0001047,,
HP:0011426,,
DOID:386,,MSH:D011185 SNOMEDCT_2010_1_31:213298004 SNOMEDCT_2010_1_31:195131009 SNOMEDCT_2010_1_31:157793008 SNOMEDCT_2010_1_31:78643003 SNOMEDCT_2010_1_31:278536002 UMLS_CUI:C0032805 SNOMEDCT_2010_1_31:269449000
DOID:4318,"A viral infectious disease that results_in infection located_in brain in sheep and goats, has_material_basis_in Visna/Maedi virus , which is transmitted_by droplet spread of oronasal secretion, and transmitted_by ingestion of contaminated water, milk or colostrum. The infection has_symptom hindlimb weakness, has_symptom head tilt, has_symptom ataxia, has_symptom incoordination, has_symptom muscle tremors, has_symptom paresis, and has_symptom paraplegia.",MSH:D016182 UMLS_CUI:C0080323 SNOMEDCT_2010_1_31:59350003
UBERON:0009663,,
HP:0010213,,
DOID:4791,,UMLS_CUI:C1336538 SNOMEDCT_2010_1_31:39781001 NCI:C6968
UBERON:2000250,,
DOID:8997,,SNOMEDCT_2010_1_31:154644004 SNOMEDCT_2010_1_31:134182002 MSH:D011087 SNOMEDCT_2010_1_31:109992005 SNOMEDCT_2010_1_31:269652000 SNOMEDCT_2010_1_31:31569001 UMLS_CUI:C0032463 SNOMEDCT_2010_1_31:128841001 NCI:C3336 ICD9CM:238.4 SNOMEDCT_2010_1_31:278190000 OMIM:263300
HP:0011713,,
UBERON:0005993,,
DOID:1407,,NCI:C35109 UMLS_CUI:C0042165 MSH:D014606 SNOMEDCT_2010_1_31:77971008 SNOMEDCT_2010_1_31:231946008 CSP:1114-9593 SNOMEDCT_2010_1_31:410692006 SNOMEDCT_2010_1_31:193500005
DOID:3437,"A laryngeal disease involving an inflammation of the larynx leading to hoarse voice or a complete loss of voice due to irritation of the vocal cords caused by viral, bacterial or fungal infection, inflammation due to overuse of the vocal cords and excessive coughing, smoking, or alcohol consumption.",SNOMEDCT_2010_1_31:45913009 MSH:D007827 NCI:C26811 UMLS_CUI:C0023067
DOID:2232,,UMLS_CUI:C0849773 NCI:C27215
CL:0000234,,
CL:1000073,,
UBERON:0011824,,
HP:0011429,,
UBERON:2000746,,
UBERON:0009664,,
HP:0001272,,
DOID:4790,,SNOMEDCT_2010_1_31:189932005 UMLS_CUI:C0334596 MSH:D018242 NCI:C66808 SNOMEDCT_2010_1_31:39005004 NCI:C4327
DOID:587,"A pulmonary tuberculosis characterized by tubercles formation which coalesce into consolidated areas. Caseation and softening of these areas, with involvement of the interstitial tissue, lead to the formation of a cavity. The symptoms include fever, increased cough and sputum.",SNOMEDCT_2010_1_31:186177005 UMLS_CUI:C0152566 ICD9CM:011.2 SNOMEDCT_2010_1_31:32994007 SNOMEDCT_2010_1_31:313433007 ICD9CM:011.20
HP:0010214,,
DOID:2235,,OMIM:613679 SNOMEDCT_2010_1_31:191283001 UMLS_CUI:C0020640 NCI:C26799 MSH:D007020 SNOMEDCT_2010_1_31:73975000
HP:0011716,,
UBERON:0015062,,
CL:0002588,,
UBERON:0013422,,
UBERON:0005996,,
DOID:7315,,UMLS_CUI:C1336362 NCI:C9368
DOID:384,,SNOMEDCT_2010_1_31:195057009 MSH:D014927 SNOMEDCT_2010_1_31:155360000 SNOMEDCT_2010_1_31:251115003 SNOMEDCT_2010_1_31:195061003 SNOMEDCT_2010_1_31:74390002 ICD9CM:426.7 OMIM:194200 NCI:C35132 SNOMEDCT_2010_1_31:17869006 UMLS_CUI:C0043202 UMLS_CUI:C0392470 SNOMEDCT_2010_1_31:266304003
HP:0011428,,
UBERON:2000747,,
UBERON:0011825,,
HP:0001049,,
HP:0010215,,
HP:0001271,,
HP:0007879,,
HP:0011715,,
DOID:8995,,UMLS_CUI:C0432540 SNOMEDCT_2010_1_31:93182006 ICD9CM:202.33
UBERON:0015061,,
CL:0002589,,
UBERON:0006828,,
UBERON:0005995,,
CL:0000232,,
DOID:7316,,UMLS_CUI:C0598589 NCI:C27187
HP:0003969,,
DOID:14731,,UMLS_CUI:C0220765 OMIM:277590
HP:0011710,,
DOID:1402,,SNOMEDCT_2010_1_31:200437003 UMLS_CUI:C0152158 SNOMEDCT_2010_1_31:200432009 SNOMEDCT_2010_1_31:6995000 ICD9CM:676.40 SNOMEDCT_2010_1_31:156287009 ICD9CM:676.4
HP:0001274,,
DOID:4796,,UMLS_CUI:C0242700 MSH:D018489
UBERON:2000744,,
UBERON:0006820,,
UBERON:0011822,,
DOID:0050733,,
HP:0011423,,
HP:0004743,,
UBERON:0015064,,
DOID:8994,,UMLS_CUI:C0153744 SNOMEDCT_2010_1_31:188544008 ICD9CM:201.21 SNOMEDCT_2010_1_31:93551000
UBERON:0005990,,
DOID:0050725,"A tyrosinemia that has_material_basis_in deficiency of hepatic tyrosine aminotransferase located_in the liver and is characterized by keratitis, painful palmoplantar hyperkeratosis, mental retardation, and elevated serum tyrosine levels.",OMIM:276600
CL:0002465,,
DOID:3602,,UMLS_CUI:C0235032 NCI:C27961 SNOMEDCT_2010_1_31:19466003 MSH:D020258
DOID:2237,,SNOMEDCT_2010_1_31:155808003 SNOMEDCT_2010_1_31:197278002 SNOMEDCT_2010_1_31:197288001 UMLS_CUI:C0149519 SNOMEDCT_2010_1_31:197289009 SNOMEDCT_2010_1_31:197268000 ICD9CM:570 SNOMEDCT_2010_1_31:155813004 UMLS_CUI:C0001308 SNOMEDCT_2010_1_31:266536009 UMLS_CUI:C0019189 SNOMEDCT_2010_1_31:266539002 SNOMEDCT_2010_1_31:197286002 SNOMEDCT_2010_1_31:68784009 SNOMEDCT_2010_1_31:76783007 SNOMEDCT_2010_1_31:41889008
UBERON:0005319,,
HP:0001273,,
DOID:4795,,OMIM:272750 MSH:D049290 SNOMEDCT_2010_1_31:71253000 UMLS_CUI:C0268275
CL:1000497,,
HP:0002640,,
DOID:13470,"A primary syphilis that is characterized by occurence of painless sores on the anus, which is caused by the spirochete Treponema pallidum.",UMLS_CUI:C0153140 SNOMEDCT_2010_1_31:31015008 ICD9CM:091.1
UBERON:0006821,,
UBERON:0011823,,
DOID:0050732,,
UBERON:2000745,,
HP:0011422,,
HP:0004742,,
UBERON:0015063,,
DOID:2236,,MSH:D000347 UMLS_CUI:C0001733 OMIM:202400 SNOMEDCT_2010_1_31:359727008 NCI:C26692 SNOMEDCT_2010_1_31:234621005 SNOMEDCT_2010_1_31:29718007 SNOMEDCT_2010_1_31:278504009
DOID:13089,,UMLS_CUI:C0752138 MSH:D020765
CL:0002466,,
DOID:8219,,UMLS_CUI:C0855041 NCI:C5059
DOID:4794,,UMLS_CUI:C0700367 MSH:D018242 SNOMEDCT_2010_1_31:21589007 SNOMEDCT_2010_1_31:253070006 NCI:C4915
UBERON:0001960,,
DOID:1404,,UMLS_CUI:C0154948 ICD9CM:365.24 SNOMEDCT_2010_1_31:55129006
HP:0000732,,
UBERON:2000968,,
UBERON:0006822,,
UBERON:2000742,,
CL:1000494,,
UBERON:0009668,,
HP:0001276,,
DOID:6495,"An adult sarcoma of soft tissue and myxoid chondrosarcoma that is composed_of multiple lobules of chondroblast-like cells, arranged in cords and strands, embedded in a myxoid stroma, and separated by fibrous septa.",UMLS_CUI:C1332209 NCI:C27378
HP:0012668,,
DOID:11943,"A Trichomonas vaginalis trichomoniasis that involves inflammation of the vagina caused by Trichomonas vaginalis. The symptoms include foul vaginal odor, burning during urination, vaginal discharge and irritation of the genital area.",SNOMEDCT_2010_1_31:187201006 SNOMEDCT_2010_1_31:266165009 UMLS_CUI:C0040923 SNOMEDCT_2010_1_31:500000 SNOMEDCT_2010_1_31:81598001 MSH:D014247 SNOMEDCT_2010_1_31:276877003 NCI:C35083 SNOMEDCT_2010_1_31:187202004
UBERON:2000741,,
DOID:8216,,UMLS_CUI:C1335345 NCI:C5303
DOID:4905,A pancreas cancer that derives_from epithelial cells located_in the pancreas.,OMIM:260350 EFO:0002618 SNOMEDCT_2010_1_31:93938001 NCI:C3850 SNOMEDCT_2010_1_31:154475002 MSH:C535837 SNOMEDCT_2010_1_31:372142002 UMLS_CUI:C0235974 SNOMEDCT_2010_1_31:255089009
HP:0011425,,
UBERON:0005992,,
HP:0007876,,
DOID:8992,,SNOMEDCT_2010_1_31:188538009 SNOMEDCT_2010_1_31:93534007 UMLS_CUI:C0153740 ICD9CM:201.15
DOID:2239,,UMLS_CUI:C0235369 SNOMEDCT_2010_1_31:86514004 NCI:C27015
HP:0011712,,
CL:0002467,,
DOID:9682,"A viral infectious disease that results_in infection, has_material_basis_in Yellow fever virus, which is transmitted_by Aedes, transmitted_by Haemagogus, or transmitted_by Sabethes species of mosquitoes. The infection has_symptom fever, has_symptom muscle pain, has_symptom backache, has_symptom headache, has_symptom shivers, has_symptom loss of appetite, has_symptom jaundice, and has_symptom bleeding from the mouth, nose, eyes or stomach leading to vomitus containing blood.",SNOMEDCT_2010_1_31:186587002 SNOMEDCT_2010_1_31:187411002 MSH:D015004 NCI:C35547 SNOMEDCT_2010_1_31:266194002 UMLS_CUI:C0043395 ICD9CM:060.9 SNOMEDCT_2010_1_31:154345006 ICD9CM:060 SNOMEDCT_2010_1_31:16541001
UBERON:0008420,,
HP:0011711,,
UBERON:2000743,,
CL:1000495,,
UBERON:0011821,,
HP:0000733,,
HP:0012669,,
UBERON:0009669,,
DOID:11404,"A diphtheria that involves a bluish white membrane formation on the larynx. It can be an extension of the nasopharyngeal diphtheria. This membrane can lead to airway obstruction, coma, and death. Symptoms include fever, hoarseness, and a barking cough.",UMLS_CUI:C0012557 SNOMEDCT_2010_1_31:50215002 ICD9CM:032.3 NCI:C34546
DOID:14735,,OMIM:106100 OMIM:610618 UMLS_CUI:C0019243 SNOMEDCT_2010_1_31:82966003 NCI:C84758 MSH:D054179
HP:0011424,,
HP:0007875,,
UBERON:0011820,,
HP:0010219,,
DOID:8991,,SNOMEDCT_2010_1_31:252990005 SNOMEDCT_2010_1_31:168405008 SNOMEDCT_2010_1_31:154637008 SNOMEDCT_2010_1_31:22725004 SNOMEDCT_2010_1_31:252991009 SNOMEDCT_2010_1_31:254889004 SNOMEDCT_2010_1_31:269491003 MSH:D018290 SNOMEDCT_2010_1_31:92564006 NCI:C4000 ICD9CM:233.1 SNOMEDCT_2010_1_31:145597000 UMLS_CUI:C0851140 SNOMEDCT_2010_1_31:189339007 SNOMEDCT_2010_1_31:269649008 SNOMEDCT_2010_1_31:20365006
DOID:1405,,ICD9CM:365.20 UMLS_CUI:C0017606 SNOMEDCT_2010_1_31:193545009 SNOMEDCT_2010_1_31:42456004 SNOMEDCT_2010_1_31:392288006 NCI:C34640 SNOMEDCT_2010_1_31:193544008 SNOMEDCT_2010_1_31:155123006 SNOMEDCT_2010_1_31:270882001 SNOMEDCT_2010_1_31:193547001 ICD9CM:365.2
UBERON:0005991,,
DOID:14477,"A Cytomegalovirus infectious disease that results_in inflammation, located_in lung, has_material_basis_in Human herpesvirus 5, a member of a group of herpes-type viruses especially in people who have a suppressed immune system and has_symptom cough, has_symptom fatigue, has_symptom shortness of breath, and has_symptom hypoxemia. Cytomegalovirus infection can be demonstrated microscopically by the detection of intranuclear inclusion bodies.",ICD9CM:484.1 NCI:C35360 UMLS_CUI:C0276253 SNOMEDCT_2010_1_31:7678002 SNOMEDCT_2010_1_31:186696008
DOID:7312,,UMLS_CUI:C1511283 NCI:C40391
DOID:0050728,A carbohydrate metabolism disorder that is characterized by abnormal accumulation or depletion of liver glycogen.,
CL:0002468,,
DOID:9395,"A respiratory system infectious disease that involves inflammation, edema, and subsequent obstruction of the larynx, trachea, and bronchi. The disease is caused by viruses, bacteria, allergies and inhaled irritants. It is marked by episodes of difficult breathing and hoarse metallic cough in infants and young children. Croup is caused by parainfluenza virus (types 1 and 2), Influenza A and B viruses, Measles virus, adenovirus, respiratory syncytial virus, Staphylococcus and Streptococcus.",SNOMEDCT_2010_1_31:155510007 ICD9CM:464.4 UMLS_CUI:C0010380 SNOMEDCT_2010_1_31:195702002 MSH:D003440 NCI:C26735 SNOMEDCT_2010_1_31:71186008
HP:0003502,,
DOID:8990,,SNOMEDCT_2010_1_31:188541000 UMLS_CUI:C0153742 ICD9CM:201.18 SNOMEDCT_2010_1_31:93535008
UBERON:0015068,,
HP:0000734,,
DOID:8000,,UMLS_CUI:C1333643 NCI:C5292
DOID:8584,A mature B-cell neoplasm of B-cells found in the germinal center.,ICD10CM:C83.7 ICD9CM:200.2 UMLS_CUI:C0006413 SNOMEDCT_2010_1_31:190023003 SNOMEDCT_2010_1_31:397400006 SNOMEDCT_2010_1_31:154581008 SNOMEDCT_2010_1_31:190022008 SNOMEDCT_2010_1_31:118617000 NCI:C7400 MSH:D002051 SNOMEDCT_2010_1_31:277571004 SNOMEDCT_2010_1_31:188509006 OMIM:113970 SNOMEDCT_2010_1_31:22197008 SNOMEDCT_2010_1_31:188518008 NCI:C2912 SNOMEDCT_2010_1_31:77381001
HP:0007874,,
CL:0002013,,
UBERON:0001283,,
UBERON:0014524,,
HP:0002643,,
HP:0008049,,
UBERON:0008427,,
DOID:3606,,UMLS_CUI:C1335167 NCI:C5243
CL:1000492,,
UBERON:0001962,,
HP:0100304,,
UBERON:0005316,,
UBERON:0015067,,
HP:0004746,,
HP:0006389,,
UBERON:2000740,,
HP:0007873,,
CL:0002014,,
HP:0000735,,
NCBITaxon:194440,,
UBERON:0014525,,
DOID:10150,A malignant neoplasm that is manifested in the lower limb.,SNOMEDCT_2010_1_31:188372002 ICD9CM:195.5 UMLS_CUI:C0153665 SNOMEDCT_2010_1_31:93875005 SNOMEDCT_2010_1_31:363504005
DOID:11838,A sarcoma and malignant neoplasm of penis that is located_in the penis.,UMLS_CUI:C0238352 NCI:C7730
UBERON:0001282,,
DOID:4799,,UMLS_CUI:C1332046 NCI:C27869
UBERON:0008426,,
HP:0002644,,
CL:1000493,,
DOID:3607,,UMLS_CUI:C1096639 NCI:C5511
UBERON:0001961,,
UBERON:2000259,,
UBERON:0005315,,
HP:0100305,,
UBERON:0001965,,
DOID:3604,,NCI:C4026 SNOMEDCT_2010_1_31:254851009 UMLS_CUI:C0279665
DOID:9079,,ICD9CM:201.08 UMLS_CUI:C0432534 SNOMEDCT_2010_1_31:93544009 SNOMEDCT_2010_1_31:188531003
DOID:0050713,A mitochondrial metabolism disease that has_material_basis_in a mutation in the SCO2 gene which encodes a COX assembly factor and results in deficiency of cytochrome c oxidase.,ORDO:1561 OMIM:615119 OMIM:604377
DOID:13088,,ICD9CM:779.7 SNOMEDCT_2010_1_31:230769007 UMLS_CUI:C0023529 MSH:D007969
NCBITaxon:10880,,
HP:0100306,,
UBERON:0001285,,
UBERON:0014526,,
HP:0006386,,
CL:0002015,,
HP:0000736,,
HP:0007872,,
UBERON:0008425,,
DOID:5662,"A carcinoma that is consisting of spindle or giant cells (or both) combined with squamous cell carcinoma, adenocarcinoma, or large-cell carcinoma.",NCI:C4094 UMLS_CUI:C0334233 SNOMEDCT_2010_1_31:16741004
UBERON:0014527,,
HP:0002641,,
DOID:4798,,MSH:D034721 SNOMEDCT_2010_1_31:397358005 UMLS_CUI:C1112486 SNOMEDCT_2010_1_31:397008008 NCI:C9285
HP:0008047,,
CL:0000239,,
DOID:1400,,ICD9CM:375 SNOMEDCT_2010_1_31:155181005 UMLS_CUI:C0022904 SNOMEDCT_2010_1_31:31053003 SNOMEDCT_2010_1_31:155185001 ICD9CM:375.9 MSH:D007766 NCI:C26809 SNOMEDCT_2010_1_31:267740009 SNOMEDCT_2010_1_31:194003009
UBERON:0001964,,
CL:1000490,,
HP:0004749,,
DOID:11005,,SNOMEDCT_2010_1_31:25859000 ICD9CM:364.54 UMLS_CUI:C0154921
DOID:9078,,SNOMEDCT_2010_1_31:188529007 SNOMEDCT_2010_1_31:93539002 UMLS_CUI:C0153733 ICD9CM:201.06
HP:0100307,,
CL:0002016,,
UBERON:0001284,,
DOID:6039,A uveal cancer that has_material_basis_in uvea pigment cells.,ORDO:39044 ICD10CM:C69 UMLS_CUI:C0220633 NCI:C7712 MSH:C536494 OMIM:155720 OMIM:606661 ICD9CM:190 OMIM:606660
DOID:0050685,A carcinoma that is an undifferentiated neoplasm composed of primitive-appearing cells.,NCI:C4099 SNOMEDCT_2010_1_31:189557009 SNOMEDCT_2010_1_31:5958006 UMLS_CUI:C0334239
HP:0000737,,
HP:0006387,,
UBERON:0015069,,
HP:0008048,,
HP:0002642,,
UBERON:0014528,,
DOID:4797,,SNOMEDCT_2010_1_31:397015000 NCI:C9284 UMLS_CUI:C1301365 SNOMEDCT_2010_1_31:397357000
DOID:0050940,An endocervical carcinoma that derives_from epithelial cells of glandular origin.,
UBERON:0005317,,
UBERON:0008424,,
CL:1000491,,
DOID:3605,,NCI:C5228 SNOMEDCT_2010_1_31:314191009 UMLS_CUI:C1096638
UBERON:0001963,,
HP:0006384,,
UBERON:0005998,,
HP:0000738,,
CL:0000237,,
UBERON:0001287,,
UBERON:0001967,,
HP:0001983,,
HP:0100300,,
DOID:9076,,UMLS_CUI:C0155180 ICD10CM:H01.129 SNOMEDCT_2010_1_31:79291003 ICD9CM:373.34
UBERON:0005312,,
DOID:13081,,SNOMEDCT_2010_1_31:93473009 NCI:C8540 SNOMEDCT_2010_1_31:189195009 UMLS_CUI:C0685200 SNOMEDCT_2010_1_31:254823000
DOID:0050590,A neutropenia characterized by a maturation arrest of granulopoiesis at the level or promyelocytes and early onset of severe bacterial infections.,ORDO:486 OMIM:613107 ICD10CM:D70 OMIM:202700 ORDO:86788 OMIM:300299 OMIM:615285 OMIM:612541 OMIM:610738
HP:0008045,,
UBERON:0014529,,
NCBITaxon:506,,
HP:0002647,,
UBERON:0005997,,
HP:0002648,,
HP:0006385,,
HP:0000739,,
DOID:8211,,UMLS_CUI:C1517111 NCI:C40114
UBERON:0001286,,
UBERON:0001966,,
DOID:11003,,ICD9CM:364.55 SNOMEDCT_2010_1_31:22681004 UMLS_CUI:C0154922
CL:0002010,,
DOID:13080,,UMLS_CUI:C0152084 ICD9CM:714.4 SNOMEDCT_2010_1_31:123247007 SNOMEDCT_2010_1_31:84801008
HP:0100301,,
HP:0001982,,
HP:0008046,,
CL:0000238,,
UBERON:0005311,,
HP:0009289,,
DOID:2231,,OMIM:234000 NCI:C26770 SNOMEDCT_2010_1_31:46981006 MSH:D005175 UMLS_CUI:C0015526
CL:0000235,,
UBERON:0016435,,
DOID:11002,,UMLS_CUI:C0154919 SNOMEDCT_2010_1_31:5743005 ICD9CM:364.52
CL:0002011,,
HP:0004122,,
UBERON:0001969,,
UBERON:0001289,,
HP:0100302,,
HP:0000300,,
UBERON:0005314,,
HP:0001981,,
HP:0002645,,
CL:0000449,,
UBERON:0008429,,
UBERON:0011828,,
HP:0006381,,
HP:0008043,,
DOID:2230,,SNOMEDCT_2010_1_31:154816002 UMLS_CUI:C0684275 NCI:C3093 SNOMEDCT_2010_1_31:90935002
CL:0000236,,
HP:0006383,,
CL:0002012,,
DOID:11001,,SNOMEDCT_2010_1_31:193504001 SNOMEDCT_2010_1_31:193509006 SNOMEDCT_2010_1_31:5962000 ICD9CM:364.5 UMLS_CUI:C0154917
UBERON:0001968,,
UBERON:0001288,,
HP:0100303,,
DOID:3609,,UMLS_CUI:C1511318 NCI:C40354
UBERON:0005313,,
HP:0001980,,
HP:0000301,,
UBERON:0008428,,
CL:0009002,,
UBERON:0009099,,
UBERON:0016476,,
DOID:0050621,An organ system benign neoplasm that is located_in the respiratory system which extends from the nasal sinuses to the diaphragm.,
UBERON:0005745,,
DOID:8003,,UMLS_CUI:C0334303 NCI:C4140 SNOMEDCT_2010_1_31:8097004
CL:0002008,,
UBERON:2001913,,
DOID:11231,,SNOMEDCT_2010_1_31:65974003 ICD9CM:376.02 UMLS_CUI:C0155257
DOID:0050540,,OMIM:145900
DOID:2978,An inherited metabolic disorder that affect the catabolism and anabolism of carbohydrates.,MSH:D002239 UMLS_CUI:C0007001 UMLS_CUI:C0029777
UBERON:0014559,,
CL:0000442,,
UBERON:0004178,,
HP:0001085,,
DOID:0050318,,
CL:0009001,,
UBERON:0016475,,
HP:0004150,,
UBERON:0005746,,
DOID:8002,,SNOMEDCT_2010_1_31:126697005 UMLS_CUI:C0345726 NCI:C6793
DOID:3999,A vulva carcinoma that has_material_basis_in abnormally proliferating cells derives_from epithelial cells and is located_in Bartholin's gland.,SNOMEDCT_2010_1_31:276876007 UMLS_CUI:C0349561 NCI:C9055 SNOMEDCT_2010_1_31:399533005
UBERON:0014558,,
CL:0000441,,
CL:0002007,,
UBERON:2001912,,
DOID:0050541,,ORDO:64749 OMIM:601382 OMIM:615284 OMIM:601596 OMIM:604563 OMIM:605253 OMIM:611228 OMIM:609311 OMIM:607706 OMIM:614895 OMIM:601455 OMIM:214400 OMIM:145900
DOID:11232,,UMLS_CUI:C0155258 SNOMEDCT_2010_1_31:65875003 ICD9CM:376.03
UBERON:0004177,,
DOID:6376,,UMLS_CUI:C0020532 SNOMEDCT_2010_1_31:58381000 MSH:D006971 NCI:C34714 ICD9CM:289.4 SNOMEDCT_2010_1_31:154839008 SNOMEDCT_2010_1_31:267570002
CL:0000219,,
UBERON:0005330,,
DOID:0050282,"A primary systemic mycosis that results_in fungal infection located_in human body, has_material_basis_in Ascomycota phylum members.",
UBERON:0009098,,
DOID:4092,"A viral infectious disease that results_in_formation_of vesicles located_in epithelium of the snout, lips, nostrils, tongue, feet and mammary glands of swine, has_material_basis_in Vesicular exanthema of swine virus, which is transmitted_by direct contact.",MSH:D014720 SNOMEDCT_2010_1_31:17811000 UMLS_CUI:C0042584
DOID:0050319,,
HP:0012691,,
HP:0000319,,
CL:0009004,,
DOID:11233,,UMLS_CUI:C0155259 SNOMEDCT_2010_1_31:8976003 ICD9CM:376.04
DOID:8005,,UMLS_CUI:C1518707 NCI:C40006
UBERON:0014557,,
CL:0002006,,
UBERON:2001915,,
DOID:0050542,,OMIM:311070 OMIM:302801 ORDO:64747 OMIM:302802 OMIM:300905 OMIM:302800 OMIM:310490
UBERON:0016478,,
CL:0000444,,
DOID:4024,An adenocarcinoma that results in a hard structure owing to the formation of dense connective tissue in the stroma.,SNOMEDCT_2010_1_31:4584002 UMLS_CUI:C0007135 MSH:D002293 NCI:C2928
HP:0008061,,
NCBITaxon:713,,
DOID:1293,,UMLS_CUI:C1334357 NCI:C9364
HP:0001083,,
UBERON:0009097,,
DOID:0050625,A hepatobiliary benign neoplasm located_in the biliary tract.,NCI:C4441 UMLS_CUI:C0345913 SNOMEDCT_2010_1_31:126855001
CL:0009003,,
HP:0012690,,
DOID:11234,,SNOMEDCT_2010_1_31:194005002 UMLS_CUI:C0149507 MSH:D054517 ICD9CM:376.01
CL:0002005,,
DOID:0050543,,OMIM:613641 OMIM:614455 OMIM:606482 OMIM:615185 OMIM:608340 OMIM:615376 OMIM:606483 OMIM:608323 OMIM:607791
UBERON:0014556,,
UBERON:0005744,,
DOID:8004,,UMLS_CUI:C1518702 NCI:C40008
HP:0008060,,
CL:0000443,,
UBERON:0016477,,
NCBITaxon:712,,
DOID:159,,UMLS_CUI:C0206714 SNOMEDCT_2010_1_31:189838005 SNOMEDCT_2010_1_31:115232000 SNOMEDCT_2010_1_31:134332001 NCI:C3786 MSH:D018301 SNOMEDCT_2010_1_31:189832006
HP:0001084,,
UBERON:0004179,,
UBERON:0014555,,
DOID:6370,,UMLS_CUI:C1333974 NCI:C5833
CL:0000446,,
HP:0007641,,
HP:0008063,,
DOID:8007,,SNOMEDCT_2010_1_31:154486000 UMLS_CUI:C1335574 SNOMEDCT_2010_1_31:278065000 UMLS_CUI:C0549471 SNOMEDCT_2010_1_31:80367008 SNOMEDCT_2010_1_31:269562004 MSH:D010178 UMLS_CUI:C0030271 NCI:C55815 SNOMEDCT_2010_1_31:187860004 SNOMEDCT_2010_1_31:254638002
UBERON:2001917,,
DOID:11235,,SNOMEDCT_2010_1_31:7699004 ICD9CM:385.1 ICD9CM:385.10 SNOMEDCT_2010_1_31:194331005 SNOMEDCT_2010_1_31:194330006 UMLS_CUI:C0155478
HP:0001080,,
DOID:3905,A lung cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells and is located_in the lungs and has_symptom cough and has_symptom chest discomfort or pain and has_symptom weight loss and has_symptom hemoptysis.,SNOMEDCT_2010_1_31:187875007 NCI:C4878 SNOMEDCT_2010_1_31:269561006 SNOMEDCT_2010_1_31:154485001 EFO:0001071 OMIM:612571 UMLS_CUI:C0684249
HP:0000317,,
HP:0012693,,
UBERON:0009095,,
DOID:0050314,,
DOID:11885,,UMLS_CUI:C0041955 MSH:D014516 SNOMEDCT_2010_1_31:126882009 NCI:C3427
HP:0001996,,
HP:0001081,,
UBERON:0005333,,
DOID:0060007,A severe combined immunodeficiency that affects the development and function of T cells.,
UBERON:0014554,,
CL:0000445,,
DOID:1520,A colon cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.,OMIM:114500 NCI:C4910 SNOMEDCT_2010_1_31:269533000 SNOMEDCT_2010_1_31:154454005 UMLS_CUI:C0699790
DOID:8006,,UMLS_CUI:C1335481 NCI:C5277
HP:0008062,,
HP:0007642,,
CL:0009005,,
UBERON:2001916,,
HP:0012692,,
HP:0000316,,
UBERON:0005120,,
UBERON:0005334,,
DOID:0050315,,
HP:0001082,,
NCBITaxon:111527,,
HP:0001997,,
HP:0002459,,
HP:0006802,,
DOID:12128,An eating disorder that is characterized by an appetite for non-nutritive substances or food ingredients.,SNOMEDCT_2010_1_31:154938001 SNOMEDCT_2010_1_31:268779001 SNOMEDCT_2010_1_31:14077003 MSH:D010842 ICD9CM:307.52 UMLS_CUI:C0031873
HP:0007643,,
HP:0008065,,
UBERON:0014553,,
HP:0012695,,
DOID:2935,,NCI:C2941 OMIM:214500 SNOMEDCT_2010_1_31:190696004 SNOMEDCT_2010_1_31:123309000 MSH:D002609 SNOMEDCT_2010_1_31:191356000 SNOMEDCT_2010_1_31:111396008 UMLS_CUI:C0007965
DOID:8009,,UMLS_CUI:C1513369 NCI:C39959
UBERON:2001919,,
HP:0001998,,
UBERON:0009093,,
DOID:0050108,"An endothrix infectious disease that results_in anthropophilic fungal infection located_in skin, located_in nail, located_in beard, and located_in scalp, has_material_basis_in Trichophyton violaceum and results_in_formation_of scaling lesions. The hairs become notably fragile and break easily at the level of the scalp. The rest of the infected follicle looks like ""black dots"".",
DOID:11887,,UMLS_CUI:C1336875 NCI:C6161
DOID:0050316,,
HP:0000315,,
CL:0000448,,
UBERON:0005331,,
DOID:8230,,UMLS_CUI:C1334258 NCI:C7125
HP:0008066,,
HP:0008064,,
HP:0006801,,
HP:0012694,,
UBERON:0014552,,
DOID:14755,An amino acid metabolic disorder that involves the accumulation of argininosuccinic acid (ASA) in the blood and urine.,MSH:D056807 NCI:C84569 OMIM:207900 UMLS_CUI:C0268547 SNOMEDCT_2010_1_31:41013004 SNOMEDCT_2010_1_31:124630007
UBERON:2001918,,
HP:0001999,,
DOID:0050317,,
UBERON:0009092,,
