title	pmid	doi	scopus_eid	pub_date
Ontology-based annotation methods		10.1016/B978-0-12-809633-8.20400-7	2-s2.0-85079813509	2018-01-01
Ontology-enhanced representations of non-image data in the cancer imaging archive			2-s2.0-85059858085	2018-01-01
Preliminary study of ontological process analysis of surgical endoscopy		10.1007/978-3-319-60483-1_47	2-s2.0-85023178202	2018-01-01
Representation of autoimmune diseases with RDFS		10.1007/978-3-319-98443-8_5	2-s2.0-85053200319	2018-01-01
SEPHYRES 2: Applying semantic-pseudo-fuzzy methods in medical diagnostic ontologies		10.1504/IJMEI.2018.093366	2-s2.0-85050653272	2018-01-01
SleBioRepo: A gene expression compendium in systemic lupus erythematosus		10.1504/IJDMB.2018.098947	2-s2.0-85064245572	2018-01-01
Supporting digital healthcare services using semantic web technologies		10.1007/978-3-030-00668-6_18	2-s2.0-85054881952	2018-01-01
Systems biology: A powerful tool for drug development	30360720	10.2174/1568026618666181025113226	2-s2.0-85060036913	2018-01-01
Ontological representation, integration, and analysis of LINCS cell line cells and their cellular responses.	29322930	10.1186/s12859-017-1981-5		2017-12-21
Automated clinical diagnosis: The role of content in various sections of a clinical document		10.1109/BIBM.2017.8217794	2-s2.0-85046027380	2017-12-15
CDRnN: A high performance chemical-disease recognizer in biomedical literature		10.1109/BIBM.2017.8217678	2-s2.0-85046249476	2017-12-15
Ontology constructing for Chinese medicine knowledge of Beng Lou		10.1109/HealthCom.2017.8210824	2-s2.0-85048563405	2017-12-14
Deciphering transcriptional regulation in human embryonic stem cells specified towards a trophoblast fate.	29222466	10.1038/s41598-017-17614-5		2017-12-08
Expanding SNOMED-CT through Spanish drug summaries of product characteristics		10.1145/3148011.3148028	2-s2.0-85040598987	2017-12-04
Random walk with restart: A powerful network propagation algorithm in Bioinformatics field		10.1109/NAFOSTED.2017.8108071	2-s2.0-85043374491	2017-11-14
Opportunities for community awareness platforms in personal genomics and bioinformatics education	27580620	10.1093/bib/bbw078	2-s2.0-85039167634	2017-11-01
LiverWiki: a wiki-based database for human liver.	29029599	10.1186/s12859-017-1852-0		2017-10-13
A novel network analysis approach reveals DNA damage, oxidative stress and calcium/cAMP homeostasis-associated biomarkers in frontotemporal dementia.	29020091	10.1371/journal.pone.0185797		2017-10-11
Knowledge Management Framework for Emerging Infectious Diseases Preparedness and Response: Design and Development of Public Health Document Ontology.	29021130	10.2196/resprot.7904		2017-10-11
Analysis and Annotation of Whole-Genome or Whole-Exome Sequencing Derived Variants for Clinical Diagnosis	29044471	10.1002/cphg.49	2-s2.0-85050427845	2017-10-01
DisSetSim: an online system for calculating similarity between disease sets.	29297411	10.1186/s13326-017-0140-2		2017-09-20
Investigations on factors influencing HPO-based semantic similarity calculation.	29297376	10.1186/s13326-017-0144-y		2017-09-20
Fish Ontology framework for taxonomy-based fish recognition.	28929028	10.7717/peerj.3811		2017-09-15
Improving Identification of Key Players in Aging via Network De-Noising and Core Inference	26529776	10.1109/TCBB.2015.2495170	2-s2.0-85032255748	2017-09-01
Chromosome preference of disease genes and vectorization for the prediction of non-coding disease genes.	29108274	10.18632/oncotarget.20481		2017-08-24
NFIX as a Master Regulator for Lung Cancer Progression.	28871224	10.3389/fphar.2017.00540		2017-08-21
Bioinformatics analysis of transcription profiling of solid pseudopapillary neoplasm of the pancreas.	28627654	10.3892/mmr.2017.6800		2017-08-01
Towards a more molecular taxonomy of disease.	28750648	10.1186/s13326-017-0134-0		2017-07-27
BRWLDA: bi-random walks for predicting lncRNA-disease associations.	28947982	10.18632/oncotarget.19588		2017-07-26
Evaluating phecodes, clinical classification software, and ICD-9-CM codes for phenome-wide association studies in the electronic health record.	28686612	10.1371/journal.pone.0175508		2017-07-07
Classification and analysis of a large collection of in vivo bioassay descriptions.	28678787	10.1371/journal.pcbi.1005641		2017-07-05
Synaptic Interactome Mining Reveals p140Cap as a New Hub for PSD Proteins Involved in Psychiatric and Neurological Disorders.	28713243	10.3389/fnmol.2017.00212		2017-06-30
Context Is Everything: Harmonization of Critical Food Microbiology Descriptors and Metadata for Improved Food Safety and Surveillance.	28694792	10.3389/fmicb.2017.01068		2017-06-26
Broad, interdisciplinary science in tela: An exposure and child health ontology		10.1145/3091478.3091497	2-s2.0-85026734850	2017-06-25
HGPEC: a Cytoscape app for prediction of novel disease-gene and disease-disease associations and evidence collection based on a random walk on heterogeneous network.	28619054	10.1186/s12918-017-0437-x		2017-06-15
Utilizing somatic mutation data from numerous studies for cancer research: proof of concept and applications.	28092680	10.1038/onc.2016.489		2017-06-15
Integration of over 9,000 mass spectrometry experiments builds a global map of human protein complexes.	28596423	10.15252/msb.20167490		2017-06-08
NCBO Ontology Recommender 2.0: an enhanced approach for biomedical ontology recommendation.	28592275	10.1186/s13326-017-0128-y		2017-06-07
Identification of potential therapeutic target genes, key miRNAs and mechanisms in oral lichen planus by bioinformatics analysis	28237528	10.1016/j.archoralbio.2017.02.013	2-s2.0-85013633251	2017-06-01
Integrative network analysis reveals time-dependent molecular events underlying left ventricular remodeling in post-myocardial infarction patients	28167232	10.1016/j.bbadis.2017.02.001	2-s2.0-85018248711	2017-06-01
MicroRNA expression in esophageal squamous cell carcinoma: Novel diagnostic and prognostic biomarkers	28440443	10.3892/mmr.2017.6479	2-s2.0-85019604138	2017-06-01
Genome-Wide Target Analyses of Otx2 Homeoprotein in Postnatal Cortex.	28620275	10.3389/fnins.2017.00307		2017-05-31
Ontology extension based on axiomatic cognitive model for Ontology learning		10.1109/CompComm.2016.7924818	2-s2.0-85020183191	2017-05-10
Laying in silico pipelines for drug repositioning: a paradigm in ensemble analysis for neurodegenerative diseases	28363518	10.1016/j.drudis.2017.03.009	2-s2.0-85018737075	2017-05-01
Ontology-based annotations and semantic relations in large-scale (epi)genomics data.	27142216	10.1093/bib/bbw036		2017-05-01
PCID: A novel approach for predicting disease comorbidity by integrating multi-scale data	27076462	10.1109/TCBB.2016.2550443	2-s2.0-85020281889	2017-05-01
Novel metrics to measure coverage in whole exome sequencing datasets reveal local and global non-uniformity.	28408746	10.1038/s41598-017-01005-x		2017-04-13
The druggable genome and support for target identification and validation in drug development.	28356508	10.1126/scitranslmed.aag1166		2017-03-29
Computational identifying and characterizing circular RNAs and their associated genes in hepatocellular carcinoma.	28346469	10.1371/journal.pone.0174436		2017-03-27
Cross disease analysis of co-functional microRNA pairs on a reconstructed network of disease-gene-microRNA tripartite.	28340554	10.1186/s12859-017-1605-0		2017-03-24
In silico prediction of lncRNA function using tissue specific and evolutionary conserved expression.	28361701	10.1186/s12859-017-1535-x		2017-03-23
A biomedical ontology on genetic disease		10.1145/3018896.3018966	2-s2.0-85044639758	2017-03-22
FARNA: knowledgebase of inferred functions of non-coding RNA transcripts.	27924038	10.1093/nar/gkw973		2017-03-17
Use of Biomedical Ontologies for Integration of Biological Knowledge for Learning and Prediction of Adverse Drug Reactions.	28469412	10.1177/1177625017696075		2017-03-15
Exploratory analysis of local gene groups in breast cancer guided by biological networks		10.1007/s12553-016-0155-1	2-s2.0-85015235670	2017-03-01
Semantic data integration		10.1007/978-3-319-49340-4_8	2-s2.0-85019868367	2017-02-25
Medical Subject Heading (MeSH) annotations illuminate maize genetics and evolution.	28250803	10.1186/s13007-017-0159-5		2017-02-23
A novel approach for predicting microRNA-disease associations by unbalanced bi-random walk on heterogeneous network	28104458	10.1016/j.jbi.2017.01.008	2-s2.0-85010310952	2017-02-01
Construction of an miRNA-regulated drug-pathway network reveals drug repurposing candidates for myasthenia gravis.	28075449	10.3892/ijmm.2017.2853		2017-02-01
Developing the Quantitative Histopathology Image Ontology (QHIO): A case study using the hot spot detection problem.	28003147	10.1016/j.jbi.2016.12.006		2017-02-01
Glioblastoma Cell Malignancy and Drug Sensitivity Are Affected by the Cell of Origin	28122246	10.1016/j.celrep.2017.01.003	2-s2.0-85010434952	2017-01-24
DisSetSim: An online system for calculating similarity between disease sets		10.1109/BIBM.2016.7822765	2-s2.0-85013321877	2017-01-17
Practical approach for disease similarity calculation based on disease phenotype, etiology, and locational clues in disease names		10.1109/BIBM.2016.7822659	2-s2.0-85013244021	2017-01-17
Concepts Expansion in Materials Domain Based on Ontology Matching Results		10.1109/SKG.2016.030	2-s2.0-85013236878	2017-01-11
Pharos: Collating protein information to shed light on the druggable genome.	27903890	10.1093/nar/gkw1072		2017-01-04
A novel method to measure the semantic similarity of HPO terms		10.1504/IJDMB.2017.084268	2-s2.0-85019683581	2017-01-01
AGOHRA: Generation of an ontology in the field of human resources			2-s2.0-85047078777	2017-01-01
An ontology for generalized disease incidence detection on twitter		10.1007/978-3-319-59650-1_4	2-s2.0-85021749318	2017-01-01
BioKB - Text Mining and Semantic Technologies for Biomedical Content Discovery			2-s2.0-85041470287	2017-01-01
Conceptual modeling for genomics: Building an integrated repository of open data		10.1007/978-3-319-69904-2_26	2-s2.0-85033475559	2017-01-01
Interleaved text/image deep mining on a large-scale radiology image database		10.1007/978-3-319-42999-1_17	2-s2.0-85024475514	2017-01-01
Linked Data Applications Through Ontology Based Data Access in Clinical Research	28423769	10.3233/978-1-61499-753-5-131	2-s2.0-85018804426	2017-01-01
Module detection based on significant shortest paths for the characterization of gene expression data		10.1007/978-3-319-67834-4_1	2-s2.0-85032675591	2017-01-01
NutriChem 2.0: exploring the effect of plant-based foods on human health and drug efficacy.	29220436	10.1093/database/bax044		2017-01-01
On the Analysis of Diseases and Their Related Geographical Data	26540721	10.1109/JBHI.2015.2496424	2-s2.0-85027717851	2017-01-01
PDD graph: Bridging electronic medical records and biomedical knowledge graphs via entity linking		10.1007/978-3-319-68204-4_23	2-s2.0-85032196191	2017-01-01
POMap: An effective pairwise ontology matching system		10.5220/0006492201610168	2-s2.0-85055676832	2017-01-01
PopHR: a knowledge-based platform to support integration, analysis, and visualization of population health data	27750378	10.1111/nyas.13271	2-s2.0-84991677366	2017-01-01
Relating diseases based on disease module theory		10.1007/978-3-319-59575-7_3	2-s2.0-85020732858	2017-01-01
Towards the development of smart spaces-based socio-cyber-medicine systems		10.4018/IJERTCS.2017010104	2-s2.0-85022344231	2017-01-01
YAM-BIO-Results for OAEI 2017			2-s2.0-85040346603	2017-01-01
Disentangling genetic and environmental risk factors for individual diseases from multiplex comorbidity networks.	28008973	10.1038/srep39658		2016-12-23
Identification of disease comorbidity through hidden molecular mechanisms.	27991583	10.1038/srep39433		2016-12-19
Tensor-based document retrieval over Neo4j with an application to PubMed mining		10.1109/IISA.2016.7785366	2-s2.0-85013168283	2016-12-14
Microbial phenomics information extractor (MicroPIE): a natural language processing tool for the automated acquisition of prokaryotic phenotypic characters from text sources.	27955641	10.1186/s12859-016-1396-8		2016-12-13
XGR software for enhanced interpretation of genomic summary data, illustrated by application to immunological traits.	27964755	10.1186/s13073-016-0384-y		2016-12-13
Stacked ensemble combined with fuzzy matching for biomedical named entity recognition of diseases	27634494	10.1016/j.jbi.2016.09.009	2-s2.0-84988640362	2016-12-01
Systematic Analysis of Drug Targets Confirms Expression in Disease-Relevant Tissues.	27824084	10.1038/srep36205		2016-11-08
The Pre-Eclampsia Ontology: A Disease Ontology Representing the Domain Knowledge Specific to Pre-Eclampsia.	27788142	10.1371/journal.pone.0162828		2016-10-27
TrhOnt: building an ontology to assist rehabilitation processes.	27716359	10.1186/s13326-016-0104-y		2016-10-04
Mapping Phenotypic Information in Heterogeneous Textual Sources to a Domain-Specific Terminological Resource.	27643689	10.1371/journal.pone.0162287		2016-09-19
Foodomics as part of the host-microbiota-exposome interplay	27130534	10.1016/j.jprot.2016.04.033	2-s2.0-84966710051	2016-09-16
Identifying functional cancer-specific miRNA-mRNA interactions in testicular germ cell tumor.	27235586	10.1016/j.jtbi.2016.05.026		2016-09-07
Systematic review of blood transcriptome profiling in neuropsychiatric disorders: guidelines for biomarker discovery	27650405	10.1002/hup.2546	2-s2.0-84988447800	2016-09-01
Semantics based approach for analyzing disease-target associations	27349858	10.1016/j.jbi.2016.06.009	2-s2.0-84978160158	2016-08-01
Prediction of children diseases using semantics		10.1109/MECO.2016.7525777	2-s2.0-84994104535	2016-07-28
DisSim: an online system for exploring significant similar diseases and exhibiting potential therapeutic drugs.	27457921	10.1038/srep30024		2016-07-26
The Current Landscape of Genetic Testing in Cardiovascular Malformations: Opportunities and Challenges.	27504451	10.3389/fcvm.2016.00022		2016-07-25
A method for exploring implicit concept relatedness in biomedical knowledge network.	27454167	10.1186/s12859-016-1131-5		2016-07-19
BIOMedical Search Engine Framework: Lightweight and customized implementation of domain-specific biomedical search engines	27265049	10.1016/j.cmpb.2016.03.030	2-s2.0-84963627039	2016-07-01
Linking MedDRA(®)-Coded Clinical Phenotypes to Biological Mechanisms by the Ontology of Adverse Events: A Pilot Study on Tyrosine Kinase Inhibitors.	27003817	10.1007/s40264-016-0414-0		2016-07-01
Identification of polycystic ovary syndrome potential drug targets based on pathobiological similarity in the protein-protein interaction network.	27191267	10.18632/oncotarget.9353		2016-06-21
An integer programming framework for inferring disease complexes from network data.	27307626	10.1093/bioinformatics/btw263		2016-06-15
Comparative analyses of population-scale phenomic data in electronic medical records reveal race-specific disease networks.	27307606	10.1093/bioinformatics/btw282		2016-06-15
HITSZ_CDR: an end-to-end chemical and disease relation extraction system for BioCreative V.	27270713	10.1093/database/baw077		2016-06-05
A Linked Data Visualiser for Finite Element Biosimulations		10.1142/S1793351X16400080	2-s2.0-85073051126	2016-06-01
Interleaved text/image deep mining on a large-scale radiology database for automated image interpretation			2-s2.0-84989187487	2016-06-01
Reactome from a WikiPathways Perspective.	27203685	10.1371/journal.pcbi.1004941		2016-05-20
In silico methods for drug repurposing and pharmacology.	27080087	10.1002/wsbm.1337		2016-05-01
Immune Epitope Database and Analysis Resource		10.1016/B978-0-12-374279-7.06004-5	2-s2.0-85018971219	2016-04-27
Integrating text mining, data mining, and network analysis for identifying genetic breast cancer trends.	27112211	10.1186/s13104-016-2023-5		2016-04-26
Computational phenotype analysis in human medicine			2-s2.0-85009395436	2016-04-19
VICO: Ontology-based representation and integrative analysis of Vaccination Informed Consent forms.	27099700	10.1186/s13326-016-0062-4		2016-04-19
Extending gene ontology in the context of extracellular RNA and vesicle communication.	27076901	10.1186/s13326-016-0061-5		2016-04-12
Efficient chemical-disease identification and relationship extraction using Wikipedia to improve recall.	27060160	10.1093/database/baw039		2016-04-08
Topology based identification and comprehensive classification of four-transmembrane helix containing proteins (4TMs) in the human genome.	27030248	10.1186/s12864-016-2592-7		2016-03-31
Population of Metallic Materials Background Knowledge Base Based on Yago		10.1109/SKG.2015.43	2-s2.0-84978101507	2016-03-08
A method for the development of disease-specific reference standards vocabularies from textual biomedical literature resources.	26971304	10.1016/j.artmed.2016.02.003		2016-03-01
Extending disease ontology with newly evaluated terms to improve semantic medical information retrieval			2-s2.0-84964005075	2016-03-01
Ten Simple Rules for Selecting a Bio-ontology.	26867217	10.1371/journal.pcbi.1004743		2016-02-11
Consent Codes: Upholding Standard Data Use Conditions.	26796797	10.1371/journal.pgen.1005772		2016-01-21
Network-based analysis of genetic variants associated with hippocampal volume in Alzheimer's disease: a study of ADNI cohorts.	26788126	10.1186/s13040-016-0082-8		2016-01-19
The leukemogenic fusion gene MLL-AF9 alters microRNA expression pattern and inhibits monoblastic differentiation via miR-511 repression.	26762252	10.1186/s13046-016-0283-5		2016-01-13
Altered expression of mRNA profiles in blood of early-onset schizophrenia.	26733343	10.1038/srep16767		2016-01-06
Text Mining the History of Medicine.	26734936	10.1371/journal.pone.0144717		2016-01-06
A survey on ontologies and ontology alignment approaches in healthcare		10.1007/978-3-319-42007-3_32	2-s2.0-84978870724	2016-01-01
Building a mental health knowledge model to facilitate decision support		10.1007/978-3-319-42706-5_15	2-s2.0-84984820670	2016-01-01
Gene-Disease Interaction Retrieval from Multiple Sources: A Network Based Method.	27478829	10.1155/2016/3594517		2016-01-01
Integrated Analysis of DNA Methylation and mRNA Expression Profiles Data to Identify Key Genes in Lung Adenocarcinoma.	27610375	10.1155/2016/4369431		2016-01-01
Knowledge-based tweet classification for disease sentiment monitoring		10.1007/978-3-319-30319-2_17	2-s2.0-84961590039	2016-01-01
SEPHYRES 1: A symptom checker based on semantic pain descriptors and weight spreading			2-s2.0-85043559123	2016-01-01
Making sense of the biological complexity through the platform-driven unification of the analytical and visualization tasks		10.1109/BIBE.2015.7367724	2-s2.0-84962815726	2015-12-28
Implicit knowledge discovery in biomedical ontologies: Computing interesting relatednesses		10.1109/BIBM.2015.7359734	2-s2.0-84962356017	2015-12-16
DDA: A Novel Network-Based Scoring Method to Identify Disease-Disease Associations.	26673408	10.4137/BBI.S35237		2015-12-08
Network regularised Cox regression and multiplex network models to predict disease comorbidities and survival of cancer	26611766	10.1016/j.compbiolchem.2015.08.010	2-s2.0-84947465972	2015-12-01
Methods for biological data integration: perspectives and challenges.	26490630	10.1098/rsif.2015.0571		2015-11-06
A Molecular-Level Landscape of Diet-Gut Microbiome Interactions: Toward Dietary Interventions Targeting Bacterial Genes.	26507230	10.1128/mBio.01263-15		2015-10-27
PhenoMiner: from text to a database of phenotypes associated with OMIM diseases.	26507285	10.1093/database/bav104		2015-10-27
Interleaved text/image Deep Mining on a large-scale radiology database		10.1109/CVPR.2015.7298712	2-s2.0-84959244105	2015-10-14
Genome-Wide Detection and Analysis of Multifunctional Genes.	26436655	10.1371/journal.pcbi.1004467		2015-10-05
Best behaviour? Ontologies and the formal description of animal behaviour.	26215546	10.1007/s00335-015-9590-y		2015-10-01
Prediction of Causal Candidate Genes in Coronary Artery Disease Loci.	26293461	10.1161/ATVBAHA.115.306108		2015-10-01
My Corporis Fabrica Embryo: An ontology-based 3D spatio-temporal modeling of human embryo development.	26413258	10.1186/s13326-015-0034-0		2015-09-24
Development of a methodological approach for data quality ontology in diabetes management		10.4018/978-1-4666-8756-1.ch023	2-s2.0-84958665768	2015-09-23
Integrated analysis of numerous heterogeneous gene expression profiles for detecting robust disease-specific biomarkers and proposing drug targets.	26261215	10.1093/nar/gkv810		2015-09-18
Interactive Big Data Resource to Elucidate Human Immune Pathways and Diseases.	26362267	10.1016/j.immuni.2015.08.014		2015-09-15
MICA: MicroRNA Integration for active module discovery		10.1145/2808719.2808733	2-s2.0-84963553931	2015-09-09
Towards the assessment of GRN algorithms based on (disease) ontology		10.1145/2808719.2812218	2-s2.0-84963582664	2015-09-09
Phenolyzer: phenotype-based prioritization of candidate genes for human diseases.	26192085	10.1038/nmeth.3484		2015-09-01
Integration of extracellular RNA profiling data using metadata, biomedical ontologies and Linked Data technologies.	26320941	10.3402/jev.v4.27497		2015-08-28
The mRNA expression of soluble urokinase plasminogen activator surface receptor in human adipose tissue is positively correlated with body mass index	26284904	10.1139/gen-2015-0028	2-s2.0-84940848876	2015-07-21
Heterogeneous Network Edge Prediction: A Data Integration Approach to Prioritize Disease-Associated Genes.	26158728	10.1371/journal.pcbi.1004259		2015-07-09
Canadian Open Genetics Repository (COGR): a unified clinical genomics database as a community resource for standardising and sharing genetic interpretations.	25904639	10.1136/jmedgenet-2014-102933		2015-07-01
Development of an Ontology for Periodontitis.	26140188	10.1186/s13326-015-0028-y		2015-07-01
GoD: An R-package based on ontologies for prioritization of genes with respect to diseases		10.1016/j.jocs.2015.04.017	2-s2.0-84928661312	2015-07-01
Pathway-Dependent Effectiveness of Network Algorithms for Gene Prioritization.	26091506	10.1371/journal.pone.0130589		2015-06-19
Exploring the structure and function of temporal networks with dynamic graphlets.	26072480	10.1093/bioinformatics/btv227		2015-06-15
TRRUST: a reference database of human transcriptional regulatory interactions.	26066708	10.1038/srep11432		2015-06-12
DeCoaD: determining correlations among diseases using protein interaction networks.	26047952	10.1186/s13104-015-1211-z		2015-06-06
Event-based text mining for biology and functional genomics.	24907365	10.1093/bfgp/elu015		2015-05-01
Capturing domain knowledge from multiple sources: the rare bone disorders use case.	25926964	10.1186/s13326-015-0008-2		2015-04-17
DisGeNET: a discovery platform for the dynamical exploration of human diseases and their genes.	25877637	10.1093/database/bav028		2015-04-15
A prioritization analysis of disease association by data-mining of functional annotation of human genes			2-s2.0-85077089762	2015-03-30
BioXpress: an integrated RNA-seq-derived gene expression database for pan-cancer analysis.	25819073	10.1093/database/bav019		2015-03-28
Supporting the annotation of chronic obstructive pulmonary disease (COPD) phenotypes with text mining workflows.	25789153	10.1186/s13326-015-0004-6		2015-03-14
MeSH ORA framework: R/Bioconductor packages to support MeSH over-representation analysis.	25887539	10.1186/s12859-015-0453-z		2015-02-15
HPOSim: an R package for phenotypic similarity measure and enrichment analysis based on the human phenotype ontology.	25664462	10.1371/journal.pone.0115692		2015-02-09
BioModels: Content, Features, Functionality, and Use.	26225232	10.1002/psp4.3		2015-02-01
A survey on knowledge representation in materials science and engineering: An ontological perspective		10.1016/j.compind.2015.07.005	2-s2.0-84941958043	2015-01-01
AML results for OAEI 2015			2-s2.0-84962859120	2015-01-01
An integrative pipeline for multi-modal discovery of disease relationships.	25592600			2015-01-01
Discovery and characterization of functional modules and pathogenic genes associated with the risk of coronary artery disease		10.1039/c5ra01920f	2-s2.0-84943631469	2015-01-01
Disease Compass - A navigation system for disease knowledge based on ontology and linked data techniques			2-s2.0-84960970452	2015-01-01
Disease ontology-based methods for disease similarity measurement		10.16476/j.pibb.2014.0140	2-s2.0-84927554068	2015-01-01
Disease similarity calculation on simplified disease knowledge base for clinical decision support systems			2-s2.0-84958170949	2015-01-01
DrugNet: Network-based drug-disease prioritization by integrating heterogeneous data	25704113	10.1016/j.artmed.2014.11.003	2-s2.0-84924014923	2015-01-01
Extraction of disease factors from medical texts		10.1080/08839514.2014.962281	2-s2.0-84921385664	2015-01-01
From symptoms to diseases – creating the missing link		10.1007/978-3-319-18818-8_40	2-s2.0-84937509490	2015-01-01
Generating explanations for biomedical queries		10.1017/S1471068413000598	2-s2.0-84919839566	2015-01-01
Global network alignment in the context of aging	26357077	10.1109/TCBB.2014.2326862	2-s2.0-84923171632	2015-01-01
iCTNet2: Integrating heterogeneous biological interactions to understand complex traits		10.12688/f1000research.6836.2	2-s2.0-84969677266	2015-01-01
Identification of cancer-related genes and motifs in the human gene regulatory network	26243828	10.1049/iet-syb.2014.0058	2-s2.0-84938693495	2015-01-01
In silico prediction of physical protein interactions and characterization of interactome orphans.	25402006	10.1038/nmeth.3178		2015-01-01
Pathway composite variables: A useful tool for the interpretation of biological pathways in the analysis of gene expression data		10.1007/10104_2014_22	2-s2.0-85060274651	2015-01-01
Quest for missing proteins: Update 2015 on chromosome-centric human proteome project	26076068	10.1021/pr5013009	2-s2.0-84941094441	2015-01-01
Reconfiguring phosphorylation signaling by genetic polymorphisms affects cancer susceptibility	25722345	10.1093/jmcb/mjv013	2-s2.0-84938845610	2015-01-01
Semantic Breakthrough in Drug Discovery		10.2200/S00600ED1V01Y201409WEB009	2-s2.0-84978092057	2015-01-01
The immune epitope database (IEDB) 3.0.	25300482	10.1093/nar/gku938		2015-01-01
POEAS: Automated Plant Phenomic Analysis Using Plant Ontology.	25574136	10.4137/BBI.S19057		2014-12-21
Spotlite: web application and augmented algorithms for predicting co-complexed proteins from affinity purification--mass spectrometry data.	25300367	10.1021/pr5008416		2014-12-05
Deciphering miRNA transcription factor feed-forward loops to identify drug repurposing candidates for cystic fibrosis.	25484921	10.1186/s13073-014-0094-2		2014-12-02
A system for geoanalysis of clinical and geographical data		10.1145/2676629.2676635	2-s2.0-84926299420	2014-11-04
The integrated disease network	25133803	10.1039/c4ib00122b	2-s2.0-84908213182	2014-11-01
Relating diseases by integrating gene associations and information flow through protein interaction network.	25360770	10.1371/journal.pone.0110936		2014-10-31
dcGOR: an R package for analysing ontologies and protein domain annotations.	25356683	10.1371/journal.pcbi.1003929		2014-10-30
Finding pathway-modulating genes from a novel Ontology Fingerprint-derived gene network.	25063300	10.1093/nar/gku678		2014-10-01
Human germline and pan-cancer variomes and their distinct functional profiles.	25232094	10.1093/nar/gku772		2014-10-01
The role of the interactome in the maintenance of deleterious variability in human populations.	25261458	10.15252/msb.20145222		2014-09-26
Improving identification of key players in aging via network de-noising		10.1145/2649387.2649426	2-s2.0-84920747736	2014-09-20
Using 2-node hypergraph clustering coefficients to analyze disease-gene networks		10.1145/2649387.2660817	2-s2.0-84920732277	2014-09-20
Predicting disease associations via biological network analysis.	25228247	10.1186/1471-2105-15-304		2014-09-17
Sequential transcriptional changes dictate safe and effective antigen-specific immunotherapy.	25182274	10.1038/ncomms5741		2014-09-03
Organizing knowledge to enable personalization of medicine in cancer.	25222080	10.1186/s13059-014-0438-7		2014-08-27
Bridging islands of information to establish an integrated knowledge base of drugs and health outcomes of interest.	24985530	10.1007/s40264-014-0189-0		2014-08-01
Large scale analysis of phenotype-pathway relationships based on GWAS results.	25007247	10.1371/journal.pone.0100887		2014-07-09
Processing biological literature with customizable Web services supporting interoperable formats.	25006225	10.1093/database/bau064		2014-07-08
Genome-wide identification and characterization of fixed human-specific regulatory regions.	24995867	10.1016/j.ajhg.2014.05.011		2014-07-03
Development of a methodological approach for Data Quality Ontology in diabetes management		10.4018/ijehmc.2014070105	2-s2.0-84919764896	2014-07-01
Lynx web services for annotations and systems analysis of multi-gene disorders.	24948611	10.1093/nar/gku517		2014-07-01
Computational prediction of disease microRNAs in domestic animals.	24970281	10.1186/1756-0500-7-403		2014-06-27
DNA methylation is developmentally regulated for genes essential for cardiogenesis.	24947998	10.1161/JAHA.114.000976		2014-06-19
SemFunSim: a new method for measuring disease similarity by integrating semantic and gene functional association.	24932637	10.1371/journal.pone.0099415		2014-06-16
Dynamic networks reveal key players in aging	24554629	10.1093/bioinformatics/btu089	2-s2.0-84902440124	2014-06-15
Modelling human protein interaction networks as metric spaces has potential in disease research and drug target discovery.	24929653	10.1186/1752-0509-8-68		2014-06-14
Egas: a collaborative and interactive document curation platform.	24923820	10.1093/database/bau048		2014-06-11
Role of Frizzled6 in the molecular mechanism of beta-carotene action in the lung	24657404	10.1016/j.tox.2014.03.002	2-s2.0-84898679297	2014-06-05
Semantic Web repositories for genomics data using the eXframe platform.	25093072	10.1186/2041-1480-5-S1-S3		2014-06-03
Metadata Standard and Data Exchange Specifications to Describe, Model, and Integrate Complex and Diverse High-Throughput Screening Data from the Library of Integrated Network-based Cellular Signatures (LINCS).	24518066	10.1177/1087057114522514		2014-06-01
SurvMicro: Assessment of miRNA-based prognostic signatures for cancer clinical outcomes by multivariate survival analysis	24519378	10.1093/bioinformatics/btu087	2-s2.0-84901341323	2014-06-01
An ontological modeling approach for abnormal states and its application in the medical domain.	24944781	10.1186/2041-1480-5-23		2014-05-21
Network analysis of inflammatory genes and their transcriptional regulators in coronary artery disease.	24736319	10.1371/journal.pone.0094328		2014-04-15
Phevor combines multiple biomedical ontologies for accurate identification of disease-causing alleles in single individuals and small nuclear families.	24702956	10.1016/j.ajhg.2014.03.010		2014-04-03
An evidence-based knowledgebase of pulmonary arterial hypertension to identify genes and pathways relevant to pathogenesis.	24448676	10.1039/c3mb70496c		2014-04-01
A promoter-level mammalian expression atlas.	24670764	10.1038/nature13182		2014-03-27
Thematic series on biomedical ontologies in JBMS: challenges and new directions.	24602198	10.1186/2041-1480-5-15		2014-03-06
Relating clinical diagnosis and biological analytes via EMRs Clustering		10.1109/ICHI.2014.51	2-s2.0-84949924171	2014-03-02
Including network knowledge into Cox regression models for biomarker signature discovery	24430933	10.1002/bimj.201300035	2-s2.0-84894557467	2014-03-01
RNAi-mediated silencing of MLL-AF9 reveals leukemia-associated downstream targets and processes.	24517546	10.1186/1476-4598-13-27		2014-02-11
NCBI disease corpus: a resource for disease name recognition and concept normalization.	24393765	10.1016/j.jbi.2013.12.006		2014-02-01
Protein-driven inference of miRNA-disease associations.	24273243	10.1093/bioinformatics/btt677		2014-02-01
The epidemiology ontology: an ontology for the semantic annotation of epidemiological resources.	24438387	10.1186/2041-1480-5-4		2014-01-17
