id	label	subClassOf
"DOID:0050889"	"non-syndromic intellectual disability"	"intellectual disability"
"DOID:0081101"	"nonautoimmune hyperthyroidism"	"hyperthyroidism"
"DOID:0060068"	"nonbacterial thrombotic endocarditis"	"endocarditis"
"DOID:0050428"	"nonepidermolytic palmoplantar keratoderma"	"palmoplantar keratosis"
"DOID:1894"	"noninfectious dermatoses of eyelid"	"blepharitis"
"DOID:7214"	"noninvasive malignant thymoma"	"thymoma"
"DOID:0080186"	"nonmucinous bronchioloalveolar adenocarcinoma"	"bronchiolo-alveolar adenocarcinoma"
"DOID:0080938"	"nonobstructive coronary artery disease"	"coronary artery disease"
"DOID:8305"	"nonossifying fibromyxoid tumor"	"mesenchymal cell neoplasm"
"DOID:0050387"	"nonpapillary renal cell carcinoma"	"hereditary renal cell carcinoma"
"DOID:4986"	"nonparalytic poliomyelitis"	"poliomyelitis"
"DOID:0111867"	"nonphotosensitive trichothiodystrophy"	"trichothiodystrophy"
"DOID:0050528"	"nonphotosensitive trichothiodystrophy 4"	"nonphotosensitive trichothiodystrophy"
"DOID:0111868"	"nonphotosensitive trichothiodystrophy 5"	"nonphotosensitive trichothiodystrophy"
"DOID:0111872"	"nonphotosensitive trichothiodystrophy 6"	"nonphotosensitive trichothiodystrophy"
"DOID:0111870"	"nonphotosensitive trichothiodystrophy 7"	"nonphotosensitive trichothiodystrophy"
"DOID:0061023"	"nonphotosensitive trichothiodystrophy 8"	"nonphotosensitive trichothiodystrophy"
"DOID:0061024"	"nonphotosensitive trichothiodystrophy 9"	"nonphotosensitive trichothiodystrophy"
"DOID:0050998"	"nonprogressive cerebellar ataxia with mental retardation"	"autosomal dominant cerebellar ataxia"
"DOID:2801"	"nonspecific interstitial pneumonia"	"idiopathic interstitial pneumonia"
"DOID:0080661"	"nonsyndromic aplasia cutis congenita"	"skin disease"
"DOID:0080683"	"nonsyndromic congenital nail disorder"	"nail disease"
"DOID:0080079"	"nonsyndromic congenital nail disorder 1"	"nonsyndromic congenital nail disorder"
"DOID:0080080"	"nonsyndromic congenital nail disorder 2"	"nonsyndromic congenital nail disorder"
"DOID:0080081"	"nonsyndromic congenital nail disorder 3"	"nonsyndromic congenital nail disorder"
"DOID:0080082"	"nonsyndromic congenital nail disorder 4"	"nonsyndromic congenital nail disorder"
"DOID:0080083"	"nonsyndromic congenital nail disorder 5"	"nonsyndromic congenital nail disorder"
"DOID:0080084"	"nonsyndromic congenital nail disorder 6"	"nonsyndromic congenital nail disorder"
"DOID:0080085"	"nonsyndromic congenital nail disorder 7"	"nonsyndromic congenital nail disorder"
"DOID:0080086"	"nonsyndromic congenital nail disorder 8"	"nonsyndromic congenital nail disorder"
"DOID:0080087"	"nonsyndromic congenital nail disorder 9"	"nonsyndromic congenital nail disorder"
"DOID:0050563"	"nonsyndromic deafness"	"auditory system disease"
"DOID:13195"	"nontoxic goiter"	"goiter"
"DOID:1572"	"normal pressure hydrocephalus"	"communicating hydrocephalus"
"DOID:720"	"normocytic anemia"	"anemia"
"DOID:0080170"	"normophosphatemic familial tumoral calcinosis"	"calcinosis"
"DOID:14374"	"norwegian scabies"	"scabies"
"DOID:2825"	"nose disease"	"upper respiratory tract disease"
"DOID:0060048"	"nosophobia"	"specific phobia"
"DOID:3303"	"notochordal cancer"	"bone cancer"
"DOID:13963"	"nuclear senile cataract"	"senile cataract"
"DOID:0112065"	"nuclear type mitochondrial complex I deficiency"	"mitochondrial complex I deficiency"
"DOID:0112074"	"nuclear type mitochondrial complex I deficiency 1"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112075"	"nuclear type mitochondrial complex I deficiency 10"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112089"	"nuclear type mitochondrial complex I deficiency 11"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112099"	"nuclear type mitochondrial complex I deficiency 12"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112076"	"nuclear type mitochondrial complex I deficiency 13"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112094"	"nuclear type mitochondrial complex I deficiency 14"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112077"	"nuclear type mitochondrial complex I deficiency 15"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112096"	"nuclear type mitochondrial complex I deficiency 16"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112078"	"nuclear type mitochondrial complex I deficiency 17"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112070"	"nuclear type mitochondrial complex I deficiency 18"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112085"	"nuclear type mitochondrial complex I deficiency 19"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112083"	"nuclear type mitochondrial complex I deficiency 2"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112072"	"nuclear type mitochondrial complex I deficiency 20"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112088"	"nuclear type mitochondrial complex I deficiency 21"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112069"	"nuclear type mitochondrial complex I deficiency 22"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112087"	"nuclear type mitochondrial complex I deficiency 23"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112079"	"nuclear type mitochondrial complex I deficiency 24"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112067"	"nuclear type mitochondrial complex I deficiency 25"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112086"	"nuclear type mitochondrial complex I deficiency 26"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112090"	"nuclear type mitochondrial complex I deficiency 27"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112095"	"nuclear type mitochondrial complex I deficiency 28"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112084"	"nuclear type mitochondrial complex I deficiency 29"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112093"	"nuclear type mitochondrial complex I deficiency 3"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112098"	"nuclear type mitochondrial complex I deficiency 30"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112071"	"nuclear type mitochondrial complex I deficiency 31"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112080"	"nuclear type mitochondrial complex I deficiency 32"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112097"	"nuclear type mitochondrial complex I deficiency 33"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112091"	"nuclear type mitochondrial complex I deficiency 34"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112139"	"nuclear type mitochondrial complex I deficiency 35"	"mitochondrial complex I deficiency"
"DOID:0112082"	"nuclear type mitochondrial complex I deficiency 4"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112068"	"nuclear type mitochondrial complex I deficiency 5"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112066"	"nuclear type mitochondrial complex I deficiency 6"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112092"	"nuclear type mitochondrial complex I deficiency 7"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112081"	"nuclear type mitochondrial complex I deficiency 8"	"nuclear type mitochondrial complex I deficiency"
"DOID:0112073"	"nuclear type mitochondrial complex I deficiency 9"	"nuclear type mitochondrial complex I deficiency"
"DOID:9954"	"null-cell leukemia"	"acute lymphoblastic leukemia"
"DOID:4379"	"nut allergy"	"food allergy"
"DOID:13739"	"nutmeg liver"	"hepatic vascular disease"
"DOID:374"	"nutrition disease"	"acquired metabolic disease"
"DOID:5113"	"nutritional deficiency disease"	"nutrition disease"
"DOID:1209"	"nutritional optic neuropathy"	"optic neuritis"
"DOID:9970"	"obesity"	"overnutrition"
"DOID:0111706"	"oblique facial clefting 1"	"orofacial cleft"
"DOID:10933"	"obsessive-compulsive disorder"	"anxiety disorder"
"DOID:10932"	"obsessive-compulsive personality disorder"	"personality disorder"
"DOID:14159"	"obstructive hydrocephalus"	"hydrocephalus"
"DOID:13603"	"obstructive jaundice"	"cholestasis"
"DOID:2320"	"obstructive lung disease"	"lung disease"
"DOID:0070314"	"obstructive nephropathy"	"kidney disease"
"DOID:0050848"	"obstructive sleep apnea"	"sleep apnea"
"DOID:0111272"	"occipital horn syndrome"	"metal metabolism disorder"
"DOID:910"	"occipital lobe neoplasm"	"cerebrum cancer"
"DOID:9714"	"occlusion of gallbladder"	"gallbladder disease"
"DOID:5976"	"occlusion precerebral artery"	"cerebrovascular disease"
"DOID:0050578"	"occult macular dystrophy"	"macular degeneration"
"DOID:0080820"	"occupational asthma"	"environmental induced asthma"
"DOID:4404"	"occupational dermatitis"	"contact dermatitis"
"DOID:14223"	"ochronosis"	"connective tissue disease"
"DOID:0050633"	"ocular albinism 1"	"eye disease"
"DOID:0090100"	"ocular albinism with sensorineural deafness"	"ocular albinism 1"
"DOID:2174"	"ocular cancer"	"sensory system cancer"
"DOID:1248"	"ocular hyperemia"	"conjunctival disease"
"DOID:9282"	"ocular hypertension"	"eye disease"
"DOID:790"	"ocular hypotension"	"eye disease"
"DOID:1752"	"ocular melanoma"	"ocular cancer"
"DOID:1279"	"ocular motility disease"	"cranial nerve disease"
"DOID:0080849"	"ocular motor apraxia, Cogan type"	"eye disease"
"DOID:0070344"	"ocular tuberculosis"	"tuberculosis"
"DOID:0060482"	"oculoauricular syndrome"	"syndrome"
"DOID:1056"	"oculocerebrorenal syndrome"	"syndrome"
"DOID:0050632"	"oculocutaneous albinism"	"syndrome"
"DOID:0070094"	"oculocutaneous albinism type IA"	"oculocutaneous albinism"
"DOID:0070095"	"oculocutaneous albinism type IB"	"oculocutaneous albinism"
"DOID:0070096"	"oculocutaneous albinism type II"	"oculocutaneous albinism"
"DOID:0070097"	"oculocutaneous albinism type III"	"oculocutaneous albinism"
"DOID:0070098"	"oculocutaneous albinism type IV"	"oculocutaneous albinism"
"DOID:0070099"	"oculocutaneous albinism type V"	"oculocutaneous albinism"
"DOID:0080614"	"oculocutaneous albinism type VI"	"oculocutaneous albinism"
"DOID:0070100"	"oculocutaneous albinism type VII"	"oculocutaneous albinism"
"DOID:0060291"	"oculodentodigital dysplasia"	"syndrome"
"DOID:0111705"	"oculoectodermal syndrome"	"ectodermal dysplasia"
"DOID:13226"	"oculoglandular tularemia"	"tularemia"
"DOID:0050842"	"oculogyric crisis"	"focal dystonia"
"DOID:11550"	"oculomotor nerve paralysis"	"third cranial nerve disease"
"DOID:11719"	"oculopharyngeal muscular dystrophy"	"muscular dystrophy"
"DOID:0081296"	"oculopharyngodistal myopathy"	"myopathy"
"DOID:0081297"	"oculopharyngodistal myopathy 1"	"oculopharyngodistal myopathy"
"DOID:0081298"	"oculopharyngodistal myopathy 2"	"oculopharyngodistal myopathy"
"DOID:0081299"	"oculopharyngodistal myopathy 3"	"oculopharyngodistal myopathy"
"DOID:0081300"	"oculopharyngodistal myopathy 4"	"oculopharyngodistal myopathy"
"DOID:11736"	"odontoclasia"	"dental caries"
"DOID:3983"	"oesophagostomiasis"	"parasitic helminthiasis infectious disease"
"DOID:12581"	"olecranon bursitis"	"enthesopathy"
"DOID:8057"	"olfactory groove meningioma"	"anterior cranial fossa meningioma"
"DOID:367"	"olfactory nerve disease"	"glossopharyngeal nerve disease"
"DOID:8256"	"olfactory neural tumor"	"malignant olfactory nerve neoplasm"
"DOID:369"	"olfactory neuroblastoma"	"malignant olfactory nerve neoplasm"
"DOID:0070311"	"oligoasthenoteratozoospermia"	"male infertility"
"DOID:3181"	"oligodendroglioma"	"high grade glioma"
"DOID:0081281"	"oligodendroglioma, IDH-mutant and 1p/19q-codeleted grade 2"	"IDH-mutant and 1p/19q-codeleted oligodendroglioma"
"DOID:0081282"	"oligodendroglioma, IDH-mutant and 1p/19q-codeleted, grade 3"	"IDH-mutant and 1p/19q-codeleted oligodendroglioma"
"DOID:12215"	"oligohydramnios"	"placenta disease"
"DOID:0111142"	"oligomeganephronia"	"renal hypoplasia"
"DOID:14228"	"oligospermia"	"male infertility"
"DOID:14784"	"olivopontocerebellar atrophy"	"neurodegenerative disease"
"DOID:0060288"	"omodysplasia"	"osteochondrodysplasia"
"DOID:0080844"	"omodysplasia 1"	"omodysplasia"
"DOID:0080845"	"omodysplasia 2"	"omodysplasia"
"DOID:0060327"	"omphalocele"	"physical disorder"
"DOID:11678"	"onchocerciasis"	"filariasis"
"DOID:8161"	"oncocytic carcinoma of the thyroid"	"follicular thyroid carcinoma"
"DOID:10974"	"oophoritis"	"ovarian disease"
"DOID:1067"	"open-angle glaucoma"	"glaucoma"
"DOID:9699"	"ophthalmia neonatorum"	"bacterial conjunctivitis"
"DOID:9722"	"ophthalmia nodosa"	"eye disease"
"DOID:0050268"	"ophthalmomyiasis"	"myiasis"
"DOID:539"	"ophthalmoplegia"	"ocular motility disease"
"DOID:2559"	"opiate dependence"	"drug dependence"
"DOID:11206"	"opioid abuse"	"substance abuse"
"DOID:13768"	"opisthorchiasis"	"parasitic helminthiasis infectious disease"
"DOID:0050340"	"opportunistic bacterial infectious disease"	"bacterial infectious disease"
"DOID:2473"	"opportunistic mycosis"	"systemic mycosis"
"DOID:0050856"	"oppositional defiant disorder"	"specific developmental disorder"
"DOID:5723"	"optic atrophy"	"optic nerve disease"
"DOID:0111441"	"optic atrophy 1"	"optic atrophy"
"DOID:0111434"	"optic atrophy 10"	"optic atrophy"
"DOID:0111436"	"optic atrophy 11"	"optic atrophy"
"DOID:0080840"	"optic atrophy 12"	"optic atrophy"
"DOID:0111443"	"optic atrophy 2"	"optic atrophy"
"DOID:0111433"	"optic atrophy 3"	"optic atrophy"
"DOID:0111440"	"optic atrophy 4"	"optic atrophy"
"DOID:0111438"	"optic atrophy 5"	"optic atrophy"
"DOID:0111435"	"optic atrophy 6"	"optic atrophy"
"DOID:0111437"	"optic atrophy 7"	"optic atrophy"
"DOID:0111439"	"optic atrophy 8"	"optic atrophy"
"DOID:0111442"	"optic atrophy 9"	"optic atrophy"
"DOID:0080635"	"optic disc anomalies with retinal and/or macular dystrophy"	"microphthalmia"
"DOID:13561"	"optic disk drusen"	"optic nerve disease"
"DOID:4991"	"optic nerve astrocytoma"	"optic nerve glioma"
"DOID:1891"	"optic nerve disease"	"cranial nerve disease"
"DOID:4992"	"optic nerve glioma"	"optic nerve neoplasm"
"DOID:3419"	"optic nerve neoplasm"	"cranial nerve malignant neoplasm"
"DOID:5632"	"optic nerve sheath meningioma"	"optic nerve neoplasm"
"DOID:1210"	"optic neuritis"	"optic nerve disease"
"DOID:10175"	"optic papillitis"	"optic neuritis"
"DOID:14262"	"oral candidiasis"	"candidiasis"
"DOID:8618"	"oral cavity cancer"	"gastrointestinal system cancer"
"DOID:0050610"	"oral cavity carcinoma in situ"	"in situ carcinoma"
"DOID:0060315"	"oral hairy leukoplakia"	"mouth disease"
"DOID:4557"	"oral leukoedema"	"mouth disease"
"DOID:9655"	"oral mucosa leukoplakia"	"mouth disease"
"DOID:0080900"	"oral rhabdomyosarcoma"	"rhabdomyosarcoma"
"DOID:0050866"	"oral squamous cell carcinoma"	"oral cavity cancer"
"DOID:5773"	"oral submucous fibrosis"	"mouth disease"
"DOID:402"	"oral tuberculosis"	"gastrointestinal tuberculosis"
"DOID:0060508"	"orange allergy"	"fruit allergy"
"DOID:4384"	"orbit alveolar rhabdomyosarcoma"	"orbit rhabdomyosarcoma"
"DOID:3258"	"orbit embryonal rhabdomyosarcoma"	"orbit rhabdomyosarcoma"
"DOID:9986"	"orbit lymphoma"	"orbital cancer"
"DOID:3259"	"orbit rhabdomyosarcoma"	"orbit sarcoma"
"DOID:9987"	"orbit sarcoma"	"orbital cancer"
"DOID:4143"	"orbital cancer"	"bone cancer"
"DOID:11234"	"orbital cellulitis"	"acute orbital inflammation"
"DOID:14233"	"orbital cyst"	"orbital disease"
"DOID:930"	"orbital disease"	"bone disease"
"DOID:10499"	"orbital granuloma"	"chronic orbital inflammation"
"DOID:11232"	"orbital osteomyelitis"	"acute orbital inflammation"
"DOID:11231"	"orbital periostitis"	"acute orbital inflammation"
"DOID:9369"	"orbital plasma cell granuloma"	"chronic orbital inflammation"
"DOID:11233"	"orbital tenonitis"	"acute orbital inflammation"
"DOID:2518"	"orchitis"	"testicular disease"
"DOID:0060085"	"organ system benign neoplasm"	"benign neoplasm"
"DOID:0050686"	"organ system cancer"	"cancer"
"DOID:0060159"	"organic acidemia"	"amino acid metabolic disorder"
"DOID:0081393"	"organophosphate-induced delayed polyneuropathy"	"inflammatory and toxic neuropathy"
"DOID:9271"	"ornithine carbamoyltransferase deficiency"	"urea cycle disorder"
"DOID:0050720"	"ornithine translocase deficiency"	"amino acid metabolic disorder"
"DOID:11262"	"ornithosis"	"primary bacterial infectious disease"
"DOID:0050567"	"orofacial cleft"	"physical disorder"
"DOID:0080395"	"orofacial cleft 1"	"orofacial cleft"
"DOID:0080403"	"orofacial cleft 10"	"orofacial cleft"
"DOID:0080404"	"orofacial cleft 11"	"orofacial cleft"
"DOID:0080405"	"orofacial cleft 12"	"orofacial cleft"
"DOID:0080406"	"orofacial cleft 13"	"orofacial cleft"
"DOID:0080407"	"orofacial cleft 14"	"orofacial cleft"
"DOID:0080408"	"orofacial cleft 15"	"orofacial cleft"
"DOID:0080396"	"orofacial cleft 2"	"orofacial cleft"
"DOID:0080397"	"orofacial cleft 3"	"orofacial cleft"
"DOID:0080398"	"orofacial cleft 4"	"orofacial cleft"
"DOID:0080399"	"orofacial cleft 5"	"orofacial cleft"
"DOID:0080593"	"orofacial cleft 6"	"orofacial cleft"
"DOID:0080400"	"orofacial cleft 7"	"orofacial cleft"
"DOID:0080401"	"orofacial cleft 8"	"orofacial cleft"
"DOID:0080402"	"orofacial cleft 9"	"orofacial cleft"
"DOID:4501"	"orofaciodigital syndrome"	"syndrome"
"DOID:0060316"	"orofaciodigital syndrome I"	"orofaciodigital syndrome"
"DOID:0060959"	"orofaciodigital syndrome II"	"orofaciodigital syndrome"
"DOID:0060373"	"orofaciodigital syndrome III"	"orofaciodigital syndrome"
"DOID:0060374"	"orofaciodigital syndrome IV"	"orofaciodigital syndrome"
"DOID:0060382"	"orofaciodigital syndrome IX"	"orofaciodigital syndrome"
"DOID:0060375"	"orofaciodigital syndrome V"	"orofaciodigital syndrome"
"DOID:0060377"	"orofaciodigital syndrome VII"	"orofaciodigital syndrome"
"DOID:0060378"	"orofaciodigital syndrome VIII"	"orofaciodigital syndrome"
"DOID:0060380"	"orofaciodigital syndrome X"	"orofaciodigital syndrome"
"DOID:0060381"	"orofaciodigital syndrome XI"	"orofaciodigital syndrome"
"DOID:0060958"	"orofaciodigital syndrome XIV"	"orofaciodigital syndrome"
"DOID:0060960"	"orofaciodigital syndrome XIX"	"orofaciodigital syndrome"
"DOID:0080254"	"orofaciodigital syndrome XVI"	"orofaciodigital syndrome"
"DOID:0080289"	"orofaciodigital syndrome XVII"	"orofaciodigital syndrome"
"DOID:0060961"	"orofaciodigital syndrome XVIII"	"orofaciodigital syndrome"
"DOID:0060962"	"orofaciodigital syndrome XX"	"orofaciodigital syndrome"
"DOID:0050843"	"oromandibular dystonia"	"focal dystonia"
"DOID:0050059"	"oropharyngeal anthrax"	"gastrointestinal anthrax"
"DOID:8557"	"oropharynx cancer"	"pharynx cancer"
"DOID:0050833"	"orotic aciduria"	"pyrimidine metabolic disorder"
"DOID:9617"	"orthostatic proteinuria"	"kidney disease"
"DOID:0050130"	"osmotic diarrhea"	"diarrhea"
"DOID:0060887"	"ossification of the posterior longitudinal ligament of spine"	"connective tissue disease"
"DOID:180"	"ossifying fibroma"	"bone benign neoplasm"
"DOID:2685"	"ossifying fibromyxoid tumor"	"mesenchymal cell neoplasm"
"DOID:3341"	"osteitis fibrosa"	"bone resorption disease"
"DOID:8398"	"osteoarthritis"	"arthritis"
"DOID:0060098"	"osteoblastoma"	"bone benign neoplasm"
"DOID:84"	"osteochondritis dissecans"	"ischemic bone disease"
"DOID:2256"	"osteochondrodysplasia"	"bone development disease"
"DOID:8125"	"osteochondrosis"	"ischemic bone disease"
"DOID:7718"	"osteoclast-like giant cell neoplasm of the pancreas"	"pancreatic ductal adenocarcinoma"
"DOID:12347"	"osteogenesis imperfecta"	"osteochondrodysplasia"
"DOID:0110334"	"osteogenesis imperfecta type 1"	"osteogenesis imperfecta"
"DOID:0110346"	"osteogenesis imperfecta type 10"	"osteogenesis imperfecta"
"DOID:0110351"	"osteogenesis imperfecta type 11"	"osteogenesis imperfecta"
"DOID:0110348"	"osteogenesis imperfecta type 12"	"osteogenesis imperfecta"
"DOID:0110342"	"osteogenesis imperfecta type 13"	"osteogenesis imperfecta"
"DOID:0110343"	"osteogenesis imperfecta type 14"	"osteogenesis imperfecta"
"DOID:0110347"	"osteogenesis imperfecta type 15"	"osteogenesis imperfecta"
"DOID:0110345"	"osteogenesis imperfecta type 16"	"osteogenesis imperfecta"
"DOID:0110338"	"osteogenesis imperfecta type 17"	"osteogenesis imperfecta"
"DOID:0111848"	"osteogenesis imperfecta type 18"	"osteogenesis imperfecta"
"DOID:0111847"	"osteogenesis imperfecta type 19"	"osteogenesis imperfecta"
"DOID:0110341"	"osteogenesis imperfecta type 2"	"osteogenesis imperfecta"
"DOID:0111849"	"osteogenesis imperfecta type 20"	"osteogenesis imperfecta"
"DOID:0112201"	"osteogenesis imperfecta type 21"	"osteogenesis imperfecta"
"DOID:0110339"	"osteogenesis imperfecta type 3"	"osteogenesis imperfecta"
"DOID:0110340"	"osteogenesis imperfecta type 4"	"osteogenesis imperfecta"
"DOID:0110344"	"osteogenesis imperfecta type 5"	"osteogenesis imperfecta"
"DOID:0110350"	"osteogenesis imperfecta type 6"	"osteogenesis imperfecta"
"DOID:0110337"	"osteogenesis imperfecta type 7"	"osteogenesis imperfecta"
"DOID:0110336"	"osteogenesis imperfecta type 8"	"osteogenesis imperfecta"
"DOID:0110349"	"osteogenesis imperfecta type 9"	"osteogenesis imperfecta"
"DOID:0110335"	"osteogenesis imperfecta with opalescent teeth, blue sclerae and wormian bones but without fractures"	"osteogenesis imperfecta"
"DOID:0111532"	"osteoglophonic dysplasia"	"osteochondrodysplasia"
"DOID:10573"	"osteomalacia"	"bone remodeling disease"
"DOID:1019"	"osteomyelitis"	"bone inflammation disease"
"DOID:10159"	"osteonecrosis"	"ischemic bone disease"
"DOID:0060886"	"osteopathia striata with cranial sclerosis"	"osteosclerosis"
"DOID:13533"	"osteopetrosis"	"osteosclerosis"
"DOID:11991"	"osteopoikilosis"	"osteosclerosis"
"DOID:11476"	"osteoporosis"	"bone resorption disease"
"DOID:0060849"	"osteoporosis-pseudoglioma syndrome"	"syndrome"
"DOID:3347"	"osteosarcoma"	"bone sarcoma"
"DOID:7542"	"osteosarcoma arising in bone Paget's disease"	"bone osteosarcoma"
"DOID:4254"	"osteosclerosis"	"bone remodeling disease"
"DOID:0081111"	"osteosclerotic metaphyseal dysplasia"	"metaphyseal dysplasia"
"DOID:9541"	"osteosclerotic myeloma"	"multiple myeloma"
"DOID:3985"	"ostertagiasis"	"trichostrongyloidiasis"
"DOID:9463"	"otitis externa"	"external ear disease"
"DOID:3930"	"otitis interna"	"inner ear disease"
"DOID:10754"	"otitis media"	"middle ear disease"
"DOID:0050147"	"otomycosis"	"otitis externa"
"DOID:0111782"	"otopalatodigital syndrome spectrum disorder"	"bone development disease"
"DOID:0111783"	"otopalatodigital syndrome type 1"	"otopalatodigital syndrome spectrum disorder"
"DOID:0111784"	"otopalatodigital syndrome type 2"	"otopalatodigital syndrome spectrum disorder"
"DOID:10261"	"otorrhea"	"auditory system disease"
"DOID:2000"	"otosalpingitis"	"eustachian tube disease"
"DOID:12185"	"otosclerosis"	"inner ear disease"
"DOID:0060920"	"otosclerosis 1"	"otosclerosis"
"DOID:0060927"	"otosclerosis 10"	"otosclerosis"
"DOID:0060928"	"otosclerosis 11"	"otosclerosis"
"DOID:0060921"	"otosclerosis 2"	"otosclerosis"
"DOID:0060922"	"otosclerosis 3"	"otosclerosis"
"DOID:0060923"	"otosclerosis 4"	"otosclerosis"
"DOID:0060924"	"otosclerosis 5"	"otosclerosis"
"DOID:0060925"	"otosclerosis 7"	"otosclerosis"
"DOID:0060926"	"otosclerosis 8"	"otosclerosis"
"DOID:0080677"	"otospondylomegaepiphyseal dysplasia, autosomal dominant"	"osteochondrodysplasia"
"DOID:0080026"	"otospondylomegaepiphyseal dysplasia, autosomal recessive"	"osteochondrodysplasia"
"DOID:0080163"	"otulipenia"	"immune system disease"
"DOID:2636"	"ovarian Brenner tumor"	"ovarian benign neoplasm"
"DOID:2153"	"ovarian Wilms' cancer"	"ovarian cancer"
"DOID:4527"	"ovarian angiosarcoma"	"angiosarcoma"
"DOID:0060112"	"ovarian benign neoplasm"	"female reproductive organ benign neoplasm"
"DOID:6232"	"ovarian biphasic or triphasic teratoma"	"ovarian germ cell teratoma"
"DOID:2394"	"ovarian cancer"	"female reproductive organ cancer"
"DOID:4001"	"ovarian carcinoma"	"malignant ovarian surface epithelial-stromal neoplasm"
"DOID:6170"	"ovarian carcinosarcoma"	"malignant ovarian surface epithelial-stromal neoplasm"
"DOID:5304"	"ovarian clear cell adenocarcinoma"	"ovary adenocarcinoma"
"DOID:5897"	"ovarian clear cell adenofibroma"	"ovarian benign neoplasm"
"DOID:0050934"	"ovarian clear cell carcinoma"	"ovarian carcinoma"
"DOID:7438"	"ovarian clear cell cystadenocarcinoma"	"ovarian cystadenocarcinoma"
"DOID:5896"	"ovarian clear cell cystadenofibroma"	"ovarian clear cell adenofibroma"
"DOID:6554"	"ovarian clear cell malignant adenofibroma"	"ovarian cancer"
"DOID:5119"	"ovarian cyst"	"ovarian disease"
"DOID:3605"	"ovarian cystadenocarcinoma"	"ovary adenocarcinoma"
"DOID:3269"	"ovarian cystadenoma"	"ovarian benign neoplasm"
"DOID:5118"	"ovarian cystic teratoma"	"mature teratoma of the ovary"
"DOID:1100"	"ovarian disease"	"female reproductive system disease"
"DOID:1414"	"ovarian dysfunction"	"ovarian disease"
"DOID:0080493"	"ovarian dysgenesis 1"	"46 XX gonadal dysgenesis"
"DOID:0061014"	"ovarian dysgenesis 10"	"46 XX gonadal dysgenesis"
"DOID:0080494"	"ovarian dysgenesis 2"	"46 XX gonadal dysgenesis"
"DOID:0080495"	"ovarian dysgenesis 3"	"46 XX gonadal dysgenesis"
"DOID:0080496"	"ovarian dysgenesis 4"	"46 XX gonadal dysgenesis"
"DOID:0080497"	"ovarian dysgenesis 5"	"46 XX gonadal dysgenesis"
"DOID:0080498"	"ovarian dysgenesis 6"	"46 XX gonadal dysgenesis"
"DOID:0080499"	"ovarian dysgenesis 7"	"46 XX gonadal dysgenesis"
"DOID:0080500"	"ovarian dysgenesis 8"	"46 XX gonadal dysgenesis"
"DOID:0061013"	"ovarian dysgenesis 9"	"46 XX gonadal dysgenesis"
"DOID:5681"	"ovarian embryonal carcinoma"	"ovarian cancer"
"DOID:5350"	"ovarian endodermal sinus tumor"	"ovarian primitive germ cell tumor"
"DOID:6212"	"ovarian endometrial cancer"	"ovary epithelial cancer"
"DOID:5480"	"ovarian endometrioid adenofibroma"	"ovarian benign neoplasm"
"DOID:7411"	"ovarian endometrioid cystadenofibroma"	"ovarian endometrioid adenofibroma"
"DOID:7191"	"ovarian endometrioid cystadenoma"	"ovarian cystadenoma"
"DOID:6445"	"ovarian endometrioid malignant adenofibroma"	"ovarian carcinosarcoma"
"DOID:5169"	"ovarian endometrioid stromal sarcoma"	"ovary sarcoma"
"DOID:6314"	"ovarian fetiform teratoma"	"mature teratoma of the ovary"
"DOID:2156"	"ovarian germ cell cancer"	"ovarian cancer"
"DOID:2641"	"ovarian germ cell monodermal and highly specialized teratoma"	"monodermal teratoma"
"DOID:5567"	"ovarian germ cell teratoma"	"ovarian germ cell cancer"
"DOID:3578"	"ovarian gonadoblastoma"	"ovarian benign neoplasm"
