ID	LABEL	SubClass Of [ANON]
DOID:4933	apocrine carcinoma	'derives from' some ('epithelial cell' and (has_origin some gland))
DOID:4938	ureter adenocarcinoma	'derives from' some ('epithelial cell' and (has_origin some gland))
DOID:4939	ureter carcinoma	'derives from' some 'epithelial cell'|'disease has location' some ureter
DOID:4944	gastroesophageal junction adenocarcinoma	'derives from' some ('epithelial cell' and (has_origin some gland))|'disease has location' some 'esophagogastric junction'
DOID:4948	gallbladder carcinoma	'derives from' some 'epithelial cell'|'disease has location' some gallbladder
DOID:4952	postpoliomyelitis syndrome	'has symptom' some 'breathing problems'|'has symptom' some 'muscle pain'|'has symptom' some 'muscle weakness'|'has symptom' some 'sleep apnea'
DOID:4953	poliomyelitis	'disease has location' some 'ventral horn of spinal cord'|'has material basis in' some ('Poliovirus 1' or 'Poliovirus 2' or 'Poliovirus 3')|'has symptom' some 'flaccid paralysis'|'has symptom' some 'pharynx inflammation'|'has symptom' some 'stiff neck'|'has symptom' some fatigue|'has symptom' some fever|'has symptom' some headache|'has symptom' some vomiting
DOID:4962	pericardial tuberculosis	'disease has location' some pericardium|'has phenotype' some 'Pericardial constriction'|'has symptom' some 'pericardial effusion'
DOID:4964	neurotic disorder	'has symptom' some hallucination
DOID:4969	Gerstmann syndrome	'disease has feature' some 'finger agnosia'|'has symptom' some agraphia
DOID:4974	actinobacillosis	'disease has location' some 'respiratory system'|'has material basis in' some 'Actinobacillus ureae'
DOID:4986	nonparalytic poliomyelitis	'disease has location' some 'motor neuron'|'has symptom' some 'pharynx inflammation'|'has symptom' some 'stiff neck'|'has symptom' some fatigue|'has symptom' some fever|'has symptom' some headache|'has symptom' some vomiting
DOID:4988	alcoholic pancreatitis	'has disease driver' some alcohol
DOID:4989	pancreatitis	'disease has location' some pancreas
DOID:4990	essential tremor	'has symptom' some tremor
DOID:4991	optic nerve astrocytoma	'derives from' some 'glial cell'|'disease has location' some 'cranial nerve II'
DOID:4994	adenomyoma of uterine corpus	'disease has location' some 'body of uterus'
DOID:4995	cervical adenomyoma	'disease has location' some 'uterine cervix'
DOID:4997	Camurati-Engelmann disease	'disease has basis in' some gene
DOID:4998	trichorhinophalangeal syndrome type II	'disease has location' some epiphysis|'has material basis in' some 'autosomal dominant inheritance'|'has symptom' some 'short stature'
DOID:501	central nervous system hemangioma	'derives from' some 'endothelial cell'
DOID:5031	adult pineal parenchymal tumor	'existence starts during' some 'Adult onset'
DOID:5047	granular cell tumor of the sellar region	'disease has location' some neurohypophysis
DOID:5052	melioidosis	'has material basis in' some 'Burkholderia pseudomallei'|'has symptom' some 'chest pain'|'has symptom' some fever|'transmitted by' some 'contact transmission'
DOID:5056	adult cerebellar neoplasm	'existence starts during' some 'Adult onset'
DOID:5059	childhood cerebellar neoplasm	'existence starts during' some 'Childhood onset'
DOID:5074	high grade ependymoma	'disease has location' some 'telencephalic ventricle'
DOID:5078	ganglioglioma	'disease has location' some 'central nervous system'
DOID:5112	copper deficiency myelopathy	'disease has feature' some neutropenia|'has symptom' some 'loss of balance'|'has symptom' some anemia|'has symptom' some ataxia
DOID:5117	dermoid cyst of ovary	'disease has location' some ovary
DOID:5123	mediastinum leiomyoma	'derives from' some 'smooth muscle cell'|'disease has location' some mediastinum
DOID:5124	fallopian tube leiomyoma	'derives from' some 'smooth muscle cell'
DOID:5125	extrahepatic bile duct leiomyoma	'derives from' some 'smooth muscle cell'|'disease has location' some 'extrahepatic bile duct'
DOID:5126	central nervous system leiomyoma	'derives from' some 'smooth muscle cell'|'disease has location' some 'central nervous system'
DOID:5134	anus leiomyoma	'derives from' some 'smooth muscle cell'|'disease has location' some anus
DOID:5136	lung leiomyoma	'derives from' some 'smooth muscle cell'
DOID:5137	pericardium leiomyoma	'derives from' some 'smooth muscle cell'|'disease has location' some pericardium
DOID:5140	gallbladder leiomyoma	'derives from' some 'smooth muscle cell'
DOID:5143	large bowel leiomyoma	'derives from' some 'smooth muscle cell'|'disease has location' some 'large intestine'
DOID:5146	appendix leiomyoma	'derives from' some 'smooth muscle cell'|'disease has location' some 'vermiform appendix'
DOID:5154	borna disease	'disease has location' some 'central nervous system'|'has phenotype' some 'Cognitive impairment'|'transmitted by' some 'droplet spread transmission'|('has material basis in' some 'Borna disease virus') or ('has material basis in' some 'Borna disease virus 1')
DOID:5157	benign pleural mesothelioma	'derives from' some 'squamous epithelial cell'|'disease has location' some mesothelium|'disease has location' some pleura
DOID:5165	uterine corpus sarcoma	'derives from' some 'embryonic cell (metazoa)'|'disease has location' some 'body of uterus'
DOID:5196	fallopian tube adenomatoid tumor	'derives from' some 'squamous epithelial cell'|'disease has location' some mesothelium|has_origin some gland
DOID:5199	ureteral obstruction	'disease has location' some ureter
DOID:5212	congenital disorder of glycosylation	'disease has basis in' some 'Abnormality of prenatal development or birth'
DOID:5240	retinal hemangioblastoma	'derives from' some 'endothelial cell'|'disease has location' some retina
DOID:525	central nervous system vasculitis	'has symptom' some inflammation
DOID:526	human immunodeficiency virus infectious disease	'has material basis in' some ('Human immunodeficiency virus 1' or 'Human immunodeficiency virus 2' or 'Human immunodeficiency virus')|'has symptom' some 'apthous ulcer'|'has symptom' some 'pharynx inflammation'|'has symptom' some diarrhea|'has symptom' some fatigue|'has symptom' some fever|'has symptom' some headache|'has symptom' some lymphadenitis|'transmitted by' some ('congenital transmission' or 'contact transmission' or 'vehicle-borne fomite transmission' or 'vehicle-borne ingestion transmission' or 'vehicle-borne medical transmission')
DOID:5260	colon sarcoma	'derives from' some 'embryonic cell (metazoa)'|'disease has location' some colon
DOID:5275	gallbladder leiomyosarcoma	'disease has location' some gallbladder
DOID:5293	extrahepatic bile duct leiomyosarcoma	'disease has location' some 'extrahepatic bile duct'
DOID:5295	intestinal disease	'has symptom' some inflammation
DOID:53	pituitary gland disease	'disease has location' some 'pituitary gland'
DOID:5302	uterine ligament clear cell adenocarcinoma	'disease has location' some 'uterine ligament'
DOID:5303	cervical clear cell adenocarcinoma	'disease has location' some 'uterine cervix'
DOID:5324	fallopian tube germ cell cancer	'derives from' some 'germ cell'
DOID:5325	Roberts syndrome	'has material basis in' some 'autosomal recessive inheritance'
DOID:5342	childhood endodermal sinus tumor	'existence starts during' some 'Childhood onset'
DOID:5343	central nervous system endodermal sinus tumor	'disease has location' some 'central nervous system'
DOID:5348	adult endodermal sinus tumor	'existence starts during' some 'Adult onset'
DOID:5349	central nervous system adult germ cell tumor	'existence starts during' some 'Adult onset'
DOID:5362	focal epithelial hyperplasia	'has material basis in' some 'Human papillomavirus types'|'has symptom' some 'mouth papules'
DOID:5368	Wolffian duct adenocarcinoma	'disease has location' some 'mesonephric duct'
DOID:5381	bile duct adenoma	'disease has location' some 'bile duct'|('derives from' some 'epithelial cell') and (has_origin some gland)
DOID:5382	Bartholin's gland adenoma	'disease has location' some 'major vestibular gland'|('derives from' some 'epithelial cell') and (has_origin some gland)
DOID:5384	bile duct cystadenoma	'derives from' some 'epithelial cell'|'disease has location' some 'bile duct'
DOID:5386	lung adenoma	('derives from' some 'epithelial cell') and (has_origin some gland)
DOID:5387	middle ear adenoma	'derives from' some ('epithelial cell' and (has_origin some gland))|'disease has location' some 'middle ear'
DOID:5391	bronchus adenoma	('derives from' some 'epithelial cell') and (has_origin some gland)
DOID:5392	acidophil adenoma	'disease has location' some eosinophil
DOID:5393	brain angioma	'derives from' some 'endothelial cell'|'disease has location' some brain
DOID:5398	lipoadenoma	'derives from' some ('epithelial cell' and (has_origin some gland))|'disease has location' some 'adipose tissue'
DOID:5402	vaginal adenoma	('derives from' some 'epithelial cell') and (has_origin some gland)
DOID:5403	microcystic adenoma	'derives from' some ('epithelial cell' and (has_origin some gland))
DOID:5408	Paget's disease of bone	'disease has location' some ('vertebral column' or 'bony pelvis' or limb or skull)
DOID:5425	ovarian hyperstimulation syndrome	'has symptom' some 'abdominal pain'|'has symptom' some nausea|'has symptom' some vomiting
DOID:5427	urinary bladder villous adenoma	'disease has location' some 'urinary bladder'|('derives from' some 'epithelial cell') and (has_origin some gland)
DOID:5433	urinary tract papillary transitional cell benign neoplasm	'derives from' some 'epithelial cell'|'derives from' some mucosa
DOID:5437	intrahepatic bile duct adenoma	'disease has location' some 'intrahepatic bile duct'
DOID:5438	extrahepatic bile duct adenoma	'disease has location' some 'extrahepatic bile duct'
DOID:5446	eccrine papillary adenoma	('derives from' some 'epithelial cell') and (has_origin some gland)
DOID:5468	biliary papillomatosis	'derives from' some 'epithelial cell'|'derives from' some mucosa
DOID:5475	uterine corpus adenofibroma	'derives from' some 'epithelial cell'|'derives from' some 'stromal cell'|'disease has location' some 'body of uterus'
DOID:5478	fallopian tube adenofibroma	'derives from' some 'epithelial cell'|'derives from' some 'stromal cell'
DOID:5482	cystadenofibroma	'derives from' some 'epithelial cell'|'derives from' some 'ovarian surface epithelial cell'|'derives from' some 'stromal cell'
DOID:5501	Pediculus humanus capitis infestation	'has symptom' some irritability|'has symptom' some itching|'transmitted by' some 'contact transmission'
DOID:5502	lice infestation	'transmitted by' some 'contact transmission'
DOID:5503	spinal cord ependymoma	('derives from' some 'glial cell') and ('disease has location' some 'spinal cord')
DOID:5508	brain stem ependymoma	('derives from' some 'glial cell') and ('disease has location' some 'spinal cord')
DOID:5509	childhood ependymoma	'existence starts during' some 'Childhood onset'
DOID:551	toxic pneumonitis	'transmitted by' some 'airborne transmission'
DOID:5513	Pediculus humanus corporis infestation	'transmitted by' some 'contact transmission'
DOID:5514	breast squamous cell carcinoma	'derives from' some 'squamous epithelial cell'
DOID:5515	nasal cavity squamous cell carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some 'nasal cavity'
DOID:5516	gastric squamous cell carcinoma	'derives from' some 'squamous epithelial cell'
DOID:5517	stomach carcinoma	'derives from' some 'epithelial cell'|'disease has location' some stomach
DOID:5518	penis squamous cell carcinoma	'derives from' some 'squamous epithelial cell'
DOID:5519	colon squamous cell carcinoma	'derives from' some 'squamous epithelial cell'
DOID:552	pneumonia	'has symptom' some chills|'has symptom' some cough
DOID:5520	head and neck squamous cell carcinoma	'derives from' some 'squamous epithelial cell'
DOID:5522	basaloid squamous cell carcinoma	'has symptom' some necrosis
DOID:5524	adenoid squamous cell carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some 'pharyngeal tonsil'
DOID:5525	anal squamous cell carcinoma	'derives from' some 'squamous epithelial cell'
DOID:5526	middle ear squamous cell carcinoma	'derives from' some 'squamous epithelial cell'
DOID:5527	ampulla of Vater squamous cell carcinoma	'derives from' some 'squamous epithelial cell'
DOID:5528	rectum squamous cell carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some rectum
DOID:5529	lacrimal gland squamous cell carcinoma	'derives from' some 'squamous epithelial cell'
DOID:5530	thymus squamous cell carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some thymus
DOID:5531	ovarian squamous cell carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some ovary
DOID:5533	endometrial squamous cell carcinoma	'derives from' some 'squamous epithelial cell'
DOID:5534	renal pelvis squamous cell carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some 'renal pelvis'
DOID:5535	gallbladder squamous cell carcinoma	'derives from' some 'squamous epithelial cell'
DOID:5537	squamous cell bile duct carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some 'bile duct'
DOID:5538	external ear squamous cell carcinoma	'derives from' some 'squamous epithelial cell'
DOID:5539	ureter squamous cell carcinoma	'derives from' some 'squamous epithelial cell'
DOID:5540	fallopian tube squamous cell carcinoma	'derives from' some 'squamous epithelial cell'
DOID:5546	femoral cancer	'disease has location' some femur
DOID:5561	gastric teratoma	'disease has location' some stomach
DOID:5564	fallopian tube teratoma	'disease has location' some 'fallopian tube'
DOID:5565	adult teratoma	'existence starts during' some 'Adult onset'
DOID:5568	mediastinum teratoma	'disease has location' some mediastinum
DOID:5587	Volkmann contracture	'has symptom' some necrosis
DOID:5590	aggressive digital papillary adenocarcinoma	'derives from' some ('epithelial cell' and (has_origin some gland))
DOID:5591	eccrine papillary adenocarcinoma	'derives from' some ('epithelial cell' and (has_origin some gland))
DOID:5602	T-cell adult acute lymphocytic leukemia	'existence starts during' some 'Adult onset'|'has material basis in' some 'T cell'
DOID:5604	adult acute lymphocytic leukemia	'existence starts during' some 'Adult onset'
DOID:5614	eye disease	'adjacent to' some 'orbital region'
DOID:5623	adenosquamous breast carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some breast
DOID:5624	adenosquamous bile duct carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some 'bile duct'
DOID:5625	esophageal adenosquamous carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some esophagus
DOID:5626	thymus adenosquamous carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some thymus
DOID:5627	adenosquamous gallbladder carcinoma	'derives from' some 'squamous epithelial cell'
DOID:5628	ampulla of Vater adenosquamous carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some 'hepatopancreatic ampulla'
DOID:5629	adenosquamous colon carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some colon
DOID:5631	endometrial adenosquamous carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some endometrium
DOID:5634	adenosquamous prostate carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some 'prostate gland'
DOID:5635	gastric adenosquamous carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some stomach
DOID:5636	cervical adenosquamous carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some 'uterine cervix'
DOID:5637	pancreatic adenosquamous carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some pancreas
DOID:5641	diffuse pulmonary fibrosis	'has symptom' some 'chronic cough'|'has symptom' some fatigue
DOID:5642	localized pulmonary fibrosis	'has symptom' some 'chronic cough'|'has symptom' some fatigue
DOID:5643	urethral villous adenoma	('derives from' some 'epithelial cell') and (has_origin some gland)
DOID:5648	choroid plexus carcinoma	'derives from' some 'epithelial cell'|'disease has location' some 'choroid plexus'
DOID:5667	sweat gland carcinoma	'derives from' some 'epithelial cell'|'disease has location' some 'sweat gland'
DOID:5670	comedo carcinoma	'has symptom' some necrosis
DOID:5677	malignant extragonadal nonseminomatous germ cell tumor	'derives from' some 'germ cell'|'disease has location' some abdomen|'disease has location' some brain|'disease has location' some mediastinum
DOID:5680	embryonal testis carcinoma	'derives from' some 'epithelial cell'|'derives from' some 'germ cell'
DOID:5681	ovarian embryonal carcinoma	'derives from' some 'epithelial cell'|'derives from' some 'germ cell'|'disease has location' some ovary
DOID:5683	hereditary breast ovarian cancer syndrome	'has material basis in' some 'autosomal dominant inheritance'
DOID:5684	spondyloepimetaphyseal dysplasia, Sponastrime type	'has material basis in' some 'autosomal recessive inheritance'
DOID:5688	Werner syndrome	'has material basis in' some 'autosomal recessive inheritance'
DOID:5693	adult liposarcoma	'existence starts during' some 'Adult onset'
DOID:5695	childhood liposarcoma	'existence starts during' some 'Childhood onset'
DOID:5696	larynx liposarcoma	'disease has location' some larynx
DOID:5697	liposarcoma of the ovary	('derives from' some 'embryonic cell (metazoa)') and ('disease has location' some ovary)
DOID:5699	kidney liposarcoma	'disease has location' some kidney
DOID:5711	vulvar liposarcoma	('derives from' some 'embryonic cell (metazoa)') and ('disease has location' some 'mammalian vulva')
DOID:5723	optic atrophy	'has phenotype' some 'Abnormal optic nerve morphology'
DOID:5724	seminal vesicle cystadenoma	'derives from' some ('epithelial cell' and (has_origin some gland))|'disease has location' some 'seminal vesicle'
DOID:5728	diffuse peritoneal leiomyomatosis	'derives from' some 'smooth muscle cell'
DOID:5729	intravenous leiomyomatosis	'derives from' some 'smooth muscle cell'|'disease has location' some 'blood vessel'
DOID:5742	pancreatic acinar cell adenocarcinoma	'disease has location' some 'pancreatic acinar cell'
DOID:5746	ovarian serous cystadenocarcinoma	'derives from' some 'glandular secretory epithelial cell'
DOID:5748	rheumatic pulmonary valve disease	'has phenotype' some 'Abnormal circulating immunoglobulin concentration'
DOID:5750	endometrial serous adenocarcinoma	'disease has location' some 'body of uterus'
DOID:5751	pancreatic serous cystadenocarcinoma	'derives from' some 'glandular secretory epithelial cell'
DOID:5766	pulmonary sclerosing hemangioma	'derives from' some 'endothelial cell'
DOID:5809	childhood parosteal osteogenic sarcoma	'existence starts during' some 'Childhood onset'
DOID:5813	purine nucleoside phosphorylase deficiency	'has material basis in' some 'autosomal recessive inheritance'
DOID:5815	cerebral lymphoma	'has material basis in' some lymphocyte
DOID:5823	childhood lymphoma	'existence starts during' some 'Childhood onset'
DOID:5825	adult lymphoma	'existence starts during' some 'Adult onset'
DOID:5826	breast lymphoma	'has material basis in' some lymphocyte
DOID:5834	spermatocytoma	'derives from' some 'egg cell'|'derives from' some 'germ cell'|'derives from' some sperm|'disease has location' some testis
DOID:5842	testis seminoma	'derives from' some 'egg cell'|'derives from' some 'germ cell'|'derives from' some sperm|'disease has location' some testis
DOID:5844	myocardial infarction	'has symptom' some necrosis
DOID:5870	eosinophilic pneumonia	'has phenotype' some Hyperhidrosis|'has symptom' some 'breathing problems'|'has symptom' some 'night sweats'|'has symptom' some cough|'has symptom' some fever|'has symptom' some pneumonitis
DOID:589	congenital hemolytic anemia	'disease has basis in' some 'Abnormality of prenatal development or birth'|'existence starts during' some 'Congenital onset'
DOID:5890	malignant adult ependymoma	'existence starts during' some 'Adult onset'
DOID:5893	childhood malignant mesenchymoma	'existence starts during' some 'Childhood onset'
DOID:5894	adult malignant mesenchymoma	'existence starts during' some 'Adult onset'
DOID:5915	uterus intravascular leiomyomatosis	'disease has location' some 'blood vessel'|'disease has location' some 'body of uterus'
DOID:5916	uterine corpus leiomyomatosis	'derives from' some 'smooth muscle cell'|'disease has location' some 'body of uterus'
DOID:5921	adult brainstem mixed glioma	'existence starts during' some 'Adult onset'
DOID:5922	adult brainstem astrocytoma	'existence starts during' some 'Adult onset'
DOID:594	panic disorder	'has symptom' some 'chest pain'|'has symptom' some dizziness|'has symptom' some dyspnea|'has symptom' some palpitation
DOID:5957	bladder urachal squamous cell carcinoma	'derives from' some 'squamous epithelial cell'
DOID:5958	bladder urachal carcinoma	'disease has location' some urachus
DOID:5974	renal pelvis transitional cell carcinoma	'derives from' some 'transitional epithelial cell'|'disease has location' some 'renal pelvis'
DOID:6000	congestive heart failure	'has symptom' some 'heart failure'
DOID:6015	adult central nervous system teratoma	'existence starts during' some 'Adult onset'
DOID:6016	adult central nervous system mature teratoma	'existence starts during' some 'Adult onset'
DOID:6018	adult central nervous system immature teratoma	'existence starts during' some 'Adult onset'
DOID:6032	juvenile type testicular granulosa cell tumor	'existence starts during' some 'Young adult onset'
DOID:6039	uveal melanoma	'derives from' some melanocyte|'disease has location' some uvea
DOID:6041	choroid spindle cell melanoma	'derives from' some melanocyte|'disease has location' some 'optic choroid'
DOID:6043	ciliary body spindle cell melanoma	'derives from' some melanocyte|'disease has location' some 'ciliary body'
DOID:6052	central nervous system childhood germ cell tumor	'derives from' some 'germ cell'|'disease has location' some 'central nervous system'|'existence starts during' some 'Childhood onset'
DOID:6053	childhood germ cell cancer	'existence starts during' some 'Childhood onset'
DOID:6059	nasal vestibule papilloma	'derives from' some 'epithelial cell'|'derives from' some mucosa
DOID:6082	childhood testicular germ cell tumor	'existence starts during' some 'Childhood onset'
DOID:6083	childhood ovarian endodermal sinus tumor	'existence starts during' some 'Childhood onset'
DOID:6084	childhood ovarian germ cell tumor	'existence starts during' some 'Childhood onset'
DOID:6089	childhood leptomeningeal melanoma	'existence starts during' some 'Childhood onset'
DOID:6090	adult leptomeningeal melanoma	'existence starts during' some 'Adult onset'
DOID:6118	renal pelvis inverted papilloma	'derives from' some 'epithelial cell'|'derives from' some mucosa
DOID:6126	anal canal carcinoma	'derives from' some 'epithelial cell'|'disease has location' some 'anal canal'
DOID:6132	bronchitis	'has symptom' some 'chest tightness'|'has symptom' some 'low-grade fever'|'has symptom' some cough|'has symptom' some dyspnea
DOID:6160	childhood choriocarcinoma of the testis	'existence starts during' some 'Childhood onset'
DOID:6161	childhood testicular mixed germ cell tumor	'existence starts during' some 'Childhood onset'
DOID:6162	childhood embryonal testis carcinoma	'existence starts during' some 'Childhood onset'
DOID:6163	familial renal papillary carcinoma	'disease has location' some 'renal system'
DOID:6193	epithelioid sarcoma	'derives from' some 'embryonic cell (metazoa)'
DOID:6195	conjunctivitis	'has symptom' some inflammation
DOID:6196	reactive arthritis	'disease has location' some 'skeletal joint'|'has phenotype' some 'Abnormal circulating immunoglobulin concentration'
DOID:62	aortic valve disease	'disease has location' some aorta
DOID:6201	pericardial mesothelioma	('derives from' some 'epithelioid macrophage') and ('disease has location' some mesothelium)
DOID:6208	mediastinal osteogenic sarcoma	('derives from' some fibroblast) or ('derives from' some chondroblast) or ('derives from' some osteoblast)
DOID:6229	childhood mature teratoma of the ovary	'existence starts during' some 'Childhood onset'
DOID:6230	childhood teratoma of the ovary	'existence starts during' some 'Childhood onset'
DOID:6231	mature teratoma of the ovary	'disease has location' some ovary
DOID:624	transient hypogammaglobulinemia of infancy	'existence starts during' some 'Infantile onset'
DOID:6249	mediastinum seminoma	'derives from' some 'egg cell'|'derives from' some 'germ cell'|'derives from' some sperm|'disease has location' some mediastinum
DOID:626	complement deficiency	'has phenotype' some 'Abnormality of complement system'
DOID:6262	follicular dendritic cell sarcoma	'disease has location' some 'follicular dendritic cell'
DOID:6270	gastric cardia carcinoma	'disease has location' some 'cardia of stomach'
DOID:6271	gastric cardia adenocarcinoma	'disease has location' some 'cardia of stomach'
DOID:6284	epicardium lipoma	'derives from' some adipocyte|'disease has location' some epicardium
DOID:6285	heart lipoma	'derives from' some adipocyte
DOID:6286	childhood cerebellar astrocytic neoplasm	'existence starts during' some 'Childhood onset'
DOID:6291	cerebral hemisphere lipoma	'disease has location' some 'cerebral hemisphere'|'disease has location' some cerebrum
DOID:6293	central nervous system lipoma	'derives from' some adipocyte|'disease has location' some 'central nervous system'
DOID:6294	corpus callosum lipoma	'disease has location' some 'corpus callosum'
DOID:6297	viral esophagitis	'has material basis in' some Viruses
DOID:6316	Bartholin's gland adenocarcinoma	'derives from' some ('epithelial cell' and (has_origin some gland))
DOID:6322	tibial adamantinoma	'disease has location' some tibia
DOID:633	myositis	'has symptom' some inflammation
DOID:6331	immature teratoma of ovary	'disease has location' some ovary
DOID:6332	adult malignant hemangiopericytoma	'existence starts during' some 'Adult onset'
DOID:6333	adult intracranial malignant hemangiopericytoma	'existence starts during' some 'Adult onset'
DOID:6334	anterior optic tract meningioma	cancer and ('disease has location' some 'cranial nerve II')
DOID:6335	bilateral meningioma of optic nerve	cancer and ('disease has location' some 'cranial nerve II')
DOID:635	acquired immunodeficiency syndrome	'transmitted by' some ('congenital transmission' or 'contact transmission' or 'vehicle-borne fomite transmission' or 'vehicle-borne ingestion transmission')
DOID:636	central pontine myelinolysis	'has symptom' some dysarthria|'has symptom' some dysphagia|'has symptom' some paralysis
DOID:6364	migraine	'has symptom' some nausea
DOID:6370	hepatic osteogenic sarcoma	('derives from' some fibroblast) or ('derives from' some chondroblast) or ('derives from' some osteoblast)
DOID:6383	childhood brain stem glioma	'existence starts during' some 'Childhood onset'
DOID:6386	childhood brainstem astrocytoma	'existence starts during' some 'Childhood onset'
DOID:639	acute disseminated encephalomyelitis	'has symptom' some inflammation
DOID:6408	ovary papillary carcinoma	'disease has location' some ovary
DOID:6423	childhood central nervous system mature teratoma	'existence starts during' some 'Childhood onset'
DOID:6425	eyelid carcinoma	'disease has location' some eyelid
DOID:643	progressive multifocal leukoencephalopathy	'has material basis in' some 'JC polyomavirus'|'has phenotype' some 'Cognitive impairment'|'has symptom' some aphasia|'has symptom' some coma|'has symptom' some dysarthria|'has symptom' some hemiparesis
DOID:6446	ceruminous adenocarcinoma	'disease has location' some 'external acoustic meatus'
DOID:6459	rectal lipoma	('derives from' some adipocyte) and ('disease has location' some rectum)
DOID:646	viral encephalitis	'has material basis in' some Viruses
DOID:6460	large intestine lipoma	'derives from' some adipocyte|'disease has location' some 'large intestine'
DOID:6474	childhood teratocarcinoma of the testis	'existence starts during' some 'Childhood onset'
DOID:6483	rete testis adenoma	'disease has location' some 'rete testis'|('derives from' some 'epithelial cell') and (has_origin some gland)
DOID:6494	childhood myxoid chondrosarcoma	'existence starts during' some 'Childhood onset'
DOID:65	connective tissue disease	'has symptom' some inflammation
DOID:6500	cerebellar angioblastoma	'derives from' some 'endothelial cell'|'disease has location' some cerebellum
DOID:6501	brain stem angioblastoma	'derives from' some 'endothelial cell'|'disease has location' some brainstem
DOID:6518	Bartholin's gland adenomyoma	'disease has location' some 'major vestibular gland'
DOID:6523	ciliary body mixed cell melanoma	'derives from' some melanocyte|'disease has location' some 'ciliary body'
DOID:6547	heart lymphoma	'has material basis in' some lymphocyte
DOID:6552	gastric small cell carcinoma	'derives from' some 'epithelial cell'|'disease has location' some stomach
DOID:656	adrenal adenoma	('derives from' some 'epithelial cell') and (has_origin some gland)
DOID:6562	ethmoid sinus inverted papilloma	'derives from' some 'epithelial cell'|'derives from' some mucosa
DOID:6575	childhood optic tract astrocytoma	'existence starts during' some 'Childhood onset'
DOID:6576	childhood optic nerve glioma	'existence starts during' some 'Childhood onset'
DOID:6612	leukocyte adhesion deficiency	'disease has location' some leukocyte|'has material basis in' some 'autosomal recessive inheritance'
DOID:6620	X-linked hyper IgM syndrome	'has material basis in' some 'X-linked recessive inheritance'
DOID:6621	cerebral angioma	'disease has location' some cerebrum
DOID:6627	cervical adenoma malignum	('derives from' some 'epithelial cell') and (has_origin some gland)
DOID:6629	nipple carcinoma	'disease has location' some nipple
DOID:663	scrotal angioma	'derives from' some 'endothelial cell'|'disease has location' some scrotum
DOID:6634	adult central nervous system choriocarcinoma	'existence starts during' some 'Adult onset'
DOID:6639	childhood CNS choriocarcinoma	'existence starts during' some 'Childhood onset'
DOID:6641	breast juvenile papillomatosis	'existence starts during' some 'Young adult onset'
DOID:6648	adult pineoblastoma	'existence starts during' some 'Adult onset'
DOID:6652	diffuse idiopathic skeletal hyperostosis	'disease has location' some 'ligament of vertebral column'
DOID:6654	childhood central nervous system immature teratoma	'existence starts during' some 'Childhood onset'
DOID:6657	breast large cell neuroendocrine carcinoma	'has symptom' some necrosis
DOID:6659	cervical large cell neuroendocrine carcinoma	'disease has location' some 'uterine cervix'
DOID:6678	tooth and nail syndrome	'disease has location' some ('zone of skin' or 'strand of hair' or 'calcareous tooth' or nail)
DOID:6682	spondylolisthesis	'disease has location' some 'vertebral column'
DOID:6683	X-linked Aarskog syndrome	'has material basis in' some 'X-linked recessive inheritance'
DOID:6691	Aagenaes syndrome	'has symptom' some hepatitis
DOID:6700	gastric fundus carcinoma	'derives from' some 'epithelial cell'|'disease has location' some 'fundus of stomach'
DOID:6703	gastric pylorus carcinoma	'disease has location' some pylorus
DOID:6705	gastric body carcinoma	'disease has location' some 'body of stomach'
DOID:6721	Littre gland carcinoma	'derives from' some 'epithelial cell'
DOID:6727	colon small cell carcinoma	'derives from' some 'epithelial cell'|'disease has location' some colon
DOID:6733	intrahepatic bile duct cystadenoma	'disease has location' some 'intrahepatic bile duct'
DOID:674	cleft palate	'disease has location' some 'hard palate'|'disease has location' some 'soft palate'
DOID:6752	internal auditory canal lipoma	'derives from' some adipocyte
DOID:6758	chest wall lymphoma	'disease has location' some 'chest wall'|'has material basis in' some lymphocyte
DOID:6759	bone lymphoma	'has material basis in' some lymphocyte
DOID:676	juvenile rheumatoid arthritis	'disease has location' some 'skeletal joint'|'existence starts during' some 'Young adult onset'|'has phenotype' some 'Abnormal circulating immunoglobulin concentration'
DOID:6760	lung lymphoma	'has material basis in' some lymphocyte
DOID:6762	sternum lymphoma	'disease has location' some sternum|'has material basis in' some lymphocyte
