extClass,label
OMIM:249310,Megalocornea-Mental Retardation Syndrome
OMIM:183500,Split-Hand And Split-Foot With Hypodontia
OMIM:108345,N-Acetyltransferase 1
OMIM:155310,Visceral Myopathy
OMIM:609508,"Stickler Syndrome, Type I, Nonsyndromic Ocular"
OMIM:203290,"Albinism, Oculocutaneous, Type Iii"
OMIM:300238,"Mental Retardation, X-Linked, Syndromic 11"
OMIM:232500,Glycogen Storage Disease Iv
OMIM:300750,"Spastic Paraplegia 34, X-Linked"
OMIM:608800,Sudden Infant Death With Dysgenesis Of The Testes Syndrome
OMIM:610227,Seborrhea-Like Dermatitis With Psoriasiform Elements
OMIM:613829,Leber Congenital Amaurosis 7
OMIM:600807,"Asthma, Susceptibility To"
OMIM:243600,Jejunal Atresia
OMIM:614020,"Mental Retardation, Autosomal Recessive 14"
OMIM:251850,"Diarrhea 2, With Microvillus Atrophy"
OMIM:174400,"Polydactyly, Preaxial I"
OMIM:613721,"Epileptic Encephalopathy, Early Infantile, 11"
OMIM:131950,"Epidermolysis Bullosa Simplex, Ogna Type"
OMIM:308930,"Leigh Syndrome, X-Linked"
OMIM:109500,"Basilar Impression, Primary"
OMIM:256540,Galactosialidosis
OMIM:165150,"Ophthalmoplegia, Progressive, With Scrotal Tongue And Mental Deficiency"
OMIM:184200,Spondylolisthesis
OMIM:173580,"Platelet Responsiveness To Adrenaline, Depressed"
OMIM:237450,"Hyperbilirubinemia, Rotor Type"
OMIM:601696,Novelty Seeking Personality Trait
OMIM:610093,"Microphthalmia, Isolated 2"
OMIM:614684,"Hypertelorism And Other Facial Dysmorphism, Brachydactyly, Genital Abnormalities, Mental Retardation, And Recurrent Inflammatory Episodes"
OMIM:600513,"Epilepsy, Nocturnal Frontal Lobe, 1"
OMIM:608571,Ulnar/Fibular Ray Defect And Brachydactyly
OMIM:262020,Pilodental Dysplasia With Refractive Errors
OMIM:600105,Retinitis Pigmentosa 12
OMIM:614558,"Epileptic Encephalopathy, Early Infantile, 13"
OMIM:615500,"Ciliary Dyskinesia, Primary, 26"
OMIM:615674,Dowling-Degos Disease 3
OMIM:193050,Vibratory Angioedema
OMIM:607636,"Van Buchem Disease, Type 2"
OMIM:189990,V-Myb Avian Myeloblastosis Viral Oncogene Homolog
OMIM:229600,"Fructose Intolerance, Hereditary"
OMIM:147530,Insensitivity To Pain With Hyperplastic Myelinopathy
OMIM:156500,"Metaphyseal Chondrodysplasia, Schmid Type"
OMIM:615266,Hypogonadotropic Hypogonadism 17 With Or Without Anosmia
OMIM:610765,Moved To 602400
OMIM:615453,"Mitochondrial Complex Iii Deficiency, Nuclear Type 6"
OMIM:202355,Adrenocortical Unresponsiveness To Acth With Postreceptor Defect
OMIM:614723,Adenine Phosphoribosyltransferase Deficiency
OMIM:227200,"Eunuchoidism, Familial Hypogonadotropic"
OMIM:204870,"Corneal Dystrophy, Gelatinous Drop-Like"
OMIM:220100,Cystinuria
OMIM:613884,Chromosome 13q14 Deletion Syndrome
OMIM:610353,"Epilepsy, Nocturnal Frontal Lobe, 4"
OMIM:301950,"Branchial Arch Syndrome, X-Linked"
OMIM:609016,Long-Chain 3-Hydroxyacyl-Coa Dehydrogenase Deficiency
OMIM:607801,"Muscular Dystrophy, Limb-Girdle, Type 1c"
OMIM:611755,Leber Congenital Amaurosis 10
OMIM:216411,"Cockayne Syndrome, Type Iii"
OMIM:218800,"Crigler-Najjar Syndrome, Type I"
OMIM:602612,"Camptodactyly, Myopia, And Fibrosis Of The Medial Rectus Muscle Of Eye"
OMIM:613001,Encephalocraniocutaneous Lipomatosis
OMIM:615127,"Epilepsy, Familial Adult Myoclonic, 4"
OMIM:128000,Dystelephalangy
OMIM:611126,"Acyl-Coa Dehydrogenase Family, Member 9, Deficiency Of"
OMIM:159558,"Myeloid/Lymphoid Or Mixed Lineage Leukemia, Translocated To, 3"
OMIM:271650,"Spondyloepimetaphyseal Dysplasia, Irapa Type"
OMIM:601853,Cerebellotrigeminal Dermal Dysplasia
OMIM:601759,Preaxial Hallucal Polydactyly
OMIM:614880,Hypogonadotropic Hypogonadism 15 With Or Without Anosmia
OMIM:249240,Megalencephaly With Dysmyelination
OMIM:615297,Adams-Oliver Syndrome 4
OMIM:134510,"Factor Viii And Factor Ix, Combined Deficiency Of"
OMIM:612337,"Mental Retardation, Autosomal Dominant 22"
OMIM:600808,"Enuresis, Nocturnal, 2"
OMIM:129840,"Edema, Familial Idiopathic, Prepubertal"
OMIM:614021,"Ventricular Tachycardia, Catecholaminergic Polymorphic, 3"
OMIM:609218,Foveal Hypoplasia 2
OMIM:250410,Metaphyseal Chondrodysplasia With Retinitis Pigmentosa
OMIM:272650,Tatsumi Factor Deficiency
OMIM:104130,"Alopecia, Psychomotor Epilepsy, Pyorrhea, And Mental Subnormality"
OMIM:166950,"Teratoma, Ovarian"
OMIM:613722,"Epileptic Encephalopathy, Early Infantile, 12"
OMIM:608980,Bifid Nose With Or Without Anorectal And Renal Anomalies
OMIM:300751,"Anemia, Sideroblastic, X-Linked"
OMIM:212360,"Palmoplantar Keratoderma And Congenital Alopecia, Autosomal Recessive"
OMIM:189960,Tracheoesophageal Fistula With Or Without Esophageal Atresia
OMIM:214400,"Charcot-Marie-Tooth Disease, Type 4a"
OMIM:218090,Crane-Heise Syndrome
OMIM:601202,Cataract 24
OMIM:613488,Myxoid Liposarcoma
OMIM:608572,Burn-Mckeown Syndrome
OMIM:610102,Complement Component 7 Deficiency
OMIM:601001,"Epidermolysis Bullosa Simplex, Autosomal Recessive 1"
OMIM:310200,"Muscular Dystrophy, Duchenne Type"
OMIM:179613,Recombinant Chromosome 8 Syndrome
OMIM:137440,Gerstmann-Straussler Disease
OMIM:133020,"Erythermalgia, Primary"
OMIM:218100,"Cranial Nerves, Congenital Paresis Of"
OMIM:188550,"Thyroid Carcinoma, Papillary"
OMIM:179800,"Renal Tubular Acidosis, Distal, Autosomal Dominant"
OMIM:250900,Methionine Malabsorption Syndrome
OMIM:130300,Electroencephalographic Peculiarity: Fronto-Precentral Beta Wave Groups
OMIM:300801,Chromosome Xp11.23-P11.22 Duplication Syndrome
OMIM:615267,Hypogonadotropic Hypogonadism 18 With Or Without Anosmia
OMIM:614052,"Mitochondrial Complex V (Atp Synthase) Deficiency, Nuclear Type 2"
OMIM:189600,Torticollis
OMIM:181700,"Sclerocornea, Autosomal Dominant"
OMIM:113600,Branchial Cleft Anomalies
OMIM:614559,Infantile Cerebellar-Retinal Degeneration
OMIM:613956,"Candidiasis, Familial, 6"
OMIM:314560,"Von Willebrand Disease, X-Linked Form"
OMIM:613002,"Herpes Simplex Encephalitis, Susceptibility To, 2"
OMIM:601374,Aprosencephaly And Cerebellar Dysgenesis
OMIM:121300,"Coproporphyria, Hereditary"
OMIM:123500,Crouzon Syndrome
OMIM:135700,"Fibrosis Of Extraocular Muscles, Congenital, 1"
OMIM:167300,"Paget Disease, Extramammary"
OMIM:182920,"Myopathy, Spheroid Body"
OMIM:131960,Epidermolysis Bullosa Simplex With Mottled Pigmentation
OMIM:161200,Nail-Patella Syndrome
OMIM:122450,"Corneal Hypesthesia, Familial"
OMIM:604571,"Bare Lymphocyte Syndrome, Type I"
OMIM:614078,"Chondrodysplasia With Joint Dislocations, Gpapp Type"
OMIM:602247,"Xanthomatosis, Susceptibility To"
OMIM:254120,"Muscular Hypertonia, Lethal"
OMIM:233800,Grouped Pigmentation Of The Retina
OMIM:601539,Peroxisome Biogenesis Disorder 1b
OMIM:602613,"Skeletal Dysplasia And Progressive Central Nervous System Degeneration, Lethal"
OMIM:231100,"Hemochromatosis, Neonatal"
OMIM:240000,"Hyperuricemia, Infantile, With Abnormal Behavior And Normal Hypoxanthine Guanine Phosphoribosyltransferase"
OMIM:614976,Carpenter Syndrome 2
OMIM:613779,"Complement Component 3 Deficiency, Autosomal Recessive"
OMIM:614881,"Spinal Muscular Atrophy, Distal, Autosomal Recessive, 5"
OMIM:300082,"Cognitive Function 1, Social"
OMIM:611209,"Congenital Disorder Of Glycosylation, Type Iig"
OMIM:300645,"Atypical Mycobacteriosis, Familial, X-Linked 2"
OMIM:604432,Spinocerebellar Ataxia 11
OMIM:308240,"Lymphoproliferative Syndrome, X-Linked, 1"
OMIM:607143,"Congenital Disorder Of Glycosylation, Type Ig"
OMIM:610805,"Congenital Anomalies Of Kidney And Urinary Tract, Susceptibility To"
OMIM:194050,Williams-Beuren Syndrome
OMIM:276820,"Ulna And Fibula, Absence Of, With Severe Limb Deficiency"
OMIM:106700,Total Anomalous Pulmonary Venous Return 1
OMIM:156580,"Microcephaly, Autosomal Dominant"
OMIM:124200,Darier-White Disease
OMIM:611694,Dystonia With Cerebellar Atrophy
OMIM:189961,Tracheopathia Osteoplastica
OMIM:600257,Chromosome 8q12.1-Q21.2 Deletion Syndrome
OMIM:255960,"Myxoma, Intracardiac"
OMIM:243050,Indolylacroyl Glycinuria With Mental Retardation
OMIM:613443,"Mental Retardation, Autosomal Dominant 20"
OMIM:212790,Premature Centromere Division
OMIM:613489,"Congenital Disorder Of Glycosylation, Type Iij"
OMIM:162830,"Neutrophilia, Hereditary"
OMIM:215480,Choroid Plexus Calcification And Mental Retardation
OMIM:306900,Hemophilia B
OMIM:227210,"Eyebrows, Duplication Of, With Stretchable Skin And Syndactyly"
OMIM:607859,"Angioma, Tufted"
OMIM:611544,"Cataract 17, Multiple Types"
OMIM:614920,Peroxisome Biogenesis Disorder 14b
OMIM:613723,"Muscular Dystrophy, Limb-Girdle, Type 2q"
OMIM:610532,"Leukodystrophy, Hypomyelinating, 5"
OMIM:220500,"Deafness, Onychodystrophy, Osteodystrophy, Mental Retardation, And Seizures Syndrome"
OMIM:108100,"Arthritis, Sacroiliac"
OMIM:213600,"Basal Ganglia Calcification, Idiopathic, 1"
OMIM:602152,Rhyns Syndrome
OMIM:228200,Femur-Fibula-Ulna Syndrome
OMIM:200100,Abetalipoproteinemia
OMIM:615268,"Cerebellar Ataxia, Mental Retardation, And Dysequilibrium Syndrome 4"
OMIM:614640,Uv-Sensitive Syndrome 3
OMIM:269600,Sea-Blue Histiocyte Disease
OMIM:202155,"Adrenal Hypoplasia, Cytomegalic Type"
OMIM:300802,"Mental Retardation, X-Linked 96"
OMIM:612946,Hadziselimovic Syndrome
OMIM:257100,"Neutropenia, Lethal Congenital, With Eosinophilia"
OMIM:241519,"Hypophosphatemia, Renal, With Intracerebral Calcifications"
OMIM:612126,Glut1 Deficiency Syndrome 2
OMIM:614053,"Mitochondrial Complex V (Atp Synthase) Deficiency, Nuclear Type 3"
OMIM:123557,"Cryptotia, Familial"
OMIM:275350,Transcobalamin Ii Deficiency
OMIM:136000,Adermatoglyphia
OMIM:130060,"Ehlers-Danlos Syndrome, Type Vii, Autosomal Dominant"
OMIM:258040,Oeis Complex
OMIM:615502,"Mental Retardation, Autosomal Dominant 21"
OMIM:601375,"Ectodermal Dysplasia, Hidrotic, Christianson-Fourie Type"
OMIM:243310,Baraitser-Winter Syndrome 1
OMIM:613957,Spermatogenic Failure 8
OMIM:146800,"Ichthyosis, Bullous Type"
OMIM:301835,Arts Syndrome
OMIM:600630,Uv-Sensitive Syndrome 1
OMIM:230740,Gapo Syndrome
OMIM:250420,"Metaphyseal Dysostosis, Mental Retardation, And Conductive Deafness"
OMIM:300310,"Agammaglobulinemia, X-Linked, Type 2"
OMIM:167730,Palpebral Coloboma-Lipoma Syndrome
OMIM:170700,Peripheral Dysostosis
OMIM:238710,Hyperlysinemia Due To Defect In Lysine Transport Into Mitochondria
OMIM:172900,Pigmented Purpuric Eruption
OMIM:604173,Poikiloderma With Neutropenia
OMIM:602248,Malignant Atrophic Papulosis
OMIM:607523,"Nail Disorder, Nonsyndromic Congenital, 8"
OMIM:604360,"Spastic Paraplegia 11, Autosomal Recessive"
OMIM:104530,"Amelogenesis Imperfecta, Hypoplastic Type"
OMIM:235700,"Hemolytic Anemia, Nonspherocytic, Due To Hexokinase Deficiency"
OMIM:131460,Epiblepharon Of Upper Lid
OMIM:264600,Pseudovaginal Perineoscrotal Hypospadias
OMIM:236410,Humeroradial Synostosis With Craniofacial Anomalies
OMIM:607115,Cinca Syndrome
OMIM:144110,Hyperhidrosis Palmaris Et Plantaris
OMIM:615715,Bone Marrow Failure Syndrome 2
OMIM:152700,Systemic Lupus Erythematosus
OMIM:601198,"Hypocalcemia, Autosomal Dominant 1"
OMIM:309840,"Modifier, X-Linked, For Neurofunctional Defects"
OMIM:304730,Dermoids Of Cornea
OMIM:161600,"Navicular Bone, Accessory"
OMIM:311200,Orofaciodigital Syndrome I
OMIM:126700,Basal Laminar Drusen
OMIM:226990,"Epstein-Barr Virus, Susceptibility To Chronic Infection By"
OMIM:606785,"Crigler-Najjar Syndrome, Type Ii"
OMIM:164280,Feingold Syndrome 1
OMIM:611943,Riddle Syndrome
OMIM:237400,Hyper-Beta-Alaninemia
OMIM:276821,Ulnar Hypoplasia With Mental Retardation
OMIM:102370,Acromicric Dysplasia
OMIM:184400,Sprengel Deformity
OMIM:614569,"Multiple Enchondromatosis, Maffucci Type"
OMIM:256720,"Neurologic Disease, Infantile Multisystem, With Osseous Fragility"
OMIM:614756,"Cerebellar Ataxia, Nonprogressive, With Mental Retardation"
OMIM:188560,Thyroid Hormone Plasma Membrane Transport Defect
OMIM:266350,Red Skin Pigment Anomaly Of New Guinea
OMIM:601705,"T-Cell Immunodeficiency, Congenital Alopecia, And Nail Dystrophy"
OMIM:217520,"Corneal Degeneration, Band-Shaped Spheroid"
OMIM:215300,Chondrosarcoma
OMIM:174600,"Polydactyly, Preaxial Iii"
OMIM:176800,"Pronation-Supination Of The Forearm, Impairment Of"
OMIM:147891,Small Patella Syndrome
OMIM:614023,Phosphoserine Phosphatase Deficiency
OMIM:223370,Dubowitz Syndrome
OMIM:615182,Combined D-2- And L-2-Hydroxyglutaric Aciduria
OMIM:218030,Apparent Mineralocorticoid Excess
OMIM:606070,Amyotrophic Lateral Sclerosis 21
OMIM:276600,"Tyrosinemia, Type Ii"
OMIM:113610,Branchial Myoclonus With Spastic Paraparesis And Cerebellar Ataxia
OMIM:172200,"6-Phosphogluconate Dehydrogenase, Erythrocyte"
OMIM:218670,Craniotelencephalic Dysplasia
OMIM:165550,"Optic Nerve Hypoplasia, Bilateral"
OMIM:615034,Dystonia 24
OMIM:614921,"Congenital Disorder Of Glycosylation, Type It"
OMIM:516005,"Complex I, Subunit Nd5"
OMIM:613724,Leukoencephalopathy With Dystonia And Motor Neuropathy
OMIM:314570,Widow'S Peak Syndrome
OMIM:606824,Glucose/Galactose Malabsorption
OMIM:612712,Leber Congenital Amaurosis 13
OMIM:211350,Kyphomelic Dysplasia
OMIM:608647,"Ciliary Dyskinesia, Primary, 5"
OMIM:312830,Scarf Syndrome
OMIM:121700,"Corneal Endothelial Dystrophy 1, Autosomal Dominant"
OMIM:605130,"Hairy Elbows, Short Stature, Facial Dysmorphism, And Developmental Delay"
OMIM:615269,Hypogonadotropic Hypogonadism 19 With Or Without Anosmia
OMIM:113400,Brachydactyly-Nystagmus-Cerebellar Ataxia
OMIM:252600,Mucolipidosis Iii Alpha/Beta
OMIM:609566,Parietal Foramina 3
OMIM:132700,"Cylindromatosis, Familial"
OMIM:167870,Panic Disorder 1
OMIM:615503,Short-Rib Thoracic Dysplasia 8 With Or Without Polydactyly
OMIM:209770,"Aural Atresia, Multiple Congenital Anomalies, And Mental Retardation"
OMIM:600631,"Enuresis, Nocturnal, 1"
OMIM:607921,Retinitis Pigmentosa 30
OMIM:610356,Retinal Cone Dystrophy 3b
OMIM:614947,Combined Oxidative Phosphorylation Deficiency 15
OMIM:601376,"Chondrodysplasia, Lethal, With Long Bone Angulation And Mixed Bone Density"
OMIM:156620,Microcephaly-Deafness Syndrome
OMIM:239900,Hypertrophic Neuropathy And Cataract
OMIM:240400,Hypoascorbemia
OMIM:608093,"Congenital Disorder Of Glycosylation, Type Ij"
OMIM:610768,"Congenital Disorder Of Glycosylation, Type Im"
OMIM:308250,"Immunoglobulin M, Level Of"
OMIM:300803,"Mental Retardation, X-Linked 97"
OMIM:226960,"Epiphyseal Dysplasia, Microcephaly, And Nystagmus"
OMIM:107700,"Appendicitis, Proneness To"
OMIM:230450,"Gamma-Glutamylcysteine Synthetase Deficiency, Hemolytic Anemia Due To"
OMIM:108050,"Arteritis, Familial Granulomatous, With Juvenile Polyarthritis"
OMIM:603689,Hereditary Myopathy With Early Respiratory Failure
OMIM:613958,Spermatogenic Failure 9
OMIM:190345,"Trichoepitheliomas, Multiple Desmoplastic"
OMIM:270420,"Diarrhea 3, Secretory Sodium, Congenital"
OMIM:601927,"Lymphedema, Cardiac Septal Defects, And Characteristic Facies"
OMIM:276822,Ulnar Agenesis And Endocardial Fibroelastosis
OMIM:182150,Simosa Craniofacial Syndrome
OMIM:226600,"Epidermolysis Bullosa Dystrophica, Autosomal Recessive"
OMIM:105300,Amyotrophic Dystonic Paraplegia
OMIM:612852,"Osteomyelitis, Sterile Multifocal, With Periostitis And Pustulosis"
OMIM:258900,Orotic Aciduria
OMIM:608804,"Leukodystrophy, Hypomyelinating, 2"
OMIM:612089,Hypophosphatemic Rickets And Hyperparathyroidism
OMIM:219700,Cystic Fibrosis
OMIM:609376,Cataract 35
OMIM:249650,Mercaptolactate-Cysteine Disulfiduria
OMIM:147892,"Deiodinase, Iodothyronine, Type I"
OMIM:137000,Futcher Line
OMIM:267800,"Retinal Dystrophy, Reticular Pigmentary, Of Posterior Pole"
OMIM:615582,Rienhoff Syndrome
OMIM:300166,"Microphthalmia, Syndromic 2"
OMIM:605814,"Citrullinemia, Type Ii, Neonatal-Onset"
OMIM:615465,Hartsfield Syndrome
OMIM:258870,Gyrate Atrophy Of Choroid And Retina
OMIM:233100,Renal Glucosuria
OMIM:612713,Kahrizi Syndrome
OMIM:208850,Ataxia-Deafness-Retardation Syndrome
OMIM:600131,"Epilepsy, Childhood Absence, Susceptibility To, 1"
OMIM:161070,Nail High-Sulfur Protein
OMIM:309850,Monoamine Oxidase A
OMIM:172850,Piebald Trait With Neurologic Defects
OMIM:273400,"Tetramelic Deficiencies, Ectodermal Dysplasia, Deformed Ears, And Other Abnormalities"
OMIM:611936,Chromosome 3q29 Duplication Syndrome
OMIM:615035,"Spastic Paraplegia 55, Autosomal Recessive"
OMIM:614922,Combined Oxidative Phosphorylation Deficiency 11
OMIM:516006,"Complex I, Subunit Nd6"
OMIM:602562,Mandibulofacial Dysostosis With Macroblepharon And Macrostomia
OMIM:137560,Giant Platelet Syndrome With Thrombocytopenia
OMIM:615504,"Ciliary Dyskinesia, Primary, 27"
OMIM:128980,"Earlobes, Thickened, With Conductive Deafness From Incudostapedial Abnormalities"
OMIM:144120,Hyperimmunoglobulin G1(A1) Syndrome
OMIM:615725,Retinitis Pigmentosa 68
OMIM:254500,"Myeloma, Multiple"
OMIM:141800,Hemoglobin--Alpha Locus 1
OMIM:272350,Summitt Syndrome
OMIM:255110,"Carnitine Palmitoyltransferase Ii Deficiency, Late-Onset"
OMIM:600383,Mesomelia-Synostoses Syndrome
OMIM:252100,Mohr Syndrome
OMIM:155150,Median-Ulnar Nerve Communications
OMIM:609638,"Epidermolysis Bullosa, Lethal Acantholytic"
OMIM:614727,"Congenital Disorder Of Glycosylation, Type Iik"
OMIM:608720,"Neuropathy, Hereditary Sensory And Autonomic, Adult-Onset, With Anosmia"
OMIM:221790,Dermatoleukodystrophy
OMIM:612651,Endocrine-Cerebroosteodysplasia
OMIM:601331,"Renal Dysplasia, Cystic, Susceptibility To"
OMIM:610357,"Spastic Paraplegia 30, Autosomal Recessive"
OMIM:611431,Legius Syndrome
OMIM:261000,Intrinsic Factor Deficiency
OMIM:601214,Naxos Disease
OMIM:602772,Retinitis Pigmentosa 25
OMIM:613161,Beta-Ureidopropionase Deficiency
OMIM:223380,"Dopamine Beta-Hydroxylase, Plasma, Thermolability Of"
OMIM:161400,Narcolepsy 1
OMIM:613005,Santos Syndrome
OMIM:210350,Biemond Syndrome Ii
OMIM:106900,Anonychia-Ectrodactyly
OMIM:603165,"Dermatitis, Atopic"
OMIM:121390,Cornea Guttata With Anterior Polar Cataracts
OMIM:302950,"Chondrodysplasia Punctata 1, X-Linked Recessive"
OMIM:130720,Lateral Meningocele Syndrome
OMIM:608133,Retinitis Pigmentosa 7
OMIM:300869,Chromosome Xq27.3-Q28 Duplication Syndrome
OMIM:603855,"Cystic Fibrosis, Modifier Of, 1"
OMIM:608320,"Coronary Artery Disease, Autosomal Dominant, 1"
OMIM:255320,Minicore Myopathy With External Ophthalmoplegia
OMIM:608805,"Avascular Necrosis Of Femoral Head, Primary"
OMIM:614025,Hepatic Lipase Deficiency
OMIM:615583,Verheij Syndrome
OMIM:606072,Rippling Muscle Disease
OMIM:601427,"Anterior Chamber Cleavage Disorder, Cerebellar Hypoplasia, Hypothyroidism, And Tracheal Stenosis"
OMIM:300813,"Sarcoma, Synovial"
OMIM:610504,Preterm Premature Rupture Of The Membranes
OMIM:312760,"Ribosomal Protein S4, X-Linked"
OMIM:219250,Cutis Marmorata Telangiectatica Congenita
OMIM:178500,"Pulmonary Fibrosis, Idiopathic"
OMIM:611945,"Spastic Paraplegia 37, Autosomal Dominant"
OMIM:186400,"Synostoses, Tarsal, Carpal, And Digital"
OMIM:246650,"Lipase Deficiency, Combined"
OMIM:610498,Combined Oxidative Phosphorylation Deficiency 2
OMIM:113970,Burkitt Lymphoma
OMIM:128950,Earlobe Crease
OMIM:612714,"Exocrine Pancreatic Insufficiency, Dyserythropoietic Anemia, And Calvarial Hyperostosis"
OMIM:308700,Hypogonadotropic Hypogonadism 1 With Or Without Anosmia
OMIM:100700,Achard Syndrome
OMIM:208400,Aspartylglucosaminuria
OMIM:163100,Nevus Flammeus Of Nape Of Neck
OMIM:235000,"Hemihyperplasia, Isolated"
OMIM:275300,Tracheobronchomegaly
OMIM:132500,"Epistaxis, Hereditary"
OMIM:605019,"Hypobetalipoproteinemia, Familial, 2"
OMIM:608799,"Congenital Disorder Of Glycosylation, Type Ie"
OMIM:111620,Radin Blood Group Antigen
OMIM:256020,Nail-Patella-Like Renal Disease
OMIM:607721,Noonan Syndrome-Like Disorder With Loose Anagen Hair
OMIM:180870,Ruvalcaba Syndrome
OMIM:612580,"Mental Retardation, Autosomal Dominant 3"
OMIM:176100,Porphyria Cutanea Tarda
OMIM:613611,Choanal Atresia And Lymphedema
OMIM:607313,"Gaze Palsy, Familial Horizontal, With Progressive Scoliosis"
OMIM:614643,"Muscular Dystrophy-Dystroglycanopathy (Congenital With Brain And Eye Anomalies), Type A, 7"
OMIM:154000,"Macules, Hereditary Congenital Hypopigmented And Hyperpigmented"
OMIM:608649,Ichthyosis Prematurity Syndrome
OMIM:605355,Nemaline Myopathy 5
OMIM:609041,"Spastic Paraplegia 27, Autosomal Recessive"
OMIM:606690,Lymphangioleiomyomatosis
OMIM:175050,Juvenile Polyposis/Hereditary Hemorrhagic Telangiectasia Syndrome
OMIM:201450,"Acyl-Coa Dehydrogenase, Medium-Chain, Deficiency Of"
OMIM:142350,"Hernia, Double Inguinal"
OMIM:600384,"Aphalangia, Partial, With Syndactyly And Duplication Of Metatarsal Iv"
OMIM:181180,Say Syndrome
OMIM:309400,Menkes Disease
OMIM:615505,"Ciliary Dyskinesia, Primary, 28"
OMIM:273395,"Tetraamelia, Autosomal Recessive"
OMIM:254960,Myopathy Due To Malate-Aspartate Shuttle Defect
OMIM:192100,"Uvula, Bifid"
OMIM:613162,"Spastic Paraplegia 45, Autosomal Recessive"
OMIM:615592,Immunodeficiency 15
OMIM:220200,Dandy-Walker Syndrome
OMIM:301040,"Alpha-Thalassemia/Mental Retardation Syndrome, X-Linked"
OMIM:116950,Temperature-Sensitive Af8 Complement
OMIM:143095,Spondyloepiphyseal Dysplasia With Congenital Joint Dislocations
OMIM:145295,"Hypersecretion Of Adrenal Androgens, Familial"
OMIM:200700,"Chondrodysplasia, Grebe Type"
OMIM:300484,Orofaciodigital Syndrome Viii
OMIM:264120,Prolactin Deficiency With Obesity And Enlarged Testes
OMIM:277460,"Vitamin E, Familial Isolated Deficiency Of"
OMIM:603830,Long Qt Syndrome 3
OMIM:157640,"Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions, Autosomal Dominant, 1"
OMIM:608995,"Dyslexia, Susceptibility To, 8"
OMIM:188740,"Tibia, Absence Of, With Polydactyly"
OMIM:603563,"Spastic Paraplegia 8, Autosomal Dominant"
OMIM:302030,Calvarial Hyperostosis
OMIM:614594,"Palmoplantar Keratoderma, Mutilating, With Periorificial Keratotic Plaques"
OMIM:135290,"Desmoid Disease, Hereditary"
OMIM:614652,"Coenzyme Q10 Deficiency, Primary, 3"
OMIM:257500,Obesity-Hypoventilation Syndrome
OMIM:277100,Valinemia
OMIM:176920,Proteus Syndrome
OMIM:151640,"Lip, Hamartomatous"
OMIM:266400,Reese Retinal Dysplasia
OMIM:212130,Cardiomyopathy Associated With Myopathy And Sudden Death
OMIM:615006,"Epileptic Encephalopathy, Early Infantile, 15"
OMIM:247410,Lymphedema-Hypoparathyroidism Syndrome
OMIM:218900,Crome Syndrome
OMIM:610505,Combined Oxidative Phosphorylation Deficiency 3
OMIM:206900,"Microphthalmia, Syndromic 3"
OMIM:615688,Polyarteritis Nodosa
OMIM:604802,Huntington Disease-Like 3
OMIM:300523,Allan-Herndon-Dudley Syndrome
OMIM:107640,"Apnea, Central Sleep"
OMIM:612936,"Spastic Paraplegia 50, Autosomal Recessive"
OMIM:144050,Hyperheparinemia
OMIM:130190,"Electroencephalographic Pattern, Beta Frequency, Quantitative Trait Locus"
OMIM:300814,"Nystagmus 6, Congenital, X-Linked"
OMIM:191950,"Urticaria, Familial Localized Heat"
OMIM:613668,"Microcephaly, Postnatal Progressive, With Seizures And Brain Atrophy"
OMIM:185600,Symphalangism Of Toes
OMIM:161480,"Nasal Bones, Absence Of"
OMIM:302000,"Bullous Dystrophy, Hereditary Macular Type"
OMIM:610536,"Mandibulofacial Dysostosis, Guion-Almeida Type"
OMIM:240950,Hypogonadism-Cataract Syndrome
OMIM:160750,Myositis
OMIM:179618,Recoverin
OMIM:269300,Schwartz-Lelek Syndrome
OMIM:142669,"Hip Dysplasia, Beukes Type"
OMIM:612581,"Mental Retardation, Autosomal Dominant 4"
OMIM:600972,"Achondrogenesis, Type Ib"
OMIM:165700,Thiemann Disease
OMIM:613612,"Congenital Disorder Of Glycosylation, Type Iii"
OMIM:131880,Epidermolysis Bullosa With Deficiency Of Galactosylhydroxylysyl Glucosyltransferase
OMIM:114600,"Canine Teeth, Absence Of Upper Permanent"
OMIM:300619,"Cataract, Ataxia, Short Stature, And Mental Retardation"
OMIM:133200,Erythrokeratodermia Variabilis Et Progressiva
OMIM:193220,Vitreoretinochoroidopathy
OMIM:608096,"Epilepsy, Familial Temporal Lobe, 2"
OMIM:215720,Citrulline Transport Defect
OMIM:246000,"Leg, Absence Deformity Of, With Congenital Cataract"
OMIM:179900,Retinal Aplasia
OMIM:611938,"Ventricular Tachycardia, Catecholaminergic Polymorphic, 2"
OMIM:607748,"Hypercholanemia, Familial"
OMIM:610359,Retinitis Pigmentosa 33
OMIM:110150,"Blepharoptosis, Myopia, And Ectopia Lentis"
OMIM:215050,Chondrodysplasia Calcificans Metaphysealis
OMIM:180350,Rheumatoid Nodulosis
OMIM:610031,"Polymicrogyria, Symmetric Or Asymmetric"
OMIM:613163,Gaba-Transaminase Deficiency
OMIM:154275,"Malignant Hyperthermia, Susceptibility To, 2"
OMIM:212100,Cardioauditory Syndrome Of Sanchez Cascos
OMIM:145680,Dystransthyretinemic Euthyroidal Hyperthyroxinemia
OMIM:614152,"Deafness, Autosomal Dominant 64"
